year,risk_factors_2plus_by15,reg,age_desc,x_gender_desc,all,denom,denom_adj,pp_sch,pp_ter,pp_sempIT,pp_semp,pp_lemp,pp_cust,pp_lt6_neet,pp_st6_neet,pp1_ben,pp1_ws_empl
2014,0,Marlborough Region,15-19,Female,1032,12384,12225,9144,972,36,753,747,0,375,201,402,5418
2014,0,Marlborough Region,15-19,Male,1092,13080,12960,8700,1155,225,1500,729,0,345,309,378,5679
2014,0,Marlborough Region,20-24,All,1707,20484,19983,66,3534,1293,9423,2871,24,1965,807,2079,15891
2014,0,Marlborough Region,20-24,Female,753,9024,8778,30,1773,264,3561,1557,0,1233,360,1257,6504
2014,0,Marlborough Region,20-24,Male,957,11460,11205,36,1761,1026,5862,1317,24,729,447,819,9384
2014,0,Nelson Region,15-19,All,2703,32424,31878,23022,2835,294,2064,1935,0,1068,660,1152,12708
2014,0,Nelson Region,15-19,Female,1305,15648,15360,11352,1416,51,747,978,0,519,288,585,6276
2014,0,Nelson Region,15-19,Male,1398,16776,16515,11670,1419,240,1314,954,0,546,369,570,6432
2014,0,Nelson Region,20-24,All,2154,25836,25302,177,6279,1182,10035,3549,99,2979,996,3861,18657
2014,0,Nelson Region,20-24,Female,1020,12252,11964,114,3297,213,4167,1905,0,1836,432,2298,8424
2014,0,Nelson Region,20-24,Male,1131,13584,13338,60,2982,972,5868,1647,99,1143,567,1560,10233
2014,0,Northland Region,15-19,All,8205,98472,97278,65544,10182,1284,6171,5424,69,6039,2565,5163,29901
2014,0,Northland Region,15-19,Female,3954,47436,46827,33042,4842,183,2145,2694,0,2751,1170,2724,14082
2014,0,Northland Region,15-19,Male,4251,51036,50448,32502,5340,1101,4023,2730,72,3288,1398,2439,15819
2014,0,Northland Region,20-24,All,6216,74580,73152,174,13062,3570,27951,9972,282,14694,3447,15726,48879
2014,0,Northland Region,20-24,Female,2973,35688,34989,99,7323,741,10872,5403,18,8883,1650,9603,21108
2014,0,Northland Region,20-24,Male,3243,38892,38160,75,5739,2832,17079,4569,264,5811,1794,6126,27771
2014,0,Otago Region,15-19,All,11967,143628,141342,83226,32655,1575,9234,7425,45,3771,3405,4062,56733
2014,0,Otago Region,15-19,Female,5883,70584,69255,40740,17736,228,3255,3969,0,1842,1482,2241,28212
2014,0,Otago Region,15-19,Male,6087,73044,72084,42486,14916,1347,5979,3453,45,1929,1923,1821,28521
2014,0,Otago Region,20-24,All,14823,177864,172092,228,75624,6696,53505,17613,294,11028,7113,15150,116286
2014,0,Otago Region,20-24,Female,7254,87036,83883,27,40683,1209,23247,9594,12,5895,3216,7890,55782
2014,0,Otago Region,20-24,Male,7569,90828,88212,201,34941,5487,30258,8019,285,5133,3891,7260,60504
2014,0,Southland Region,15-19,All,5211,62532,61956,42531,7728,1017,4845,2961,15,1704,1158,1779,27081
2014,0,Southland Region,15-19,Female,2535,30420,30087,21921,3663,153,1515,1620,0,783,435,930,12927
2014,0,Southland Region,15-19,Male,2676,32112,31869,20607,4065,864,3330,1341,12,924,726,849,14154
2014,0,Southland Region,20-24,All,4791,57492,56478,183,13488,3897,24726,6051,192,5565,2376,6948,43005
2014,0,Southland Region,20-24,Female,2184,26196,25716,99,7176,723,9471,3708,12,3558,972,3996,18363
2014,0,Southland Region,20-24,Male,2610,31296,30759,84,6312,3174,15255,2340,183,2007,1404,2949,24639
2014,0,Taranaki Region,15-19,All,6330,75972,75048,51552,8817,1080,4590,3942,36,3240,1785,2496,27747
2014,0,Taranaki Region,15-19,Female,3042,36516,36012,25269,4476,168,1581,2199,0,1578,741,1347,13734
2014,0,Taranaki Region,15-19,Male,3288,39456,39036,26283,4341,912,3012,1746,36,1662,1047,1149,14010
2014,0,Taranaki Region,20-24,All,5487,65856,64515,129,13155,4233,28575,7719,141,8004,2559,7680,48252
2014,0,Taranaki Region,20-24,Female,2508,30096,29439,45,7125,720,10893,4464,9,5052,1137,4587,20202
2014,0,Taranaki Region,20-24,Male,2979,35760,35076,84,6030,3513,17682,3255,135,2955,1422,3090,28050
2014,0,Tasman Region,15-19,All,2757,33084,32682,23514,3060,492,2490,1800,0,771,558,687,14454
2014,0,Tasman Region,15-19,Female,1251,14988,14790,11082,1413,36,912,801,0,357,189,408,6597
2014,0,Tasman Region,15-19,Male,1509,18096,17889,12432,1644,456,1578,996,0,414,369,279,7857
2014,0,Tasman Region,20-24,All,1857,22296,21723,120,5148,1689,9081,2703,9,2175,795,2385,16647
2014,0,Tasman Region,20-24,Female,849,10164,9858,27,2637,219,3480,1668,0,1458,369,1524,7002
2014,0,Tasman Region,20-24,Male,1011,12132,11865,93,2511,1473,5604,1035,9,717,429,864,9645
2014,0,Waikato Region,15-19,All,24180,290160,286245,187101,36552,4284,20121,15933,72,14595,7584,11109,99309
2014,0,Waikato Region,15-19,Female,11673,140052,137922,93345,19512,423,6072,8280,6,6969,3315,6192,47313
2014,0,Waikato Region,15-19,Male,12507,150108,148320,93756,17037,3864,14049,7653,66,7626,4269,4920,51996
2014,0,Waikato Region,20-24,All,23178,278160,272460,735,69399,13644,106626,32010,582,37383,12081,39444,193128
2014,0,Waikato Region,20-24,Female,11256,135072,132000,312,39279,2370,42843,17955,9,23496,5733,24066,86922
2014,0,Waikato Region,20-24,Male,11925,143088,140460,423,30120,11274,63783,14055,570,13887,6345,15381,106206
2014,0,Wellington Region,15-19,All,27213,326568,320760,211131,52164,1590,15120,18876,42,13221,8613,10980,101613
2014,0,Wellington Region,15-19,Female,13410,160908,157725,103539,28329,288,6009,9792,0,5892,3876,5673,53937
2014,0,Wellington Region,15-19,Male,13806,165660,163035,107595,23835,1302,9111,9084,39,7329,4737,5304,47676
2014,0,Wellington Region,20-24,All,31197,374364,364410,822,124644,10422,131424,43266,357,38139,15333,43233,263634
2014,0,Wellington Region,20-24,Female,15630,187536,182040,450,67959,2232,61053,22044,18,21132,7149,24093,129633
2014,0,Wellington Region,20-24,Male,15570,186828,182370,369,56685,8190,70371,21225,336,17010,8184,19137,134004
2014,0,West Coast Region,15-19,All,1515,18180,18042,11730,1764,498,1788,1041,0,846,378,801,8373
2014,0,West Coast Region,15-19,Female,699,8400,8322,5760,819,90,522,555,0,420,153,468,3993
2014,0,West Coast Region,15-19,Male,816,9780,9717,5970,945,405,1266,483,0,426,222,333,4386
2014,0,West Coast Region,20-24,All,1320,15828,15558,21,2364,1077,7713,1740,15,2061,564,2040,12159
2014,0,West Coast Region,20-24,Female,597,7164,7038,9,1251,279,2760,1116,0,1368,252,1230,4983
2014,0,West Coast Region,20-24,Male,723,8664,8523,12,1113,798,4953,624,18,696,309,807,7173
2014,1,Auckland Region,15-19,All,12717,152604,150846,80856,23274,480,8079,8553,531,22254,6819,17472,29937
2014,1,Auckland Region,15-19,Female,6381,76548,75579,41343,12825,60,2394,3492,63,12126,3279,10743,12768
2014,1,Auckland Region,15-19,Male,6339,76056,75267,39510,10446,417,5688,5064,468,10128,3543,6729,17166
2014,1,Auckland Region,20-24,All,12648,151764,149715,684,24312,2847,41862,20091,2247,50016,7650,57375,74085
2014,1,Auckland Region,20-24,Female,6588,79068,77904,345,15732,588,15537,9510,243,32208,3741,38961,31323
2014,1,Auckland Region,20-24,Male,6057,72696,71811,336,8580,2259,26328,10581,2001,17811,3909,18414,42762
2014,1,Bay of Plenty Region,15-19,All,3759,45120,44742,21918,6732,222,2634,3048,294,7401,2496,6615,9765
2014,1,Bay of Plenty Region,15-19,Female,1860,22332,22155,11130,3444,27,915,1524,0,3969,1140,4089,4689
2014,1,Bay of Plenty Region,15-19,Male,1899,22788,22590,10788,3288,195,1719,1521,291,3435,1353,2526,5076
2014,1,Bay of Plenty Region,20-24,All,3651,43812,43422,219,5880,1005,9330,6387,984,16917,2697,20502,18708
2014,1,Bay of Plenty Region,20-24,Female,1818,21816,21594,147,3396,201,3126,3015,60,10632,1020,12744,7476
2014,1,Bay of Plenty Region,20-24,Male,1833,21996,21825,69,2487,804,6204,3375,924,6285,1680,7755,11232
2014,1,Canterbury Region,15-19,All,4188,50280,49962,24309,5685,624,5592,4329,219,7035,2172,5631,17376
2014,1,Canterbury Region,15-19,Female,2079,24948,24780,12927,3141,135,1659,2259,21,3639,996,3420,8109
2014,1,Canterbury Region,15-19,Male,2112,25332,25182,11382,2541,489,3933,2070,195,3399,1173,2208,9264
2014,1,Canterbury Region,20-24,All,4815,57768,57336,441,5919,2154,22389,7746,924,15024,2736,17139,36084
2014,1,Canterbury Region,20-24,Female,2220,26640,26412,288,3273,405,7233,3978,39,10248,954,11430,13644
2014,1,Canterbury Region,20-24,Male,2595,31128,30921,156,2646,1752,15162,3768,885,4776,1782,5709,22443
2014,1,Gisborne Region,15-19,All,894,10740,10647,5358,1605,90,609,738,42,1644,561,1749,2505
2014,1,Gisborne Region,15-19,Female,450,5412,5349,2802,717,18,204,369,12,984,243,1113,1173
2014,1,Gisborne Region,15-19,Male,444,5328,5298,2559,888,69,405,372,27,663,318,636,1332
2014,1,Gisborne Region,20-24,All,900,10776,10689,51,1614,339,2220,1707,303,3549,906,4584,4803
2014,1,Gisborne Region,20-24,Female,441,5292,5238,48,897,72,780,687,15,2406,336,2964,1821
2014,1,Gisborne Region,20-24,Male,456,5484,5448,0,717,267,1440,1020,288,1143,570,1620,2982
2014,1,Hawke's Bay Region,15-19,All,2247,26964,26739,13743,3807,141,1392,1782,129,4422,1326,4209,5736
2014,1,Hawke's Bay Region,15-19,Female,1149,13788,13689,7503,1968,33,423,744,6,2517,504,2649,2499
2014,1,Hawke's Bay Region,15-19,Male,1098,13176,13050,6243,1842,111,966,1038,123,1905,825,1560,3240
2014,1,Hawke's Bay Region,20-24,All,2157,25860,25587,75,3765,579,5715,3906,522,9201,1824,11610,11514
2014,1,Hawke's Bay Region,20-24,Female,1098,13164,13026,75,2229,126,1950,1866,30,6033,717,7557,4635
2014,1,Hawke's Bay Region,20-24,Male,1056,12696,12561,0,1533,453,3768,2040,492,3171,1107,4053,6879
2014,1,Manawatu-Wanganui Region,15-19,All,2865,34404,34191,18195,4737,300,1815,2082,129,5409,1518,6252,7407
2014,1,Manawatu-Wanganui Region,15-19,Female,1410,16932,16833,9537,2310,72,570,1077,0,2610,657,3438,3486
2014,1,Manawatu-Wanganui Region,15-19,Male,1455,17472,17361,8658,2430,231,1245,1005,129,2799,861,2814,3918
2014,1,Manawatu-Wanganui Region,20-24,All,2952,35448,35166,213,5028,1005,8235,4698,666,13341,1980,16443,15975
2014,1,Manawatu-Wanganui Region,20-24,Female,1443,17304,17175,180,2862,228,2580,2523,36,7959,807,9786,6372
2014,1,Manawatu-Wanganui Region,20-24,Male,1512,18144,17994,33,2166,777,5655,2172,630,5382,1176,6657,9603
2014,1,Marlborough Region,15-19,All,378,4524,4500,2103,528,51,495,483,0,603,234,666,1542
2014,1,Marlborough Region,15-19,Female,168,2016,2007,900,243,36,150,237,0,336,102,360,708
2014,1,Marlborough Region,15-19,Male,210,2508,2493,1200,285,12,348,246,0,267,129,309,834
2014,1,Marlborough Region,20-24,All,375,4500,4476,0,342,165,1428,822,63,1380,270,1584,2568
2014,1,Marlborough Region,20-24,Female,195,2328,2310,0,189,45,513,468,0,978,111,1092,1119
2014,1,Marlborough Region,20-24,Male,183,2172,2166,0,153,123,921,354,60,402,156,495,1452
2014,1,Nelson Region,15-19,All,450,5424,5352,2970,600,33,270,453,6,753,267,786,1401
2014,1,Nelson Region,15-19,Female,234,2820,2790,1620,357,6,81,186,0,423,114,477,690
2014,1,Nelson Region,15-19,Male,219,2604,2562,1350,243,27,189,264,0,327,153,312,711
2014,1,Nelson Region,20-24,All,540,6492,6435,33,672,231,1938,951,207,2106,297,2547,3495
2014,1,Nelson Region,20-24,Female,231,2760,2739,21,372,39,525,426,12,1242,99,1479,1197
2014,1,Nelson Region,20-24,Male,312,3732,3696,12,297,192,1413,525,195,864,201,1068,2295
2014,1,Northland Region,15-19,All,2706,32460,32235,16335,4893,144,1482,1779,150,5859,1596,5295,5769
2014,1,Northland Region,15-19,Female,1344,16152,16038,8688,2130,36,447,816,15,3138,765,3102,2631
2014,1,Northland Region,15-19,Male,1359,16308,16200,7647,2763,108,1035,963,132,2721,828,2193,3135
2014,1,Northland Region,20-24,All,2382,28584,28356,60,3705,606,5883,4077,675,11814,1539,14445,11754
2014,1,Northland Region,20-24,Female,1200,14376,14259,24,2019,153,2049,1920,66,7437,591,9075,4677
2014,1,Northland Region,20-24,Male,1185,14208,14100,36,1683,456,3831,2160,606,4377,948,5367,7080
2014,1,Otago Region,15-19,All,1362,16344,16278,8457,2676,171,960,1146,84,2127,657,2367,4761
2014,1,Otago Region,15-19,Female,660,7920,7878,4320,1242,42,342,603,0,1065,258,1173,2325
2014,1,Otago Region,15-19,Male,702,8424,8403,4140,1434,126,618,546,78,1062,399,1194,2436
2014,1,Otago Region,20-24,All,1446,17340,17211,66,2544,675,4812,2418,264,5622,816,7113,9141
2014,1,Otago Region,20-24,Female,708,8496,8427,24,1425,183,1983,1269,12,3216,318,3882,4185
2014,1,Otago Region,20-24,Male,738,8844,8784,42,1116,492,2829,1149,252,2403,498,3231,4959
2014,1,Southland Region,15-19,All,972,11688,11622,6180,1218,162,963,1026,63,1449,570,1713,3678
2014,1,Southland Region,15-19,Female,495,5928,5880,3420,732,33,267,474,0,684,258,996,1668
2014,1,Southland Region,15-19,Male,480,5760,5748,2757,486,129,696,552,57,765,309,717,2013
2014,1,Southland Region,20-24,All,927,11124,11028,84,1098,471,3171,1644,219,3564,780,4716,5880
2014,1,Southland Region,20-24,Female,480,5760,5730,48,612,129,1134,894,15,2544,354,2997,2469
2014,1,Southland Region,20-24,Male,447,5364,5298,36,483,342,2037,747,204,1020,426,1719,3408
2014,1,Taranaki Region,15-19,All,1212,14556,14448,8130,1494,144,969,873,48,2163,624,1746,3222
2014,1,Taranaki Region,15-19,Female,588,7080,7014,4044,855,36,291,441,0,1083,261,1023,1521
2014,1,Taranaki Region,15-19,Male,621,7476,7434,4086,642,108,678,432,48,1080,360,723,1701
2014,1,Taranaki Region,20-24,All,1239,14844,14739,51,1575,627,4338,2013,174,5142,819,5445,7611
2014,1,Taranaki Region,20-24,Female,612,7368,7329,27,978,141,1290,1068,0,3495,327,3618,2832
2014,1,Taranaki Region,20-24,Male,624,7476,7413,24,597,483,3045,945,174,1650,492,1827,4776
2014,1,Tasman Region,15-19,All,315,3768,3750,2163,348,54,300,333,0,411,138,396,1266
2014,1,Tasman Region,15-19,Female,150,1812,1800,981,192,0,129,216,0,210,69,255,663
2014,1,Tasman Region,15-19,Male,162,1956,1950,1182,153,51,168,114,0,201,72,141,603
2014,1,Tasman Region,20-24,All,282,3372,3336,27,249,204,1209,585,27,870,159,900,2151
2014,1,Tasman Region,20-24,Female,129,1536,1521,12,147,27,396,312,0,549,78,540,804
2014,1,Tasman Region,20-24,Male,153,1836,1815,15,102,177,813,276,27,324,81,360,1347
2014,1,Waikato Region,15-19,All,5097,61164,60780,29676,8895,453,3675,3789,195,11367,2733,9006,13098
2014,1,Waikato Region,15-19,Female,2523,30288,30060,15156,4731,96,1020,1815,0,6069,1170,5160,5706
2014,1,Waikato Region,15-19,Male,2571,30876,30723,14517,4164,354,2655,1974,195,5295,1563,3843,7392
2014,1,Waikato Region,20-24,All,5166,62004,61491,252,8436,2013,15699,8100,1152,22809,3033,26169,28785
2014,1,Waikato Region,20-24,Female,2547,30576,30312,144,5217,456,4929,3984,42,14286,1263,16473,11115
2014,1,Waikato Region,20-24,Male,2619,31428,31179,108,3219,1557,10770,4113,1113,8526,1773,9693,17667
2014,1,Wellington Region,15-19,All,3693,44292,43932,23472,6372,150,2301,2940,129,6750,1815,6567,9369
2014,1,Wellington Region,15-19,Female,1857,22272,22068,12006,3363,36,816,1410,0,3615,819,3747,4482
2014,1,Wellington Region,15-19,Male,1836,22020,21864,11463,3009,117,1482,1527,126,3138,999,2820,4887
2014,1,Wellington Region,20-24,All,3927,47136,46623,165,7017,1032,13449,6801,597,15312,2247,18579,24438
2014,1,Wellington Region,20-24,Female,1938,23256,22971,93,4050,309,5121,3249,12,9129,1008,11391,10407
2014,1,Wellington Region,20-24,Male,1989,23880,23655,72,2964,726,8328,3552,588,6183,1239,7188,14034
2014,1,West Coast Region,15-19,All,276,3324,3291,1788,435,12,321,270,0,357,111,477,1059
2014,1,West Coast Region,15-19,Female,132,1572,1566,795,219,0,150,171,0,180,57,243,591
2014,1,West Coast Region,15-19,Male,147,1752,1728,993,216,12,171,99,0,180,57,234,468
2014,1,West Coast Region,20-24,All,351,4224,4203,6,492,171,1371,531,39,1365,222,1653,2292
2014,1,West Coast Region,20-24,Female,186,2232,2214,9,258,54,483,321,0,990,99,1059,945
2014,1,West Coast Region,20-24,Male,168,1992,1986,0,237,117,888,213,36,375,123,591,1347
2015,0,Auckland Region,15-19,All,86538,1038456,1013643,691491,149637,3651,51675,47949,234,43116,25887,22821,289470
2015,0,Auckland Region,15-19,Female,42147,505764,492642,339207,79209,696,18261,23334,9,19890,12036,12858,142800
2015,0,Auckland Region,15-19,Male,44391,532692,520998,352284,70428,2955,33414,24615,225,23226,13848,9963,146670
2015,0,Auckland Region,20-24,All,91611,1099344,1062279,2478,331137,18519,420333,120033,1452,120477,47847,97515,747786
2015,0,Auckland Region,20-24,Female,45114,541356,520821,1053,179445,4638,184155,60894,78,67284,23271,61503,357240
2015,0,Auckland Region,20-24,Male,46500,557988,541458,1425,151692,13878,236178,59139,1377,53193,24576,36012,390543
2015,0,Bay of Plenty Region,15-19,All,16050,192600,189795,130662,21132,1191,12345,10593,69,9468,4341,6939,66315
2015,0,Bay of Plenty Region,15-19,Female,7728,92724,91218,64101,11028,213,4185,5364,15,4416,1899,3714,33144
2015,0,Bay of Plenty Region,15-19,Male,8325,99876,98580,66564,10104,978,8163,5226,54,5055,2442,3225,33168
2015,0,Bay of Plenty Region,20-24,All,12531,150372,146781,267,32148,3603,60051,19749,480,24108,6375,23853,101592
2015,0,Bay of Plenty Region,20-24,Female,5898,70752,68916,114,17466,798,23472,10563,30,13497,2973,14229,44688
2015,0,Bay of Plenty Region,20-24,Male,6636,79620,77868,150,14685,2805,36579,9186,447,10611,3402,9624,56901
2015,0,Canterbury Region,15-19,All,31236,374856,368739,246033,51564,2628,32163,18642,153,10854,6705,7761,154209
2015,0,Canterbury Region,15-19,Female,14946,179328,176217,121761,24903,588,10962,10044,9,5124,2826,4395,75855
2015,0,Canterbury Region,15-19,Male,16296,195528,192522,124269,26664,2040,21198,8601,144,5727,3876,3366,78351
2015,0,Canterbury Region,20-24,All,32949,395364,385149,2292,112545,11901,177228,37209,570,31722,11685,25386,300618
2015,0,Canterbury Region,20-24,Female,15129,181560,176721,1215,56391,2658,72759,20592,18,17808,5277,15516,134985
2015,0,Canterbury Region,20-24,Male,17817,213804,208431,1074,56154,9246,104466,16617,552,13914,6408,9873,165633
2015,0,Gisborne Region,15-19,All,2553,30648,30330,20613,3402,216,1890,1635,12,1761,801,1443,10635
2015,0,Gisborne Region,15-19,Female,1257,15084,14910,10191,1698,42,645,852,0,1089,393,933,5082
2015,0,Gisborne Region,15-19,Male,1296,15564,15420,10422,1704,171,1245,780,12,672,411,510,5553
2015,0,Gisborne Region,20-24,All,2007,24084,23679,90,5232,861,8847,3285,81,4110,1179,4884,15696
2015,0,Gisborne Region,20-24,Female,951,11412,11208,51,2973,228,3081,1737,0,2595,540,3198,6492
2015,0,Gisborne Region,20-24,Male,1056,12672,12468,36,2259,630,5763,1545,72,1518,642,1686,9201
2015,0,Hawke's Bay Region,15-19,All,8817,105804,104457,73161,11541,597,6480,5253,51,4992,2379,4467,36108
2015,0,Hawke's Bay Region,15-19,Female,4287,51444,50706,36921,5469,135,2283,2610,0,2316,969,2421,18129
2015,0,Hawke's Bay Region,15-19,Male,4530,54360,53754,36243,6072,462,4197,2643,51,2676,1410,2046,17982
2015,0,Hawke's Bay Region,20-24,All,6693,80328,78417,282,17703,2415,32679,9966,234,11643,3495,12897,55236
2015,0,Hawke's Bay Region,20-24,Female,3213,38556,37620,138,9741,621,12876,5499,0,7164,1581,7980,24576
2015,0,Hawke's Bay Region,20-24,Male,3480,41772,40800,147,7962,1794,19803,4467,231,4479,1914,4917,30660
2015,0,Manawatu-Wanganui Region,15-19,All,12612,151356,149535,100452,17889,1329,10536,8235,78,7815,3198,7152,50880
2015,0,Manawatu-Wanganui Region,15-19,Female,6132,73572,72618,49917,9303,330,3684,4254,0,3720,1410,3717,25527
2015,0,Manawatu-Wanganui Region,15-19,Male,6483,77784,76914,50538,8586,1002,6849,3984,75,4095,1785,3435,25350
2015,0,Manawatu-Wanganui Region,20-24,All,12288,147468,144681,594,41619,4560,55737,16476,321,20094,5286,21831,100494
2015,0,Manawatu-Wanganui Region,20-24,Female,6024,72288,70911,312,24015,1068,21678,9240,12,12111,2472,12621,45660
2015,0,Manawatu-Wanganui Region,20-24,Male,6264,75180,73770,282,17598,3489,34059,7236,306,7983,2814,9213,54831
2015,0,Marlborough Region,15-19,All,2130,25536,25218,18165,1836,252,2271,1422,0,816,450,600,11469
2015,0,Marlborough Region,15-19,Female,1011,12120,11952,9051,828,66,714,750,0,357,186,318,5634
2015,0,Marlborough Region,15-19,Male,1116,13416,13269,9114,1011,186,1554,675,0,459,264,285,5832
2015,0,Marlborough Region,20-24,All,1698,20376,19905,54,3447,762,9582,2646,21,2538,849,2304,15102
2015,0,Marlborough Region,20-24,Female,756,9060,8865,33,1791,132,3489,1455,0,1608,351,1371,6099
2015,0,Marlborough Region,20-24,Male,945,11316,11037,21,1656,627,6090,1191,21,930,501,936,9006
2015,0,Nelson Region,15-19,All,2694,32340,31734,22800,3009,237,2235,1890,12,1014,543,1011,12831
2015,0,Nelson Region,15-19,Female,1317,15816,15510,11610,1491,72,777,873,0,474,213,564,6378
2015,0,Nelson Region,15-19,Male,1377,16524,16224,11187,1518,165,1458,1014,9,540,330,447,6453
2015,0,Nelson Region,20-24,All,2133,25608,24978,231,5658,696,11136,3111,66,3162,918,3261,18435
2015,0,Nelson Region,20-24,Female,1014,12180,11889,138,2841,147,4746,1671,6,1887,456,1896,8442
2015,0,Nelson Region,20-24,Male,1119,13428,13089,93,2814,549,6387,1440,60,1278,465,1362,9996
2015,0,Northland Region,15-19,All,8214,98556,97377,67545,8973,561,6543,5166,75,6225,2292,4821,30063
2015,0,Northland Region,15-19,Female,3978,47748,47136,34128,4152,108,2145,2643,0,2967,996,2709,14394
2015,0,Northland Region,15-19,Male,4233,50808,50241,33417,4821,450,4401,2526,75,3255,1296,2112,15669
2015,0,Northland Region,20-24,All,6285,75420,73770,201,12816,2148,30645,9546,303,14805,3309,14877,49146
2015,0,Northland Region,20-24,Female,2940,35280,34512,96,7224,552,11412,5208,27,8478,1512,8829,20925
2015,0,Northland Region,20-24,Male,3345,40140,39255,102,5592,1599,19233,4335,276,6324,1797,6048,28218
2015,0,Otago Region,15-19,All,11859,142332,139743,85632,30054,924,9186,7020,24,4098,2808,4128,55368
2015,0,Otago Region,15-19,Female,5862,70344,68967,42027,16380,177,3357,3816,9,1938,1266,2343,28482
2015,0,Otago Region,15-19,Male,6000,71988,70776,43605,13674,747,5829,3201,18,2157,1545,1785,26889
2015,0,Otago Region,20-24,All,14820,177840,172260,138,74781,4038,57957,16737,276,11895,6438,14334,116679
2015,0,Otago Region,20-24,Female,7218,86604,83718,21,40506,1098,24162,8991,0,6111,2826,7449,55917
2015,0,Otago Region,20-24,Male,7602,91236,88542,117,34278,2940,33792,7746,273,5784,3612,6885,60762
2015,0,Southland Region,15-19,All,5172,62052,61470,42330,6684,714,5664,2922,30,1884,1242,2073,26751
2015,0,Southland Region,15-19,Female,2499,29988,29682,21417,3459,138,1695,1593,0,882,489,1029,12762
2015,0,Southland Region,15-19,Male,2670,32064,31788,20913,3225,576,3966,1323,30,1002,753,1044,13989
2015,0,Southland Region,20-24,All,4737,56844,55608,213,12303,2328,26703,5901,195,5805,2163,6432,42651
2015,0,Southland Region,20-24,Female,2172,26052,25482,138,6792,573,10056,3537,0,3462,921,3732,18471
2015,0,Southland Region,20-24,Male,2565,30792,30129,72,5511,1758,16647,2361,195,2343,1239,2703,24180
2015,0,Taranaki Region,15-19,All,6333,75996,75096,51966,8061,624,5244,3927,33,3684,1551,2556,27354
2015,0,Taranaki Region,15-19,Female,3045,36540,36039,25965,4110,120,1521,2106,0,1506,708,1347,13530
2015,0,Taranaki Region,15-19,Male,3288,39456,39057,25998,3951,504,3723,1821,33,2178,843,1212,13827
2015,0,Taranaki Region,20-24,All,5328,63948,62598,72,12801,2697,28551,7536,159,8244,2541,7641,46167
2015,0,Taranaki Region,20-24,Female,2505,30084,29445,27,7041,726,10875,4482,0,5127,1164,4557,20013
2015,0,Taranaki Region,20-24,Male,2823,33864,33153,42,5757,1974,17673,3054,159,3117,1380,3084,26154
2015,0,Tasman Region,15-19,All,2775,33288,32904,24102,2895,300,2613,1701,9,786,495,720,14499
2015,0,Tasman Region,15-19,Female,1275,15276,15099,11700,1125,69,876,786,0,363,183,393,6567
2015,0,Tasman Region,15-19,Male,1503,18012,17805,12405,1767,234,1737,915,9,426,312,327,7929
2015,0,Tasman Region,20-24,All,1863,22380,21768,93,5046,780,9921,2868,15,2205,843,2193,16803
2015,0,Tasman Region,20-24,Female,816,9816,9537,24,2454,186,3612,1566,0,1359,336,1287,6876
2015,0,Tasman Region,20-24,Male,1047,12564,12234,69,2592,594,6312,1299,12,846,507,903,9924
2015,0,Waikato Region,15-19,All,24267,291192,287013,190134,35673,2391,21990,15288,63,14487,6990,10899,99336
2015,0,Waikato Region,15-19,Female,11778,141336,139161,95385,18588,417,6594,8004,0,7155,3015,5817,47652
2015,0,Waikato Region,15-19,Male,12489,149856,147855,94746,17085,1977,15396,7287,60,7329,3975,5082,51684
2015,0,Waikato Region,20-24,All,23298,279552,273360,702,69756,8403,113124,31143,540,38640,11055,37953,194253
2015,0,Waikato Region,20-24,Female,11253,135036,131835,390,39159,1998,44505,17373,21,23232,5160,22704,88119
2015,0,Waikato Region,20-24,Male,12042,144516,141522,309,30597,6408,68619,13770,519,15405,5895,15246,106137
2015,0,Wellington Region,15-19,All,27126,325524,319497,214860,50319,963,15699,17190,24,13146,7290,10896,98832
2015,0,Wellington Region,15-19,Female,13338,160056,156807,104913,27129,282,6375,9072,0,5700,3342,5508,52722
2015,0,Wellington Region,15-19,Male,13788,165468,162687,109947,23193,684,9327,8115,27,7446,3948,5385,46113
2015,0,Wellington Region,20-24,All,30768,369216,358704,978,122979,6288,135225,41562,345,37395,13935,40575,260061
2015,0,Wellington Region,20-24,Female,15486,185808,179937,441,68004,1752,62214,21255,18,19821,6429,22038,129213
2015,0,Wellington Region,20-24,Male,15282,183408,178770,534,54975,4539,73011,20307,324,17574,7509,18537,130848
2015,0,West Coast Region,15-19,All,1407,16860,16704,11166,1494,171,1788,981,0,822,276,699,7677
2015,0,West Coast Region,15-19,Female,660,7896,7800,5553,681,24,447,537,0,462,99,357,3657
2015,0,West Coast Region,15-19,Male,747,8964,8904,5616,810,147,1338,444,0,363,180,342,4017
2015,0,West Coast Region,20-24,All,1320,15864,15657,42,2349,696,7692,1647,12,2652,564,2193,11556
2015,0,West Coast Region,20-24,Female,591,7104,7011,42,1167,132,2679,1095,0,1626,270,1281,4611
2015,0,West Coast Region,20-24,Male,729,8760,8646,0,1182,567,5013,555,12,1026,294,912,6945
2015,1,Auckland Region,15-19,All,12411,148908,147099,78915,20754,366,9336,9069,528,21969,6165,16215,32064
2015,1,Auckland Region,15-19,Female,6249,74988,74001,40473,11412,75,2835,3897,45,12270,2994,10017,13818
2015,1,Auckland Region,15-19,Male,6162,73920,73098,38442,9342,291,6498,5172,486,9696,3171,6198,18246
