year,risk_factors_2plus_by15,reg,age_desc,x_gender_desc,all,denom,denom_adj,pp_sch,pp_ter,pp_sempIT,pp_semp,pp_lemp,pp_cust,pp_lt6_neet,pp_st6_neet,pp1_ben,pp1_ws_empl
2015,1,Auckland Region,20-24,All,12840,154080,151869,519,23760,2040,47268,19731,2229,48870,7452,54663,78762
2015,1,Auckland Region,20-24,Female,6627,79524,78300,258,15183,621,17991,9474,201,30972,3603,36960,33933
2015,1,Auckland Region,20-24,Male,6213,74556,73569,261,8574,1416,29280,10254,2028,17901,3849,17703,44829
2015,1,Bay of Plenty Region,15-19,All,3636,43608,43251,21366,6567,159,2760,2733,219,7302,2151,6435,9552
2015,1,Bay of Plenty Region,15-19,Female,1767,21204,21045,10527,3477,24,813,1272,12,3960,951,3999,4233
2015,1,Bay of Plenty Region,15-19,Male,1866,22404,22206,10836,3087,135,1947,1458,207,3342,1197,2436,5322
2015,1,Bay of Plenty Region,20-24,All,3708,44496,44013,222,6168,636,10410,6333,1068,16356,2814,19887,19377
2015,1,Bay of Plenty Region,20-24,Female,1863,22332,22071,87,3786,144,3576,3234,42,10095,1104,12453,8145
2015,1,Bay of Plenty Region,20-24,Male,1848,22164,21942,138,2382,492,6834,3102,1026,6264,1707,7434,11235
2015,1,Canterbury Region,15-19,All,3984,47832,47538,23352,5304,345,5472,3876,234,6960,1998,5949,16308
2015,1,Canterbury Region,15-19,Female,1980,23760,23592,12264,2823,102,1686,2016,12,3807,882,3678,7743
2015,1,Canterbury Region,15-19,Male,2007,24072,23946,11088,2481,243,3783,1857,222,3153,1116,2271,8568
2015,1,Canterbury Region,20-24,All,4851,58224,57747,411,5892,1533,22617,7713,978,15852,2751,16821,35391
2015,1,Canterbury Region,20-24,Female,2259,27132,26904,285,3141,453,7845,4125,42,9978,1038,10767,14301
2015,1,Canterbury Region,20-24,Male,2592,31092,30843,126,2748,1080,14772,3585,939,5877,1710,6057,21090
2015,1,Gisborne Region,15-19,All,870,10440,10374,5106,1560,60,639,723,30,1638,621,1734,2298
2015,1,Gisborne Region,15-19,Female,432,5196,5145,2637,732,27,177,324,0,978,264,1089,1005
2015,1,Gisborne Region,15-19,Male,438,5244,5229,2469,825,33,462,399,27,660,357,642,1293
2015,1,Gisborne Region,20-24,All,933,11184,11094,60,1428,246,2709,1845,240,3777,789,4932,5271
2015,1,Gisborne Region,20-24,Female,462,5544,5484,48,813,78,861,756,18,2616,291,3171,1926
2015,1,Gisborne Region,20-24,Male,468,5640,5610,12,615,165,1851,1089,222,1161,498,1761,3345
2015,1,Hawke's Bay Region,15-19,All,2277,27312,27084,14469,3696,141,1566,1716,117,4104,1275,4137,5979
2015,1,Hawke's Bay Region,15-19,Female,1164,13968,13851,7722,1839,60,504,816,15,2337,552,2589,2835
2015,1,Hawke's Bay Region,15-19,Male,1113,13344,13233,6744,1854,81,1059,900,102,1770,723,1545,3141
2015,1,Hawke's Bay Region,20-24,All,2175,26100,25851,117,3807,534,6552,3840,480,8688,1833,11151,12240
2015,1,Hawke's Bay Region,20-24,Female,1089,13044,12909,57,2379,114,2226,1701,27,5688,711,7236,4764
2015,1,Hawke's Bay Region,20-24,Male,1089,13056,12945,60,1428,417,4323,2139,450,3000,1122,3918,7476
2015,1,Manawatu-Wanganui Region,15-19,All,2877,34512,34323,18096,4401,240,2199,2232,144,5697,1314,6099,7821
2015,1,Manawatu-Wanganui Region,15-19,Female,1413,16944,16824,9354,2076,75,756,1116,0,2874,576,3372,3849
2015,1,Manawatu-Wanganui Region,15-19,Male,1464,17568,17499,8742,2325,165,1440,1116,144,2826,738,2727,3972
2015,1,Manawatu-Wanganui Region,20-24,All,2916,34992,34758,213,4488,753,9093,4770,585,13143,1719,16296,16467
2015,1,Manawatu-Wanganui Region,20-24,Female,1419,17016,16920,165,2655,249,2883,2592,39,7617,723,9477,6747
2015,1,Manawatu-Wanganui Region,20-24,Male,1497,17976,17838,45,1830,504,6210,2175,549,5526,999,6816,9720
2015,1,Marlborough Region,15-19,All,339,4056,4041,2037,336,6,384,480,12,594,189,504,1413
2015,1,Marlborough Region,15-19,Female,153,1860,1854,864,159,0,141,294,0,291,102,327,696
2015,1,Marlborough Region,15-19,Male,183,2196,2190,1176,174,6,243,189,9,303,87,177,717
2015,1,Marlborough Region,20-24,All,387,4620,4590,0,354,111,1650,795,81,1335,261,1491,2715
2015,1,Marlborough Region,20-24,Female,186,2244,2229,0,252,18,570,447,0,843,93,945,1155
2015,1,Marlborough Region,20-24,Male,198,2376,2361,0,105,90,1077,348,81,489,168,543,1557
2015,1,Nelson Region,15-19,All,420,5052,5004,2640,588,15,327,405,33,807,183,774,1302
2015,1,Nelson Region,15-19,Female,213,2580,2556,1383,339,12,120,198,0,441,63,429,675
2015,1,Nelson Region,15-19,Male,207,2472,2448,1260,252,6,210,210,30,366,120,345,627
2015,1,Nelson Region,20-24,All,498,5976,5937,33,624,150,1923,933,165,1806,303,2283,3390
2015,1,Nelson Region,20-24,Female,216,2592,2574,21,417,36,549,417,15,1023,93,1278,1266
2015,1,Nelson Region,20-24,Male,282,3384,3363,12,210,114,1374,513,150,783,210,1002,2124
2015,1,Northland Region,15-19,All,2616,31380,31146,16266,4359,123,1482,1839,147,5526,1410,4941,5829
2015,1,Northland Region,15-19,Female,1290,15480,15381,8388,2019,33,465,909,21,2913,633,2892,2727
2015,1,Northland Region,15-19,Male,1323,15900,15765,7881,2337,93,1017,927,126,2610,774,2046,3102
2015,1,Northland Region,20-24,All,2439,29280,29022,81,3579,381,6831,4065,651,11817,1620,14358,12417
2015,1,Northland Region,20-24,Female,1191,14292,14160,75,1887,99,2352,1926,102,7104,615,8655,4917
2015,1,Northland Region,20-24,Male,1248,14988,14859,0,1692,279,4479,2136,549,4713,1002,5703,7500
2015,1,Otago Region,15-19,All,1314,15780,15714,8268,2391,81,1008,1080,78,2220,585,2457,4374
2015,1,Otago Region,15-19,Female,642,7680,7635,4179,1227,30,372,558,0,975,285,1251,2250
2015,1,Otago Region,15-19,Male,675,8100,8076,4089,1164,45,636,522,75,1242,300,1206,2121
2015,1,Otago Region,20-24,All,1542,18492,18330,12,3039,486,5259,2553,390,5646,939,7290,9876
2015,1,Otago Region,20-24,Female,750,9000,8916,15,1731,135,2070,1524,12,3063,366,3921,4653
2015,1,Otago Region,20-24,Male,792,9492,9411,0,1308,351,3189,1032,378,2580,573,3372,5220
2015,1,Southland Region,15-19,All,972,11652,11565,6183,1182,159,1038,906,48,1539,507,1899,3483
2015,1,Southland Region,15-19,Female,501,6000,5970,3129,738,48,333,507,0,975,240,1275,1743
2015,1,Southland Region,15-19,Male,471,5652,5595,3054,444,111,708,399,45,567,267,624,1740
2015,1,Southland Region,20-24,All,978,11760,11682,129,993,438,3459,1800,282,3801,783,4842,6258
2015,1,Southland Region,20-24,Female,489,5868,5832,81,552,123,1182,999,39,2559,303,2928,2601
2015,1,Southland Region,20-24,Male,489,5892,5850,48,441,318,2274,804,243,1242,480,1917,3654
2015,1,Taranaki Region,15-19,All,1185,14244,14157,8040,1347,126,969,780,42,2331,516,1950,3045
2015,1,Taranaki Region,15-19,Female,576,6900,6846,4194,663,39,252,396,0,1086,219,1092,1383
2015,1,Taranaki Region,15-19,Male,612,7344,7308,3846,687,87,717,384,45,1245,300,858,1662
2015,1,Taranaki Region,20-24,All,1230,14736,14628,72,1587,483,4305,1974,147,5352,708,5574,7341
2015,1,Taranaki Region,20-24,Female,600,7188,7122,60,993,150,1299,1059,0,3264,297,3378,2823
2015,1,Taranaki Region,20-24,Male,627,7548,7506,12,597,330,3006,915,147,2088,411,2196,4521
2015,1,Tasman Region,15-19,All,315,3780,3756,2157,396,24,351,297,0,363,165,369,1296
2015,1,Tasman Region,15-19,Female,147,1788,1770,948,201,6,186,168,0,180,81,255,678
2015,1,Tasman Region,15-19,Male,168,1992,1983,1209,198,15,165,132,0,183,87,117,618
2015,1,Tasman Region,20-24,All,294,3540,3516,24,324,129,1254,603,30,996,156,1098,2154
2015,1,Tasman Region,20-24,Female,141,1704,1692,12,186,9,420,363,0,633,69,630,876
2015,1,Tasman Region,20-24,Male,153,1836,1824,12,141,120,834,240,30,360,87,465,1275
2015,1,Waikato Region,15-19,All,5022,60264,59814,28821,8115,372,4050,4050,189,11616,2604,9219,13452
2015,1,Waikato Region,15-19,Female,2517,30216,29982,15255,4224,111,1158,1983,15,6048,1188,5286,6117
2015,1,Waikato Region,15-19,Male,2505,30048,29832,13566,3891,261,2892,2067,174,5565,1416,3930,7335
2015,1,Waikato Region,20-24,All,5265,63180,62682,252,8349,1317,17046,7569,1059,23817,3276,27150,28977
2015,1,Waikato Region,20-24,Female,2589,31044,30777,165,5262,411,5010,3843,36,14700,1347,16851,11169
2015,1,Waikato Region,20-24,Male,2679,32136,31905,87,3087,903,12036,3723,1023,9120,1929,10299,17808
2015,1,Wellington Region,15-19,All,3579,42936,42612,23094,6393,90,2157,2697,120,6468,1587,6753,8817
2015,1,Wellington Region,15-19,Female,1809,21708,21522,11859,3309,42,771,1356,0,3474,705,3933,4410
2015,1,Wellington Region,15-19,Male,1770,21228,21090,11232,3084,54,1386,1344,117,2994,882,2820,4407
2015,1,Wellington Region,20-24,All,4017,48180,47670,195,7299,561,14406,6696,474,15894,2142,18885,24831
2015,1,Wellington Region,20-24,Female,1968,23604,23313,150,4122,204,5484,3210,15,9237,891,11091,10599
2015,1,Wellington Region,20-24,Male,2049,24576,24357,45,3180,357,8922,3489,456,6657,1254,7791,14232
2015,1,West Coast Region,15-19,All,279,3336,3312,1944,282,51,309,240,12,360,114,456,1146
2015,1,West Coast Region,15-19,Female,135,1620,1599,924,159,15,120,147,0,177,57,252,615
2015,1,West Coast Region,15-19,Male,141,1716,1710,1023,120,36,186,93,12,180,57,210,531
2015,1,West Coast Region,20-24,All,336,4020,3984,0,432,84,1413,561,36,1248,213,1485,2271
2015,1,West Coast Region,20-24,Female,174,2100,2082,0,261,27,528,363,0,780,117,936,1023
2015,1,West Coast Region,20-24,Male,162,1920,1902,0,171,57,885,198,30,465,96,546,1251
