eth,x_gender_desc,year,age,count,denom,denom_adj,pp_sch,pp_ter,pp_sempIT,pp_semp,pp_lemp,pp_cust,pp_lt6_neet,pp_st6_neet,pp1_ben,pp1_ws_empl,pp2_sch,pp2_ter,pp2_sempIT,pp2_semp,pp2_lemp,pp2_cust,pp2_lt6_neet,pp2_st6_neet,pp3_ben,pp3_ws_empl
Maori,Female,2013,22,4707,56484,55569,51,11310,888,11178,7761,96,21630,2661,26178,24846,0.000917778,0.203530746,0.015980133,0.20115532,0.139664201,0.001727582,0.389245803,0.047886412,0.471089996,0.447119797
Maori,Female,2013,23,4581,54984,54204,42,9582,696,11895,6672,117,23037,2160,26664,23655,0.000774851,0.176776622,0.012840381,0.219448749,0.123090547,0.002158512,0.425005535,0.039849458,0.491919416,0.436406907
Maori,Female,2013,24,4611,55344,54648,33,9093,798,12591,7056,135,22716,2229,27393,24447,0.000603865,0.166392183,0.014602547,0.230401845,0.12911726,0.002470356,0.415678524,0.040788318,0.501262626,0.447353975
Maori,Female,2014,15,5223,62676,62097,58395,87,0,12,129,0,2721,753,15,3258,0.940383593,0.001401034,0,0.000193246,0.002077395,0,0.043818542,0.01212619,0.000241558,0.052466303
Maori,Female,2014,16,5106,61248,60600,51933,2346,9,81,612,9,4278,1329,948,7395,0.856980198,0.038712871,0.000148515,0.001336634,0.01009901,0.000148515,0.070594059,0.021930693,0.015643564,0.122029703
Maori,Female,2014,17,4485,53832,53319,35850,7071,39,585,1860,0,6138,1770,4518,12351,0.672368199,0.132616891,0.000731447,0.010971699,0.034884375,0,0.115118438,0.033196422,0.084735273,0.231643504
Maori,Female,2014,18,4251,51000,50370,18273,11535,198,2661,5202,33,9552,2913,10254,17145,0.362775462,0.22900536,0.003930911,0.052829065,0.103275759,0.000655152,0.189636689,0.057832043,0.203573556,0.340381179
Maori,Female,2014,19,4308,51696,50943,2625,15477,477,6279,8367,48,13983,3687,17703,20811,0.051528179,0.303810141,0.009363406,0.123255403,0.164242389,0.00094223,0.274483246,0.072375007,0.347506036,0.4085154
Maori,Female,2014,20,4110,49332,48561,594,12156,630,8076,7236,75,16896,2901,20184,20820,0.012232038,0.250324334,0.012973374,0.166306295,0.149008464,0.001544449,0.347933527,0.059739297,0.415642182,0.428739112
Maori,Female,2014,21,4233,50820,50115,327,10749,639,9750,7500,60,18447,2640,22197,22629,0.006524993,0.214486681,0.012750674,0.194552529,0.149655792,0.001197246,0.368093385,0.052678839,0.442921281,0.451541455
Maori,Female,2014,22,4257,51096,50391,36,9600,885,10749,6942,90,19947,2142,23367,22806,0.000714413,0.19051021,0.01756266,0.213311901,0.137762696,0.001786033,0.395844496,0.042507591,0.463713758,0.452580818
Maori,Female,2014,23,4617,55416,54678,9,10044,987,12696,7626,102,20715,2496,25251,25902,0.0001646,0.183693625,0.018051136,0.232195764,0.139471085,0.001865467,0.378854384,0.045649073,0.461812795,0.473718863
Maori,Female,2014,24,4533,54384,53634,36,8895,714,13440,6378,144,21855,2175,25704,24378,0.000671216,0.165846292,0.013312451,0.250587314,0.118917105,0.002684864,0.407484059,0.040552635,0.479248238,0.454525115
Maori,Female,2015,15,5409,64920,64317,60426,42,0,12,126,0,2979,729,0,3459,0.939502775,0.000653016,0,0.000186576,0.001959047,0,0.046317459,0.011334484,0,0.053780494
Maori,Female,2015,16,5190,62304,61665,52653,2526,0,102,585,0,4740,1059,1098,7617,0.85385551,0.040963269,0,0.001654099,0.009486743,0,0.076866942,0.017173437,0.017805887,0.123522257
Maori,Female,2015,17,5040,60468,59847,41760,7116,33,759,1992,15,6546,1626,4926,14595,0.697779337,0.118903203,0.000551406,0.01268234,0.033284876,0.000250639,0.109378916,0.027169282,0.08230989,0.243871873
Maori,Female,2015,18,4476,53736,53046,20367,10599,219,3345,5433,27,10155,2904,10194,18741,0.383949779,0.199807714,0.004128492,0.063058478,0.102420541,0.000508992,0.19143762,0.054744938,0.192172831,0.353297138
Maori,Female,2015,19,4194,50328,49611,2280,14886,441,6930,8085,60,13554,3375,16821,20907,0.04595755,0.300054423,0.008889158,0.139686763,0.16296789,0.001209409,0.273205539,0.068029268,0.33905787,0.421418637
Maori,Female,2015,20,4272,51252,50481,624,12525,549,9492,7962,57,16485,2787,19566,23310,0.012361086,0.248113152,0.010875379,0.18803114,0.157722708,0.001129138,0.326558507,0.055208891,0.387591371,0.461757889
Maori,Female,2015,21,4062,48768,47976,336,10503,528,9819,6726,90,17577,2400,20856,21843,0.007003502,0.218921961,0.011005503,0.204664832,0.140195098,0.001875938,0.366370685,0.050025013,0.434717359,0.455290145
Maori,Female,2015,22,4197,50364,49686,15,9396,558,11619,7188,90,18471,2346,22182,23595,0.000301896,0.189107596,0.011230528,0.233848569,0.144668518,0.001811375,0.371754619,0.04721652,0.446443666,0.474882261
Maori,Female,2015,23,4221,50640,49944,45,8277,828,12516,6405,84,19587,2196,22962,23331,0.000901009,0.165725613,0.016578568,0.250600673,0.128243633,0.001681884,0.392179241,0.043969246,0.459754926,0.4671432
Maori,Female,2015,24,4566,54792,54024,9,9039,657,14622,7029,111,20271,2277,24258,26094,0.000166593,0.167314527,0.012161262,0.270657486,0.130108841,0.002054642,0.375222124,0.042147934,0.449022657,0.483007552
Pacific Islander,Female,2013,15,2739,32880,32193,31224,18,0,0,21,0,696,234,0,972,0.969900289,0.000559128,0,0,0.000652316,0,0.021619607,0.007268661,0,0.030192899
Pacific Islander,Female,2013,16,2553,30612,29970,27939,564,0,0,42,0,1134,291,219,1866,0.932232232,0.018818819,0,0,0.001401401,0,0.037837838,0.00970971,0.007307307,0.062262262
Pacific Islander,Female,2013,17,2556,30672,29937,25062,2067,0,120,357,0,1845,477,861,4158,0.837158032,0.069044995,0,0.004008418,0.011925043,0,0.061629422,0.01593346,0.028760397,0.138891673
Pacific Islander,Female,2013,18,2589,31092,30312,16455,6711,30,1014,1686,0,2928,1488,2793,7764,0.542854315,0.221397466,0.000989707,0.033452098,0.055621536,0,0.096595408,0.04908947,0.092141726,0.256136184
Pacific Islander,Female,2013,19,2541,30504,29523,1944,12315,210,2691,3681,0,5943,2736,6498,10467,0.065846967,0.417132405,0.007113098,0.091149273,0.124682451,0,0.201300681,0.092673509,0.220099583,0.354537141
Pacific Islander,Female,2013,20,2619,31428,30291,354,10644,249,4722,4509,0,7431,2379,8277,13188,0.01168664,0.351391502,0.008220263,0.155887888,0.148856096,0,0.245320392,0.07853818,0.27324948,0.435376845
Pacific Islander,Female,2013,21,2568,30816,29760,75,8925,255,6477,4602,15,7593,1818,8748,14757,0.002520161,0.299899194,0.008568548,0.217641129,0.154637097,0.000504032,0.255141129,0.06108871,0.293951613,0.495866936
Pacific Islander,Female,2013,22,2532,30372,29469,0,7098,297,7473,3981,12,9081,1527,9741,14736,0,0.24086328,0.010078388,0.253588517,0.135091113,0.000407208,0.308154332,0.051817164,0.330550748,0.500050901
Pacific Islander,Female,2013,23,2619,31452,30585,15,6144,318,8811,4020,0,9720,1554,9777,15714,0.000490437,0.200882786,0.010397254,0.288082393,0.131436979,0,0.317802845,0.05080922,0.319666503,0.513781265
Pacific Islander,Female,2013,24,2334,28008,27273,15,4554,381,9090,3063,0,8886,1281,8904,14319,0.000549995,0.16697833,0.01396986,0.333296667,0.112308877,0,0.325816742,0.04696953,0.326476735,0.52502475
Pacific Islander,Female,2014,15,2994,35940,35220,33936,18,0,0,18,0,1014,237,0,1203,0.963543441,0.000511073,0,0,0.000511073,0,0.02879046,0.006729131,0,0.034156729
Pacific Islander,Female,2014,16,2739,32856,32136,30084,438,0,24,78,0,1167,348,156,2250,0.936146378,0.013629574,0,0.000746826,0.002427185,0,0.036314414,0.010828977,0.004854369,0.070014937
Pacific Islander,Female,2014,17,2571,30876,30159,25611,1896,0,96,312,0,1761,477,1029,4410,0.849199244,0.062866806,0,0.003183129,0.010345171,0,0.05839053,0.015816174,0.034119168,0.146225008
Pacific Islander,Female,2014,18,2610,31308,30390,15897,6777,75,987,1914,12,3138,1587,2553,7782,0.523099704,0.223000987,0.002467917,0.032477789,0.062981244,0.000394867,0.103257651,0.052221125,0.084007897,0.256071076
Pacific Islander,Female,2014,19,2613,31380,30321,1656,13464,99,3381,3879,9,5136,2691,5655,11631,0.054615613,0.444048679,0.003265064,0.111506876,0.127931137,0.000296824,0.169387553,0.088750371,0.186504403,0.383595528
Pacific Islander,Female,2014,20,2565,30780,29874,300,11049,231,5061,4236,9,6786,2202,7440,13416,0.010042177,0.369853384,0.007732476,0.169411528,0.141795541,0.000301265,0.227154047,0.07370958,0.249045993,0.449086162
Pacific Islander,Female,2014,21,2592,31128,30003,138,8784,267,6660,4248,12,7908,1983,8226,14829,0.00459954,0.292770723,0.00889911,0.221977802,0.141585841,0.00039996,0.263573643,0.066093391,0.274172583,0.494250575
Pacific Islander,Female,2014,22,2571,30876,29976,18,7188,345,8382,4071,24,8307,1641,8772,15846,0.00060048,0.239791834,0.011509207,0.279623699,0.135808647,0.000800641,0.277121697,0.054743795,0.292634107,0.528622898
Pacific Islander,Female,2014,23,2502,30012,29208,0,5652,300,9042,3795,6,8808,1602,9252,15717,0,0.193508628,0.010271159,0.30957272,0.129930156,0.000205423,0.301561216,0.054847987,0.316762531,0.538105998
Pacific Islander,Female,2014,24,2583,30984,30156,0,5085,312,10209,3606,12,9444,1488,9108,16191,0,0.16862316,0.0103462,0.338539594,0.119578193,0.000397931,0.313171508,0.049343414,0.302029447,0.536908078
Pacific Islander,Female,2015,15,3105,37248,36459,35385,15,0,0,21,0,804,234,0,1173,0.970542253,0.000411421,0,0,0.00057599,0,0.022052168,0.006418168,0,0.032173126
Pacific Islander,Female,2015,16,3006,36084,35199,32757,471,0,36,126,0,1494,315,306,2769,0.930623029,0.013381062,0,0.001022756,0.003579647,0,0.042444388,0.008949118,0.008693429,0.078667008
Pacific Islander,Female,2015,17,2751,32988,32178,27642,1770,12,192,369,0,1731,456,930,5031,0.859034123,0.055006526,0.000372926,0.00596681,0.011467462,0,0.053794518,0.014171173,0.028901734,0.156349058
Pacific Islander,Female,2015,18,2616,31392,30405,16053,6792,42,1116,1599,0,3435,1368,2391,8211,0.527972373,0.223384312,0.001381352,0.036704489,0.052590035,0,0.11297484,0.0449926,0.078638382,0.270054267
Pacific Islander,Female,2015,19,2643,31704,30636,1479,13554,177,3669,3846,24,5244,2643,5337,11961,0.048276537,0.442420682,0.005777517,0.119761065,0.125538582,0.000783392,0.171171171,0.086271054,0.174206816,0.390423032
Pacific Islander,Female,2015,20,2637,31644,30474,405,11820,228,5448,4092,15,6417,2046,6687,14310,0.013290018,0.387871628,0.007481788,0.17877535,0.134278401,0.000492223,0.210572947,0.067139201,0.219432959,0.469580626
Pacific Islander,Female,2015,21,2562,30756,29727,162,9219,267,6972,4146,9,7188,1767,7245,15012,0.005449591,0.310122111,0.008981734,0.234534262,0.139469169,0.000302755,0.241800384,0.059440912,0.243717832,0.504995459
Pacific Islander,Female,2015,22,2589,31056,29994,0,6855,393,8664,4179,12,8250,1644,8313,16482,0,0.228545709,0.013102621,0.288857772,0.139327866,0.00040008,0.275055011,0.054810962,0.277155431,0.549509902
Pacific Islander,Female,2015,23,2562,30732,29727,9,5667,336,10014,3546,15,8610,1524,8484,16428,0.000302755,0.190634777,0.011302856,0.336865476,0.119285498,0.000504592,0.289635685,0.051266525,0.285397114,0.552628923
Pacific Islander,Female,2015,24,2502,30000,29175,9,4590,288,10821,3495,6,8586,1377,8625,16638,0.000308483,0.157326478,0.009871465,0.370899743,0.119794345,0.000205656,0.294293059,0.047197943,0.29562982,0.570282776
Asian,Female,2013,15,2391,28692,27840,27354,12,0,0,30,0,396,51,0,1161,0.982543103,0.000431035,0,0,0.001077586,0,0.014224138,0.001831897,0,0.041702586
Asian,Female,2013,16,2328,27948,27033,26313,57,0,6,57,0,501,102,102,2655,0.973365886,0.002108534,0,0.000221951,0.002108534,0,0.018532904,0.003773166,0.003773166,0.098213295
Asian,Female,2013,17,2274,27276,26397,24957,510,0,18,108,0,633,168,204,5073,0.945448346,0.019320377,0,0.000681896,0.004091374,0,0.023979998,0.00636436,0.007728151,0.19218093
Asian,Female,2013,18,2283,27372,26352,17136,5862,24,303,1005,0,951,1071,738,7650,0.650273224,0.222449909,0.000910747,0.011498179,0.038137523,0,0.036088342,0.040642077,0.028005465,0.290300546
Asian,Female,2013,19,2310,27732,26421,1869,17049,54,1125,2463,0,1446,2412,1554,10164,0.070739185,0.645282162,0.002043829,0.042579766,0.093221301,0,0.054729193,0.091291019,0.05881685,0.384693993
Asian,Female,2013,20,2289,27480,26166,351,17193,120,2025,2904,0,1662,1911,2142,12726,0.013414355,0.657074066,0.004586104,0.077390507,0.110983719,0,0.063517542,0.073033708,0.081861958,0.48635634
Asian,Female,2013,21,2454,29448,28053,189,16695,111,3681,3069,9,2538,1758,2724,14874,0.006737247,0.595123516,0.003956796,0.131215913,0.109400064,0.000320821,0.090471607,0.062667094,0.097101914,0.530210673
Asian,Female,2013,22,2415,28968,27513,78,12648,183,6900,3318,0,2763,1626,2154,16968,0.002835023,0.459709955,0.006651401,0.250790535,0.120597536,0,0.100425254,0.059099335,0.078290263,0.616726638
Asian,Female,2013,23,2559,30720,29181,57,9426,201,10515,3504,0,3876,1602,2670,19173,0.001953326,0.323018402,0.006888044,0.360337206,0.120078133,0,0.132826154,0.054898736,0.091497893,0.657037113
Asian,Female,2013,24,2610,31320,29577,51,6765,336,12957,3525,0,4533,1410,2076,20565,0.001724313,0.228725023,0.011360179,0.438076884,0.119180444,0,0.15326098,0.047672178,0.070189674,0.695303783
Asian,Female,2014,15,2595,31140,30198,29544,0,0,0,57,0,549,48,0,1596,0.978342937,0,0,0,0.001887542,0,0.018180012,0.001589509,0,0.052851182
Asian,Female,2014,16,2472,29664,28716,28077,60,0,9,75,0,414,81,105,2979,0.977747597,0.002089428,0,0.000313414,0.002611784,0,0.01441705,0.002820727,0.003656498,0.103740075
Asian,Female,2014,17,2400,28776,27801,26358,390,0,69,246,0,540,192,336,5658,0.948095392,0.014028272,0,0.002481925,0.008848603,0,0.019423762,0.006906226,0.012085896,0.203517859
Asian,Female,2014,18,2331,27948,26934,17427,5985,21,390,1083,0,945,1083,531,8397,0.647026064,0.222209846,0.000779684,0.01447984,0.040209401,0,0.035085765,0.040209401,0.019714859,0.311762085
Asian,Female,2014,19,2301,27600,26361,1689,17199,42,1203,2466,0,1368,2394,1410,10269,0.064071924,0.652441106,0.001593263,0.045635598,0.093547286,0,0.051894845,0.090815978,0.053488107,0.389552748
Asian,Female,2014,20,2358,28284,27060,429,17835,90,2151,2781,0,1800,1968,1974,12966,0.015853659,0.659090909,0.003325942,0.079490022,0.102771619,0,0.066518847,0.072727273,0.072949002,0.479157428
Asian,Female,2014,21,2355,28260,26874,174,15915,117,3648,3087,0,2208,1722,2121,14964,0.00647466,0.592208082,0.00435365,0.135744586,0.114869391,0,0.082161197,0.064076803,0.078923867,0.556820719
Asian,Female,2014,22,2565,30804,29301,75,13455,144,7035,3450,15,3279,1854,2706,17562,0.00255964,0.459199345,0.004914508,0.240094195,0.117743422,0.000511928,0.111907443,0.063274291,0.092351797,0.599365209
Asian,Female,2014,23,2568,30804,29214,30,9204,261,11484,3309,0,3465,1461,2016,19953,0.001026905,0.315054426,0.008934073,0.393099199,0.113267611,0,0.118607517,0.050010269,0.06900801,0.682994455
Asian,Female,2014,24,2805,33660,31896,60,6783,246,15153,3492,0,4605,1551,2406,22677,0.001881114,0.212659895,0.007712566,0.475075245,0.109480813,0,0.14437547,0.048626787,0.075432656,0.710966892
Asian,Female,2015,15,2751,33024,31917,31506,0,0,0,0,0,372,33,0,1419,0.98712285,0,0,0,0,0,0.011655231,0.001033932,0,0.044459066
Asian,Female,2015,16,2679,32148,31110,30369,51,0,0,111,0,495,84,69,3483,0.976181292,0.001639344,0,0,0.003567985,0,0.015911283,0.002700096,0.002217936,0.11195757
Asian,Female,2015,17,2565,30780,29751,28248,495,0,60,297,0,501,150,345,6543,0.94948069,0.016638096,0,0.002016739,0.009982858,0,0.01683977,0.005041847,0.011596249,0.219925381
Asian,Female,2015,18,2463,29544,28434,18525,6159,18,426,1188,0,1218,900,714,8787,0.651508757,0.216606879,0.000633045,0.014982064,0.041780966,0,0.042836041,0.031652247,0.025110783,0.309031441
Asian,Female,2015,19,2361,28308,27090,1668,17463,54,1524,2610,0,1782,1983,1023,11382,0.061572536,0.644629014,0.001993356,0.056256921,0.096345515,0,0.065780731,0.073200443,0.037763012,0.420155039
Asian,Female,2015,20,2328,27936,26748,429,17649,81,2166,2724,0,2112,1584,1869,13164,0.016038582,0.659825034,0.003028264,0.080978017,0.10183939,0,0.078959175,0.059219381,0.069874383,0.492148946
Asian,Female,2015,21,2445,29340,27942,183,16719,93,3891,3102,0,2484,1473,1965,15825,0.006549281,0.598346575,0.003328323,0.139252738,0.111015675,0,0.088898433,0.052716341,0.070324243,0.566351729
Asian,Female,2015,22,2430,29160,27753,9,12225,165,7215,3261,0,3375,1500,2091,17367,0.000324289,0.44049292,0.005945303,0.259971895,0.117500811,0,0.121608475,0.054048211,0.075343206,0.625770187
Asian,Female,2015,23,2730,32760,31254,72,9600,186,12198,3393,21,4221,1557,2262,20814,0.002303705,0.307160683,0.005951238,0.390286043,0.108562104,0.000671914,0.135054713,0.049817623,0.072374736,0.665962757
Asian,Female,2015,24,2826,33900,32241,39,6897,222,15693,3144,0,4770,1479,1893,22875,0.00120964,0.213920164,0.006885643,0.486740486,0.097515586,0,0.147948265,0.045873267,0.05871406,0.709500326
Other,Female,2013,15,393,4740,4626,4509,0,0,0,0,0,96,18,0,237,0.974708171,0,0,0,0,0,0.02075227,0.003891051,0,0.051232166
Other,Female,2013,16,351,4236,4134,3942,39,0,0,18,0,102,27,45,519,0.953555878,0.009433962,0,0,0.004354136,0,0.02467344,0.006531205,0.010885341,0.125544267
Other,Female,2013,17,360,4296,4206,3732,210,6,9,57,0,153,36,144,1053,0.887303852,0.049928673,0.001426534,0.0021398,0.013552069,0,0.036376605,0.008559201,0.034236805,0.250356633
Other,Female,2013,18,378,4536,4383,2697,891,0,99,243,0,282,174,303,1626,0.615331964,0.203285421,0,0.022587269,0.055441478,0,0.064339494,0.039698836,0.069130732,0.370978782
Other,Female,2013,19,387,4644,4482,567,2436,15,288,480,0,339,357,507,1992,0.126506024,0.543507363,0.00334672,0.064257028,0.107095047,0,0.075635877,0.079651941,0.113119143,0.444444444
Other,Female,2013,20,405,4860,4677,159,2670,12,417,573,0,504,348,813,2340,0.033996151,0.570878768,0.002565747,0.089159718,0.122514432,0,0.107761386,0.074406671,0.173829378,0.500320718
Other,Female,2013,21,390,4680,4509,135,2406,24,582,465,0,657,237,969,2358,0.02994012,0.533599468,0.005322688,0.129075183,0.103127079,0,0.145708583,0.052561544,0.214903526,0.522954092
Other,Female,2013,22,438,5244,5001,42,2208,36,942,606,0,870,294,1053,2763,0.00839832,0.441511698,0.00719856,0.188362328,0.121175765,0,0.173965207,0.058788242,0.210557888,0.552489502
Other,Female,2013,23,435,5220,4986,60,1548,72,1488,525,0,1044,246,930,2919,0.012033694,0.310469314,0.014440433,0.29843562,0.105294826,0,0.209386282,0.049338147,0.186522262,0.58543923
Other,Female,2013,24,447,5340,5112,27,1428,9,1821,525,0,1047,258,1065,3210,0.00528169,0.279342723,0.001760563,0.356220657,0.102699531,0,0.204812207,0.050469484,0.208333333,0.627934272
Other,Female,2014,15,390,4680,4557,4431,0,0,0,0,0,96,30,0,336,0.97235023,0,0,0,0,0,0.021066491,0.006583279,0,0.073732719
Other,Female,2014,16,402,4824,4707,4488,30,0,0,9,0,141,33,27,597,0.95347355,0.006373486,0,0,0.001912046,0,0.029955386,0.007010835,0.005736138,0.126832377
Other,Female,2014,17,372,4440,4326,3828,153,0,18,63,0,183,81,132,1137,0.884882108,0.035367545,0,0.004160888,0.014563107,0,0.042302358,0.018723995,0.030513176,0.262829404
Other,Female,2014,18,375,4488,4371,2769,807,0,108,294,0,222,168,300,1581,0.63349348,0.184625944,0,0.024708305,0.067261496,0,0.050789293,0.038435141,0.06863418,0.361702128
Other,Female,2014,19,387,4644,4461,540,2364,0,270,549,0,417,312,627,1950,0.121049092,0.529926026,0,0.060524546,0.123066577,0,0.093476799,0.069939476,0.140551446,0.437121722
Other,Female,2014,20,396,4764,4593,120,2685,6,492,552,0,438,300,708,2430,0.026126715,0.584585238,0.001306336,0.10711953,0.120182887,0,0.095362508,0.065316786,0.154147616,0.52906597
Other,Female,2014,21,420,5028,4845,72,2595,21,675,573,0,648,261,888,2748,0.014860681,0.535603715,0.004334365,0.139318885,0.118266254,0,0.13374613,0.053869969,0.183281734,0.567182663
Other,Female,2014,22,399,4776,4614,78,2070,30,822,504,0,861,243,948,2595,0.016905072,0.44863459,0.006501951,0.178153446,0.10923277,0,0.186605982,0.0526658,0.205461639,0.562418726
Other,Female,2014,23,432,5160,4929,36,1431,87,1485,666,0,978,249,1065,3039,0.007303713,0.290322581,0.017650639,0.30127815,0.135118685,0,0.198417529,0.050517346,0.216068168,0.616555082
Other,Female,2014,24,444,5328,5070,36,1320,42,1821,486,0,1173,189,939,3054,0.007100592,0.26035503,0.008284024,0.359171598,0.095857988,0,0.231360947,0.037278107,0.185207101,0.602366864
Other,Female,2015,15,393,4692,4581,4425,0,0,0,9,0,129,15,0,321,0.9659463,0,0,0,0.001964637,0,0.02815979,0.003274394,0,0.070072037
Other,Female,2015,16,396,4752,4644,4530,15,0,0,15,0,69,15,21,639,0.975452196,0.003229974,0,0,0.003229974,0,0.014857881,0.003229974,0.004521964,0.137596899
Other,Female,2015,17,411,4932,4812,4437,114,0,6,81,0,132,48,96,1248,0.922069825,0.023690773,0,0.001246883,0.016832918,0,0.027431421,0.009975062,0.019950125,0.259351621
Other,Female,2015,18,387,4644,4512,2658,1029,0,108,228,0,342,144,303,1605,0.589095745,0.228058511,0,0.02393617,0.050531915,0,0.075797872,0.031914894,0.067154255,0.355718085
Other,Female,2015,19,387,4644,4470,588,2217,39,393,501,0,450,285,618,1968,0.131543624,0.495973154,0.008724832,0.087919463,0.112080537,0,0.100671141,0.063758389,0.138255034,0.440268456
Other,Female,2015,20,381,4584,4431,150,2571,6,420,486,0,543,255,738,2229,0.033852404,0.580230196,0.001354096,0.09478673,0.109681787,0,0.122545701,0.057549086,0.166553825,0.503046716
Other,Female,2015,21,402,4812,4596,60,2658,18,684,474,0,489,213,741,2685,0.01305483,0.578328982,0.003916449,0.148825065,0.103133159,0,0.106396867,0.046344648,0.161227154,0.584203655
Other,Female,2015,22,420,5040,4833,24,2214,39,1053,552,0,735,219,834,2835,0.00496586,0.458100559,0.008069522,0.217877095,0.114214773,0,0.152079454,0.04531347,0.172563625,0.586592179
Other,Female,2015,23,411,4908,4659,36,1584,30,1281,513,0,957,258,972,2778,0.00772698,0.339987122,0.00643915,0.274951706,0.110109466,0,0.205408886,0.05537669,0.208628461,0.596265293
Other,Female,2015,24,438,5256,5037,36,1227,54,1905,633,0,993,189,1029,3312,0.007147111,0.243597379,0.010720667,0.37820131,0.125670042,0,0.197141155,0.037522335,0.204288267,0.657534247
ALL,Male,2013,15,29670,356064,351705,341088,171,0,108,687,0,7893,1755,0,27630,0.969812769,0.000486203,0,0.000307076,0.001953342,0,0.022442104,0.004989977,0,0.078560157
ALL,Male,2013,16,30012,360144,355584,327261,8145,267,1695,2730,93,11847,3552,2247,56424,0.920347935,0.02290598,0.000750877,0.004766806,0.007677511,0.000261542,0.033317022,0.009989201,0.006319182,0.158679806
ALL,Male,2013,17,30399,364800,359826,282315,27105,2544,11592,10605,210,18186,7275,8253,104706,0.784587551,0.075328075,0.007070084,0.032215571,0.029472578,0.000583615,0.050541095,0.020218105,0.022936086,0.290990646
ALL,Male,2013,18,30615,367392,361491,167766,69354,8430,39132,30390,876,29412,16140,21084,162642,0.464094542,0.191855399,0.023320083,0.108251658,0.084068483,0.002423297,0.081363022,0.044648415,0.058325104,0.449919915
ALL,Male,2013,19,30030,360336,353559,16335,127788,14847,76254,51357,1458,40035,25488,42147,201609,0.046201624,0.361433311,0.041992991,0.21567546,0.145257227,0.004123781,0.113234283,0.072089807,0.119207827,0.570227317
ALL,Male,2013,20,30804,369660,362577,3195,125676,20916,100329,48474,2358,40581,21042,45615,232230,0.008811921,0.346618787,0.057687057,0.276710878,0.133692981,0.006503446,0.111923812,0.058034569,0.12580776,0.640498432
ALL,Male,2013,21,30537,366432,358347,2226,109578,23217,117990,43200,2592,40914,18630,47286,242481,0.006211856,0.305787407,0.064789157,0.329261861,0.120553542,0.007233213,0.11417425,0.051988715,0.131955898,0.676665355
ALL,Male,2013,22,30576,366924,358038,327,87837,22833,142884,41475,3291,42105,17280,46335,256485,0.000913311,0.245328708,0.063772561,0.399074959,0.11583966,0.009191762,0.117599249,0.048263034,0.129413638,0.716362509
ALL,Male,2013,23,29553,354624,345645,213,64440,21441,164493,36546,3255,40398,14859,43155,260607,0.000616239,0.186434058,0.062031854,0.475901575,0.105732761,0.009417177,0.116877143,0.042989194,0.124853535,0.753973007
ALL,Male,2013,24,28035,336444,327552,201,47571,19101,174480,30630,3333,39648,12591,39714,252960,0.000613643,0.145231902,0.058314405,0.532678781,0.09351187,0.010175484,0.121043376,0.038439698,0.121244871,0.772274326
ALL,Male,2014,15,29685,356208,351861,341499,198,0,117,675,9,7818,1545,15,28380,0.970550871,0.000562722,0,0.000332518,0.001918371,2.55783E-05,0.022219001,0.004390939,4.26305E-05,0.08065685
ALL,Male,2014,16,29754,357048,352482,325092,7401,234,1908,3144,30,11262,3408,2058,58200,0.922293904,0.020996817,0.000663864,0.005413042,0.008919604,8.51107E-05,0.031950568,0.009668579,0.005838596,0.165114814
ALL,Male,2014,17,29991,359880,354945,280713,26355,2334,11298,10092,288,16518,7347,8535,107016,0.790863373,0.07425094,0.006575667,0.031830284,0.028432574,0.000811393,0.046536787,0.020698982,0.024045979,0.301500232
ALL,Male,2014,18,30354,364260,358659,167136,69000,8430,40350,29112,828,27132,16674,20682,162729,0.466002526,0.192383294,0.02350422,0.112502405,0.081169021,0.0023086,0.075648457,0.046489841,0.057664801,0.453715089
ALL,Male,2014,19,30417,365004,358332,12267,132192,16476,82239,49875,1587,37917,25776,39615,208272,0.034233616,0.36890928,0.045979706,0.22950504,0.139186564,0.004428854,0.105815278,0.071933291,0.1105539,0.581226349
ALL,Male,2014,20,30027,360336,353778,3159,122079,20268,102123,45858,1623,37896,20775,41958,228783,0.008929329,0.345072334,0.057290165,0.288664078,0.129623662,0.004587623,0.107118023,0.058723267,0.1185998,0.646685209
ALL,Male,2014,21,30648,367764,359985,1746,109626,23844,122529,42609,2622,38541,18468,43458,248412,0.004850202,0.304529355,0.066236093,0.340372516,0.118363265,0.007283637,0.107062794,0.051302138,0.120721697,0.690062086
ALL,Male,2014,22,30255,363072,354675,246,85524,23535,145482,39798,2658,40545,16890,44130,257820,0.000693593,0.241133432,0.066356524,0.410183971,0.11220977,0.007494185,0.114315923,0.047621062,0.124423768,0.72691901
ALL,Male,2014,23,30291,363492,354561,177,63576,21801,173700,36378,3156,40710,15063,42165,270564,0.000499209,0.179309061,0.061487304,0.489901597,0.102600117,0.008901148,0.114818043,0.042483522,0.118921709,0.763095772
ALL,Male,2014,24,29334,352008,343116,111,47475,20184,190074,31440,3198,38046,12585,38496,271659,0.000323506,0.138364285,0.058825587,0.553964257,0.091630819,0.009320463,0.110883783,0.036678558,0.112195293,0.791740986
ALL,Male,2015,15,30192,362328,357786,347484,204,0,90,789,12,7770,1437,21,28977,0.971206252,0.000570173,0,0.000251547,0.002205229,3.35396E-05,0.021716892,0.004016367,5.86943E-05,0.080989754
