eth,x_gender_desc,year,age,count,denom,denom_adj,pp_sch,pp_ter,pp_sempIT,pp_semp,pp_lemp,pp_cust,pp_lt6_neet,pp_st6_neet,pp1_ben,pp1_ws_empl,pp2_sch,pp2_ter,pp2_sempIT,pp2_semp,pp2_lemp,pp2_cust,pp2_lt6_neet,pp2_st6_neet,pp3_ben,pp3_ws_empl
Pacific Islander,All,2015,19,5238,62844,61017,2913,23058,486,11631,8394,189,9312,5034,8682,28347,0.047740794,0.377894685,0.007964993,0.190619008,0.137568219,0.003097497,0.152613206,0.082501598,0.142288215,0.464575446
Pacific Islander,All,2015,20,5241,62868,60822,600,19929,702,16260,8580,369,10311,4062,10134,33480,0.009864852,0.327661044,0.011541876,0.267337477,0.141067377,0.006066884,0.169527474,0.066785045,0.166617342,0.550458716
Pacific Islander,All,2015,21,5076,60924,59100,321,15027,780,19656,8148,207,11568,3399,10869,34875,0.005431472,0.254263959,0.01319797,0.332588832,0.13786802,0.003502538,0.195736041,0.05751269,0.183908629,0.590101523
Pacific Islander,All,2015,22,5094,61104,59337,12,11499,1098,23037,8091,321,12153,3129,11586,37854,0.000202235,0.193791395,0.018504474,0.388240053,0.136356742,0.005409778,0.204813186,0.052732696,0.195257596,0.63794934
Pacific Islander,All,2015,23,5118,61392,59727,36,9276,1131,26280,7287,420,12336,2952,11646,39222,0.000602742,0.155306645,0.01893616,0.440002009,0.122005123,0.007031996,0.206539756,0.049424883,0.194987192,0.65668793
Pacific Islander,All,2015,24,4923,59064,57600,9,7602,999,27147,6465,291,12534,2550,11937,38367,0.00015625,0.131979167,0.01734375,0.471302083,0.112239583,0.005052083,0.217604167,0.044270833,0.207239583,0.66609375
Asian,All,2013,15,4986,59844,58077,56817,12,0,0,63,0,1062,126,0,2487,0.978304664,0.000206622,0,0,0.001084767,0,0.018286068,0.002169534,0,0.04282246
Asian,All,2013,16,4863,58368,56625,55026,117,0,33,138,0,1122,186,240,5004,0.971761589,0.002066225,0,0.000582781,0.002437086,0,0.01981457,0.003284768,0.004238411,0.088370861
Asian,All,2013,17,4791,57492,55707,52215,1185,45,135,264,0,1461,399,636,9825,0.93731488,0.021272012,0.000807798,0.002423394,0.004739081,0,0.026226507,0.007162475,0.011416878,0.176369218
Asian,All,2013,18,4818,57816,55803,36327,12021,51,933,2112,0,1971,2382,1350,15138,0.650986506,0.215418526,0.000913929,0.016719531,0.037847428,0,0.035320682,0.042685877,0.024192248,0.271275738
Asian,All,2013,19,4689,56268,53904,3708,33342,255,3159,5136,48,3054,5202,2922,20385,0.068788958,0.618544078,0.004730632,0.058604185,0.095280499,0.000890472,0.056656278,0.096504898,0.05420748,0.378172306
Asian,All,2013,20,4734,56820,54369,753,34110,414,5238,5769,36,3717,4332,4209,25410,0.013849804,0.627379573,0.007614633,0.096341665,0.10610826,0.000662142,0.068366165,0.079677758,0.077415439,0.467361916
Asian,All,2013,21,4884,58632,55962,411,32199,597,8331,5973,42,4617,3789,4914,29232,0.007344269,0.575372574,0.010667953,0.148868875,0.10673314,0.000750509,0.082502412,0.067706658,0.087809585,0.522354455
Asian,All,2013,22,4896,58752,56049,126,25374,633,14445,6777,51,5121,3528,4332,33987,0.002248033,0.452711021,0.011293689,0.257720923,0.120912059,0.000909918,0.091366483,0.062944923,0.077289515,0.606380132
Asian,All,2013,23,5157,61884,58914,108,18717,960,22521,6687,57,6681,3186,4656,39501,0.001833181,0.317700377,0.016294938,0.38226907,0.11350443,0.000967512,0.113402587,0.054078827,0.079030451,0.670485793
Asian,All,2013,24,5208,62496,59175,78,13104,1077,28122,6429,39,7476,2853,3864,42300,0.001318124,0.221444867,0.018200253,0.475234474,0.108643853,0.000659062,0.126337136,0.048212928,0.065297845,0.714828897
Asian,All,2014,15,5235,62808,60945,59547,0,0,6,69,0,1242,81,0,2973,0.977061285,0,0,9.84494E-05,0.001132168,0,0.02037903,0.001329067,0,0.048781688
Asian,All,2014,16,5160,61896,59955,58197,186,0,42,168,0,1146,216,264,5919,0.970678009,0.003102327,0,0.000700525,0.002802102,0,0.019114336,0.003602702,0.004403302,0.098724043
Asian,All,2014,17,5013,60132,58203,54810,1071,15,195,504,18,1191,396,744,10788,0.941704036,0.018401113,0.000257719,0.003350343,0.008659347,0.000309262,0.020462863,0.006803773,0.012782846,0.185351271
Asian,All,2014,18,4896,58740,56742,36534,12384,156,1074,2037,9,2109,2442,1329,16353,0.64386169,0.218251031,0.002749286,0.018927778,0.035899334,0.000158613,0.037168235,0.043036904,0.023421804,0.288199218
Asian,All,2014,19,4845,58128,55719,3603,34893,264,3348,5076,18,3096,5418,2865,20850,0.064663759,0.626231627,0.004738061,0.060087223,0.091099984,0.00032305,0.055564529,0.097237926,0.051418726,0.374199106
Asian,All,2014,20,4767,57204,54948,870,34602,366,5451,5619,24,3606,4398,3648,25809,0.015833151,0.629722647,0.006660843,0.099202883,0.102260319,0.000436777,0.065625682,0.08003931,0.066390041,0.469698624
Asian,All,2014,21,4857,58260,55581,303,31536,585,9039,6114,66,4167,3765,4041,30180,0.005451503,0.567388136,0.010525179,0.162627517,0.110001619,0.001187456,0.074971663,0.067738976,0.072704701,0.54299131
Asian,All,2014,22,5079,60984,58206,120,25752,681,15396,6600,69,5868,3729,4956,35097,0.002061643,0.442428616,0.011699825,0.264508814,0.113390372,0.001185445,0.100814349,0.06406556,0.085145861,0.602979074
Asian,All,2014,23,5175,62100,59232,36,18177,858,23982,6774,51,6147,3207,3906,40887,0.00060778,0.306878039,0.014485413,0.404882496,0.114363857,0.000861021,0.103778363,0.054143031,0.065944084,0.690285656
Asian,All,2014,24,5640,67680,64296,75,13281,882,32799,6663,42,7524,3024,4146,47508,0.00116648,0.206560284,0.013717805,0.510125047,0.103630086,0.000653229,0.117021277,0.047032475,0.064483016,0.73889511
Asian,All,2015,15,5580,66984,64881,63744,0,0,0,66,0,981,78,0,2988,0.982475609,0,0,0,0.001017247,0,0.015119989,0.001202201,0,0.046053544
Asian,All,2015,16,5412,64944,62913,61221,156,0,18,195,0,1161,165,219,6087,0.973105717,0.002479615,0,0.000286109,0.003099518,0,0.018454056,0.002622669,0.003480998,0.096752658
Asian,All,2015,17,5340,64068,62034,58203,1197,27,183,648,0,1434,342,756,12570,0.938243544,0.01929587,0.000435245,0.002949995,0.010445885,0,0.023116356,0.005513106,0.012186865,0.202630815
Asian,All,2015,18,5151,61812,59667,38670,12564,111,1173,2388,9,2721,2037,1392,17775,0.648096938,0.210568656,0.001860325,0.019659108,0.040022123,0.000150837,0.045603097,0.034139474,0.023329479,0.297903364
Asian,All,2015,19,5004,60024,57642,3495,35748,231,3924,5445,24,4290,4476,2463,23292,0.060632872,0.620172791,0.004007495,0.068075362,0.094462371,0.000416363,0.074424899,0.077651712,0.04272926,0.404080358
Asian,All,2015,20,4956,59496,57192,858,35802,207,6120,5589,42,4893,3675,3801,26832,0.015002098,0.625996643,0.003619387,0.107007973,0.097723458,0.000734368,0.085553924,0.064257239,0.066460344,0.469156525
Asian,All,2015,21,4983,59784,57315,435,32235,342,9594,6219,51,5133,3309,3546,31551,0.007589636,0.562418215,0.005967024,0.167390735,0.108505627,0.000889819,0.089557707,0.057733578,0.061868621,0.550484166
Asian,All,2015,22,5076,60924,58236,54,25293,588,16224,6318,48,6300,3414,3945,35694,0.000927261,0.434318978,0.010096847,0.278590563,0.108489594,0.000824232,0.108180507,0.058623532,0.067741603,0.612919843
Asian,All,2015,23,5493,65892,63069,87,18402,615,26493,6594,81,7623,3168,4224,43098,0.001379442,0.291775674,0.009751225,0.42006374,0.104552157,0.001284308,0.120867621,0.0502307,0.066974266,0.683346811
Asian,All,2015,24,5706,68436,65319,39,13551,723,33486,6417,42,8238,2826,3408,47952,0.00059707,0.207458779,0.011068755,0.512653286,0.098240941,0.000642998,0.126119506,0.043264594,0.052174712,0.734120241
Other,All,2013,15,798,9600,9375,9108,6,0,0,6,0,216,33,0,468,0.97152,0.00064,0,0,0.00064,0,0.02304,0.00352,0,0.04992
Other,All,2013,16,735,8832,8625,8151,99,0,9,69,0,231,60,69,924,0.945043478,0.011478261,0,0.001043478,0.008,0,0.026782609,0.006956522,0.008,0.107130435
Other,All,2013,17,762,9120,8913,7962,399,6,48,117,0,279,96,240,2013,0.893301919,0.044766072,0.000673174,0.005385392,0.013126893,0,0.031302592,0.010770784,0.026926961,0.225849882
Other,All,2013,18,750,9000,8727,5265,1776,21,288,480,0,531,372,549,3120,0.603300103,0.20350636,0.002406325,0.033001031,0.055001719,0,0.060845651,0.042626332,0.062908216,0.357511172
Other,All,2013,19,819,9816,9492,1149,4731,69,828,1098,9,777,834,1197,4227,0.121049305,0.498419722,0.007269279,0.087231353,0.115676359,0.000948167,0.081858407,0.087863464,0.126106195,0.445322377
Other,All,2013,20,786,9420,9105,201,4923,120,1002,1233,6,939,684,1401,4698,0.022075783,0.540691928,0.013179572,0.110049423,0.135420099,0.000658979,0.103130148,0.075123558,0.153871499,0.515980231
Other,All,2013,21,771,9228,8907,213,4548,132,1371,975,6,1125,531,1662,4731,0.023913776,0.510609633,0.014819805,0.15392388,0.109464466,0.000673627,0.126305153,0.059616032,0.186594813,0.531155271
Other,All,2013,22,849,10176,9780,84,4083,87,2166,1263,12,1473,609,1968,5661,0.008588957,0.417484663,0.008895706,0.221472393,0.129141104,0.001226994,0.150613497,0.062269939,0.201226994,0.578834356
Other,All,2013,23,879,10524,10107,87,3204,198,3276,1098,9,1725,504,1755,6297,0.008607896,0.317008014,0.019590383,0.32413179,0.108637578,0.000890472,0.17067379,0.049866429,0.17364203,0.623033541
Other,All,2013,24,891,10668,10230,48,2724,150,3930,1140,0,1728,507,1941,6750,0.004692082,0.26627566,0.014662757,0.384164223,0.11143695,0,0.168914956,0.049560117,0.18973607,0.659824047
Other,All,2014,15,792,9504,9246,8943,0,0,0,0,0,240,57,0,549,0.967229072,0,0,0,0,0,0.025957171,0.006164828,0,0.059377028
Other,All,2014,16,822,9852,9606,9078,87,0,0,24,0,330,78,39,1104,0.945034354,0.009056839,0,0,0.002498438,0,0.034353529,0.008119925,0.004059963,0.11492817
Other,All,2014,17,777,9300,9054,7950,336,0,57,174,0,390,150,195,2016,0.878064944,0.037110669,0,0.00629556,0.019218025,0,0.043074884,0.016567263,0.021537442,0.222664016
Other,All,2014,18,777,9312,9045,5439,1824,27,342,579,0,414,417,510,3216,0.6013267,0.201658375,0.002985075,0.037810945,0.064013267,0,0.045771144,0.046102819,0.056384743,0.355555556
Other,All,2014,19,762,9144,8799,981,4485,75,783,1041,15,738,675,1089,3933,0.111489942,0.509717013,0.008523696,0.088987385,0.118308899,0.001704739,0.083873167,0.076713263,0.123764064,0.446982612
Other,All,2014,20,834,10032,9729,240,5100,90,1386,1227,0,975,714,1521,5133,0.024668517,0.524205982,0.009250694,0.142460685,0.126117792,0,0.10021585,0.073388837,0.156336725,0.527597903
Other,All,2014,21,816,9804,9408,72,4494,156,1749,1260,21,1101,552,1569,5511,0.007653061,0.477678571,0.016581633,0.185905612,0.133928571,0.002232143,0.117028061,0.058673469,0.166772959,0.585778061
Other,All,2014,22,792,9492,9153,90,3813,159,2013,1071,9,1506,492,1695,5319,0.009832842,0.416584726,0.017371354,0.219927892,0.117010816,0.000983284,0.164536218,0.053752868,0.185185185,0.581120944
Other,All,2014,23,843,10092,9672,81,2718,195,3321,1215,15,1611,522,1959,6171,0.00837469,0.28101737,0.02016129,0.343362283,0.125620347,0.001550868,0.166563275,0.053970223,0.202543424,0.638027295
Other,All,2014,24,894,10752,10284,36,2589,219,4041,1086,15,1833,459,1728,6801,0.003500583,0.251750292,0.021295216,0.39294049,0.105600933,0.001458576,0.17823804,0.044632439,0.168028005,0.661318553
Other,All,2015,15,792,9504,9285,9018,0,0,0,15,0,201,48,12,591,0.971243942,0,0,0,0.001615509,0,0.021647819,0.005169628,0.001292407,0.06365105
Other,All,2015,16,801,9636,9420,9096,45,0,0,45,0,189,45,21,1266,0.965605096,0.00477707,0,0,0.00477707,0,0.020063694,0.00477707,0.002229299,0.134394904
Other,All,2015,17,846,10140,9894,8958,270,9,45,144,0,372,102,162,2502,0.90539721,0.027289266,0.000909642,0.004548211,0.014554275,0,0.037598545,0.010309278,0.01637356,0.252880534
Other,All,2015,18,783,9384,9126,5406,1920,27,357,495,0,639,279,501,3252,0.592373439,0.210387903,0.00295858,0.039119001,0.054240631,0,0.070019724,0.030571992,0.054898093,0.35634451
Other,All,2015,19,801,9624,9309,1194,4425,78,993,1161,0,840,621,1143,4284,0.128262971,0.475346439,0.008378988,0.106670964,0.124718015,0,0.090235256,0.066709636,0.122784402,0.460199807
Other,All,2015,20,759,9132,8817,273,4815,87,1122,960,30,972,558,1323,4449,0.030962913,0.546104117,0.009867302,0.127254168,0.108880572,0.003402518,0.110241579,0.063286832,0.150051038,0.504593399
Other,All,2015,21,849,10188,9813,117,4977,69,1869,1179,12,1077,513,1518,5793,0.011922959,0.507184347,0.007031489,0.190461633,0.120146744,0.001222868,0.109752369,0.052277591,0.154692755,0.590339346
Other,All,2015,22,813,9768,9402,24,4032,141,2241,1107,21,1380,456,1530,5559,0.002552648,0.428844927,0.014996809,0.238353542,0.117740906,0.002233567,0.146777281,0.048500319,0.162731334,0.591257179
Other,All,2015,23,801,9600,9156,36,2868,123,2958,1047,24,1617,477,1626,5670,0.003931848,0.313237221,0.013433814,0.323066841,0.114351245,0.002621232,0.176605505,0.052096986,0.177588467,0.619266055
Other,All,2015,24,849,10200,9819,72,2217,138,4209,1080,33,1668,399,1743,6681,0.007332722,0.22578674,0.014054384,0.428658723,0.109990834,0.003360831,0.169874733,0.040635503,0.177512985,0.680415521
ALL,Female,2013,15,28071,336840,332409,323658,147,0,39,678,0,6294,1593,0,27594,0.973673998,0.000442226,0,0.000117325,0.002039656,0,0.018934505,0.004792289,0,0.083012193
ALL,Female,2013,16,28605,343272,338400,317697,5682,39,294,1902,0,9735,3048,2721,61176,0.938820922,0.01679078,0.000115248,0.000868794,0.005620567,0,0.028767731,0.009007092,0.00804078,0.180780142
ALL,Female,2013,17,28635,343608,338283,281949,22080,279,2793,8223,9,17742,5211,10713,110346,0.833470792,0.065270794,0.000824753,0.008256401,0.02430805,2.66049E-05,0.052447211,0.015404262,0.031668751,0.32619434
ALL,Female,2013,18,28875,346500,340071,174603,75159,1473,17772,30648,9,27492,12912,27942,156630,0.513431019,0.22100973,0.004331448,0.052259675,0.090122357,2.64651E-05,0.080841942,0.037968542,0.082165195,0.460580291
ALL,Female,2013,19,28734,344820,337023,20106,151077,3321,43350,54846,102,43191,21033,56037,179901,0.05965765,0.448269109,0.009853927,0.128626236,0.162736668,0.00030265,0.128154458,0.062408204,0.166270551,0.53379443
ALL,Female,2013,20,29268,351192,342768,3624,148455,4929,61770,52242,117,54165,17463,67731,201804,0.010572749,0.433106358,0.014379989,0.180209354,0.152412127,0.000341339,0.158022336,0.050946996,0.197600126,0.588748075
ALL,Female,2013,21,28863,346368,337194,1848,131112,5190,77556,46821,201,59736,14727,71430,206943,0.005480525,0.388832542,0.015391733,0.230004093,0.138854784,0.000596096,0.177156177,0.043675154,0.21183651,0.613720885
ALL,Female,2013,22,29130,349560,340185,444,106413,5259,102135,44961,129,66573,14268,76611,216747,0.001305172,0.312809207,0.015459235,0.300233696,0.132166321,0.000379205,0.195696459,0.041941885,0.225203933,0.637144495
ALL,Female,2013,23,28605,343260,333789,279,77586,5337,123876,41811,150,72006,12741,76926,217380,0.000835857,0.232440254,0.015989143,0.371120678,0.125261767,0.000449386,0.215723107,0.038170821,0.230462957,0.651249742
ALL,Female,2013,24,27336,328020,318633,294,57948,4743,134571,37053,204,72138,11682,74016,210420,0.000922692,0.181864402,0.014885464,0.422338553,0.11628739,0.000640235,0.226398396,0.036662869,0.232292324,0.660383576
ALL,Female,2014,15,28476,341724,336837,327984,171,0,33,567,0,6636,1449,15,29277,0.973717258,0.000507664,0,9.79702E-05,0.001683307,0,0.019700924,0.004301784,4.45319E-05,0.086917411
ALL,Female,2014,16,28206,338484,333435,312816,5364,42,351,2178,9,9810,2865,2685,63414,0.938161861,0.016087093,0.000125962,0.001052679,0.006532008,2.69918E-05,0.029421027,0.008592379,0.008052544,0.190183994
ALL,Female,2014,17,28668,344016,338463,285498,20913,255,3144,8034,18,15216,5388,11790,113928,0.843513176,0.061788142,0.000753406,0.009289051,0.023736716,5.31816E-05,0.04495617,0.015919022,0.034833941,0.336604001
ALL,Female,2014,18,28623,343464,336882,171753,74613,1341,18438,29943,72,27492,13227,27609,155316,0.509831336,0.221481112,0.003980622,0.05473133,0.088882754,0.000213725,0.08160721,0.039263006,0.081954512,0.461039771
ALL,Female,2014,19,28704,344460,336522,13947,154512,2946,48474,54468,69,40635,21465,51339,181482,0.041444542,0.45914383,0.008754257,0.144044074,0.161855689,0.000205039,0.120749906,0.063784834,0.152557634,0.539287179
ALL,Female,2014,20,28830,345960,337926,3168,148242,4503,64782,49146,129,50838,17112,61662,200352,0.009374834,0.438681842,0.013325403,0.191704693,0.145434208,0.00038174,0.150441221,0.050638305,0.182471902,0.5928872
ALL,Female,2014,21,29037,348432,338997,1626,131901,4989,81672,46386,126,56907,15393,67674,211848,0.004796503,0.389091939,0.014716944,0.240922486,0.136833069,0.000371685,0.167868742,0.045407482,0.199630085,0.624925884
ALL,Female,2014,22,28581,342972,333285,399,101667,5319,105312,43089,201,62970,14322,70110,215178,0.001197174,0.305045232,0.015959314,0.315981817,0.129285746,0.000603087,0.188937396,0.042972231,0.210360502,0.645627616
ALL,Female,2014,23,28719,344640,335202,264,76041,5613,131457,41202,159,67269,13200,71991,224646,0.000787585,0.226851272,0.016745127,0.392172481,0.122916928,0.000474341,0.200681977,0.03937924,0.214769005,0.670180966
ALL,Female,2014,24,28458,341508,332094,255,58752,4851,145599,38127,207,72288,12015,72387,223383,0.000767855,0.176913765,0.01460731,0.438427072,0.114807856,0.000623318,0.217673309,0.036179515,0.217971418,0.672649912
ALL,Female,2015,15,28452,341400,336426,328245,111,0,24,465,0,6174,1404,0,28635,0.975682617,0.000329939,0,7.13381E-05,0.001382176,0,0.018351733,0.00417328,0,0.0851153
ALL,Female,2015,16,28611,343320,337929,317877,5136,15,366,2061,0,10194,2277,2718,64725,0.940662092,0.015198459,0.000044388,0.001083068,0.006098914,0,0.0301661,0.006738102,0.00804311,0.191534316
ALL,Female,2015,17,28257,339096,333402,283062,19071,216,3483,8055,21,14904,4587,11670,115284,0.849011104,0.057201217,0.000647867,0.010446848,0.024160023,0.000062987,0.044702791,0.013758166,0.035002789,0.345780769
ALL,Female,2015,18,28677,344100,337221,175950,70605,1155,20400,29433,48,27537,12102,26469,157986,0.521764659,0.209373082,0.003425054,0.060494453,0.087281041,0.00014234,0.081658616,0.035887445,0.078491553,0.468493955
ALL,Female,2015,19,28461,341520,333480,14535,150216,2787,51027,52767,102,42552,19497,49326,181167,0.043585822,0.450449802,0.008357323,0.153013674,0.158231378,0.000305865,0.127599856,0.058465275,0.147912918,0.543261965
ALL,Female,2015,20,28686,344244,335835,3060,147120,3249,68703,48246,96,49935,15426,57624,202374,0.009111617,0.438072268,0.009674394,0.204573675,0.143659833,0.000285855,0.148689088,0.045933271,0.17158426,0.602599491
ALL,Female,2015,21,28668,344016,334815,1794,130806,3888,83865,44727,144,55773,13818,62061,211032,0.005358183,0.390681421,0.011612383,0.250481609,0.133587205,0.000430088,0.166578558,0.041270552,0.185359079,0.630294342
ALL,Female,2015,22,28773,345276,335271,360,100590,4317,111930,42603,171,61623,13674,66342,219804,0.001073758,0.300025949,0.012876151,0.333849334,0.12707034,0.000510035,0.183800567,0.040784917,0.197875748,0.655600991
ALL,Female,2015,23,28410,340944,330873,285,73353,4455,134844,38505,198,66516,12720,67293,222048,0.000861358,0.221695333,0.013464381,0.407540053,0.116373956,0.000598417,0.201031816,0.038443753,0.203380149,0.67109737
ALL,Female,2015,24,28704,344460,334554,225,59187,4281,151611,37269,210,70134,11640,67623,228576,0.000672537,0.176913144,0.012796141,0.453173479,0.111399057,0.000627701,0.209634319,0.03479259,0.202128804,0.683226026
European,Female,2013,15,17646,211776,209556,205950,48,0,24,360,0,2580,594,0,21732,0.982792189,0.000229056,0,0.000114528,0.001717918,0,0.012311745,0.002834565,0,0.103704976
European,Female,2013,16,16620,199440,197187,188766,2610,33,138,1083,0,3366,1197,1263,44829,0.957294345,0.013236167,0.000167354,0.000699843,0.005492249,0,0.017070091,0.00607038,0.006405088,0.227342573
European,Female,2013,17,16131,193572,191109,164250,10386,207,1872,5205,0,6804,2385,5187,77424,0.859457168,0.054345949,0.001083152,0.009795457,0.027235766,0,0.035602719,0.012479789,0.027141579,0.405130057
European,Female,2013,18,16620,199464,196371,102798,42936,1083,12432,19863,0,10860,6399,12501,108135,0.523488703,0.218647356,0.005515071,0.063308737,0.101150374,0,0.055303482,0.032586278,0.063660113,0.55066685
European,Female,2013,19,16446,197340,193584,10668,88299,2367,29619,34884,18,17586,10146,25371,119241,0.05510786,0.456127573,0.01222725,0.153003347,0.180200843,9.29829E-05,0.090844285,0.052411356,0.131059385,0.615965162
European,Female,2013,20,17013,204180,199974,1983,88758,3585,42195,31944,30,23118,8358,30696,133467,0.009916289,0.4438477,0.017927331,0.21100243,0.159740766,0.00015002,0.115605029,0.041795433,0.153499955,0.667421765
European,Female,2013,21,16785,201408,196728,1083,78921,3705,51558,27690,99,26418,7260,32706,134751,0.005505063,0.40116811,0.01883311,0.262077589,0.140752714,0.000503233,0.134286934,0.036903745,0.166249848,0.684960961
European,Female,2013,22,17550,210612,205509,252,65898,3690,69774,27600,48,30738,7512,36402,145242,0.001226224,0.32065749,0.017955418,0.339517977,0.134300688,0.000233566,0.149570092,0.036553144,0.177130929,0.70674277
European,Female,2013,23,17061,204756,199551,141,46122,3822,83445,25176,30,34368,6450,36792,143172,0.000706586,0.231128884,0.019152999,0.418163778,0.126163237,0.000150338,0.172226649,0.032322564,0.184373919,0.717470722
European,Female,2013,24,16068,192816,187587,162,33195,3036,88962,21738,84,34221,6186,34515,135327,0.000863599,0.176957892,0.01618449,0.474243951,0.115882231,0.000447792,0.182427354,0.032976699,0.183994627,0.721409266
European,Female,2014,15,17853,214236,211755,208407,78,0,9,297,0,2466,495,0,22896,0.984189275,0.00036835,0,4.25019E-05,0.001402564,0,0.011645534,0.002337607,0,0.108124956
European,Female,2014,16,17679,212148,209598,200295,2628,33,213,1296,0,3936,1203,1545,49494,0.955615035,0.012538288,0.000157444,0.001016231,0.006183265,0,0.018778805,0.005739559,0.007371254,0.236137749
European,Female,2014,17,16599,199176,196467,170973,10299,159,2052,4857,0,5733,2391,5358,80949,0.87023775,0.052421017,0.000809296,0.010444502,0.024721709,0,0.029180473,0.012169983,0.027271756,0.412023393
European,Female,2014,18,16014,192168,189042,98733,41172,918,12369,18612,21,11094,6120,12516,104181,0.522280763,0.217792871,0.004856064,0.065429905,0.098454312,0.000111086,0.058685372,0.032373758,0.066207509,0.551099756
European,Female,2014,19,16449,197376,193476,6852,90066,2139,32817,34536,21,16677,10368,22641,119811,0.035415245,0.465515103,0.011055635,0.169617937,0.17850276,0.000108541,0.086196738,0.053588042,0.117022266,0.619255101
European,Female,2014,20,16452,197448,193563,1623,86445,3126,42843,29790,18,21486,8229,27414,129435,0.008384867,0.446598782,0.016149781,0.221338789,0.15390338,0.000092993,0.111002619,0.04251329,0.141628307,0.668697013
European,Female,2014,21,16800,201588,196626,873,78873,3564,54228,27090,21,24471,7506,30474,136716,0.004439901,0.401132099,0.018125782,0.275792622,0.137774252,0.000106802,0.124454548,0.038173995,0.15498459,0.695309878
European,Female,2014,22,16476,197712,192471,144,59904,3477,68895,24735,87,27942,7287,31467,137088,0.000748165,0.311236498,0.018065059,0.357950029,0.128512867,0.000452016,0.145175117,0.037860249,0.163489565,0.712252755
European,Female,2014,23,17106,205260,200094,174,45321,3807,88356,24012,39,31590,6798,33414,146817,0.000869591,0.226498546,0.019026058,0.441572461,0.120003598,0.000194908,0.157875798,0.033974032,0.166991514,0.733740142
European,Female,2014,24,16770,201240,196146,141,33558,3426,95313,22638,60,34776,6234,34341,143523,0.000718852,0.171086844,0.017466581,0.485928849,0.115414028,0.000305895,0.177296504,0.031782448,0.175078768,0.731715151
European,Female,2015,15,17952,215400,212949,209640,75,0,9,255,0,2421,546,0,22803,0.984461068,0.000352197,0,4.22636E-05,0.00119747,0,0.011368919,0.002563994,0,0.107081977
European,Female,2015,16,17877,214512,211827,203211,2547,9,219,1143,0,3765,930,1497,50553,0.959325299,0.012023963,4.24875E-05,0.001033863,0.005395913,0,0.017773938,0.004390375,0.007067088,0.238652296
European,Female,2015,17,17628,211524,208506,181899,10320,165,2361,5013,0,6363,2382,6222,87156,0.872392161,0.049494979,0.000791344,0.011323415,0.024042474,0,0.030517107,0.011424132,0.029840868,0.41800236
European,Female,2015,18,16485,197832,194508,105336,39525,780,13674,18516,9,10878,5787,12075,108153,0.54155099,0.20320501,0.004010118,0.07030045,0.095194028,4.62706E-05,0.05592572,0.02975199,0.062079709,0.556033685
European,Female,2015,19,15816,189804,185946,7152,84918,1761,33057,32196,33,17748,9087,21774,115008,0.03846278,0.456680972,0.009470491,0.177777419,0.173147043,0.000177471,0.095447065,0.048869027,0.117098513,0.618502146
European,Female,2015,20,16389,196668,192480,1443,86892,2169,45081,28773,30,20799,7296,24939,129798,0.007496883,0.451433915,0.011268703,0.234211347,0.149485661,0.00015586,0.10805798,0.037905237,0.129566708,0.674345387
European,Female,2015,21,16269,195216,190536,954,76593,2622,53850,25716,30,24039,6726,27285,132666,0.005006928,0.401987026,0.013761179,0.282623756,0.134966621,0.000157451,0.126165134,0.035300416,0.143201285,0.696277869
European,Female,2015,22,16470,197664,192201,255,58302,2904,72858,24069,48,27012,6747,29277,138483,0.001326736,0.303338692,0.015109183,0.379071909,0.125228277,0.000249739,0.140540372,0.035103876,0.15232491,0.72051134
European,Female,2015,23,16137,193620,188130,87,41451,2736,85860,21357,54,30417,6168,29913,137601,0.000462446,0.220331686,0.014543135,0.456386541,0.113522564,0.000287036,0.161680753,0.03278584,0.159001754,0.731414448
European,Female,2015,24,16815,201780,196176,108,34395,2787,98154,21528,69,33288,5847,30843,145341,0.000550526,0.175327257,0.014206631,0.500336433,0.109738194,0.000351725,0.169684365,0.029804869,0.157221067,0.740870443
Maori,Female,2013,15,5109,61308,60732,57264,78,0,15,180,0,2403,795,0,3051,0.942896661,0.001284331,0,0.000246987,0.002963841,0,0.039567279,0.013090298,0,0.050237107
Maori,Female,2013,16,4542,54504,53931,46086,2115,0,96,498,0,3897,1233,912,6177,0.854536352,0.039216777,0,0.001780052,0.009234021,0,0.072258998,0.022862547,0.016910497,0.11453524
Maori,Female,2013,17,4281,51372,50799,33045,7104,51,504,1719,9,6711,1656,4014,10947,0.650504931,0.139845273,0.001003957,0.009921455,0.033839249,0.000177169,0.1321089,0.032599067,0.079017304,0.215496368
Maori,Female,2013,18,4344,52152,51384,18906,11736,216,2610,5199,9,10092,2616,10011,17229,0.367935544,0.228397945,0.004203643,0.050794022,0.101179355,0.000175152,0.19640355,0.050910789,0.194827184,0.335298926
Maori,Female,2013,19,4104,49248,48498,3630,13119,441,5535,7851,72,14529,3330,18399,19038,0.074848447,0.270506,0.009093159,0.114128418,0.161882964,0.001484597,0.299579364,0.068662625,0.379376469,0.39255227
Maori,Female,2013,20,4284,51432,50664,654,12597,663,7305,8073,84,18339,2946,22146,21312,0.012908574,0.248638086,0.013086215,0.14418522,0.159343913,0.001657982,0.361972999,0.058147797,0.437115111,0.420653719
Maori,Female,2013,21,4308,51696,50832,219,10749,831,8952,7317,78,20238,2442,23286,21933,0.00430831,0.211461284,0.01634797,0.176109537,0.143944759,0.001534467,0.398135033,0.048040604,0.458097262,0.43148017
