year,riskgrp,age_desc,ben_1524,count,emp_info_1yr,emp_place_1yr,emp_skill_1yr,emp_ws_1yr,emp_other_1yr,emp_1yr,emp_info_5yr,emp_place_5yr,emp_skill_5yr,emp_ws_5yr,emp_other_5yr,emp_5yr,emp_ys_1yr,emp_ysneetyts_1yr,emp_ysypypp_1yr,emp_ys_5yr,emp_ysneetyts_5yr,emp_ysypypp_5yr,x_gender_desc
2015,5,15-19,0,9258,345,66,144,33,36,3072,423,84,180,42,60,3852,2724,1413,1677,3636,2427,2202,Female
2015,5,15-19,0,9249,381,105,78,75,33,2493,453,144,99,90,45,3270,2073,1326,990,3027,2313,1446,Male
2015,5,15-19,1,5595,693,168,222,99,69,3513,825,210,279,117,102,4431,2775,867,2415,4002,2331,3129,All
2015,5,15-19,1,3105,330,63,147,30,36,2049,402,75,180,36,54,2550,1716,483,1533,2349,1269,1929,Female
2015,5,15-19,1,2490,366,105,78,69,30,1464,423,135,99,81,45,1881,1056,384,882,1653,1065,1200,Male
2015,5,20-24,0,4455,45,0,96,0,24,174,246,87,459,90,84,957,0,0,0,243,228,21,All
2015,5,20-24,0,1824,15,0,42,0,0,66,81,24,207,36,24,387,0,0,0,108,96,12,Female
2015,5,20-24,0,2631,30,0,54,0,18,108,165,63,252,57,60,570,0,0,0,135,132,0,Male
2015,5,20-24,1,4455,45,0,96,0,24,174,246,87,459,87,81,957,0,0,0,243,228,21,All
2015,5,20-24,1,1824,15,0,42,0,0,66,81,27,204,33,24,387,0,0,0,105,96,15,Female
2015,5,20-24,1,2631,30,0,54,0,18,108,165,63,255,57,57,570,0,0,0,135,132,0,Male
2015,6,15-19,0,40245,1029,267,390,183,99,10350,1275,372,501,252,150,12888,9207,5355,4983,12156,8628,6453,All
2015,6,15-19,0,16644,393,81,243,36,48,5358,492,111,318,51,78,6369,4962,2361,3261,6126,3849,3945,Female
2015,6,15-19,0,23601,636,189,144,147,51,4992,783,261,183,198,78,6522,4245,2994,1725,6030,4779,2508,Male
2015,6,15-19,1,10986,972,252,387,162,99,6129,1185,333,495,204,141,7536,5049,1467,4494,6879,3783,5517,All
2015,6,15-19,1,5670,375,75,243,33,48,3621,465,102,315,45,75,4266,3243,771,3006,4041,1962,3507,Female
2015,6,15-19,1,5316,597,177,144,126,48,2505,717,234,180,159,69,3270,1806,696,1491,2838,1821,2013,Male
2015,6,20-24,0,24336,1848,531,663,330,189,3030,7182,3693,3912,1341,1743,12882,24,0,24,3960,2952,1407,All
2015,6,20-24,0,9672,582,111,348,48,72,1026,2430,993,1806,267,513,5067,24,0,24,1920,1164,1002,Female
2015,6,20-24,0,14664,1266,417,315,279,117,2001,4755,2700,2106,1074,1230,7815,0,0,0,2046,1788,405,Male
2015,6,20-24,1,18783,1803,498,663,318,186,2943,5877,2796,3384,996,1332,10395,24,0,24,3312,2379,1293,All
2015,6,20-24,1,9195,579,111,348,51,72,1020,2304,900,1737,234,474,4809,24,0,24,1845,1104,987,Female
2015,6,20-24,1,9588,1224,387,315,267,114,1920,3576,1899,1647,759,858,5586,0,0,0,1470,1275,303,Male
2013,7,15-19,0,43854,1218,780,804,207,141,9825,1980,1137,1134,288,360,12021,7902,4845,3915,9831,7095,4053,All
2013,7,15-19,0,21762,576,357,477,60,51,5598,987,492,654,81,132,6588,4749,2529,2733,5640,3657,2808,Female
2013,7,15-19,0,22092,639,423,327,147,90,4227,993,648,480,204,228,5436,3153,2319,1182,4191,3438,1242,Male
2013,7,15-19,1,10395,1143,684,801,189,135,5781,1746,918,1077,222,282,6843,4011,1236,3411,5034,2601,3477,All
2013,7,15-19,1,5931,549,330,474,60,48,3558,903,435,633,72,111,4104,2751,702,2445,3267,1470,2478,Female
2013,7,15-19,1,4464,591,354,324,129,84,2223,843,483,444,153,171,2742,1260,537,969,1767,1131,999,Male
2014,7,15-19,0,43191,1188,435,366,219,159,10470,1581,696,612,288,240,12810,9093,5961,4173,11529,8391,5262,All
2014,7,15-19,0,21501,585,165,237,78,84,5877,792,282,390,96,111,7014,5253,3066,2778,6444,4329,3369,Female
2014,7,15-19,0,21687,603,270,129,138,75,4596,786,414,222,192,132,5796,3843,2895,1395,5088,4065,1893,Male
2014,7,15-19,1,10245,1122,393,363,198,159,5877,1443,570,573,225,216,7125,4605,1707,3726,6054,3336,4440,All
2014,7,15-19,1,5784,555,147,237,75,84,3576,738,234,372,84,102,4245,2991,924,2541,3750,1851,2934,Female
2014,7,15-19,1,4464,567,246,126,123,75,2301,705,333,204,144,114,2880,1611,783,1182,2307,1485,1506,Male
2015,7,15-19,0,42135,1356,318,405,189,126,10338,1632,441,531,261,183,13317,8883,5646,4206,12297,9189,5715,All
2015,7,15-19,0,21006,651,126,261,63,75,5754,798,171,336,87,108,7230,5091,2901,2784,6765,4743,3579,Female
2015,7,15-19,0,21132,705,195,144,126,48,4587,834,270,195,174,72,6084,3789,2742,1425,5532,4446,2139,Male
2015,7,15-19,1,9795,1287,300,402,171,126,5796,1515,387,519,213,174,7323,4419,1452,3750,6414,3768,4785,All
2015,7,15-19,1,5622,627,120,258,57,78,3531,759,153,333,66,105,4374,2898,849,2523,3948,2160,3096,Female
2015,7,15-19,1,4173,657,180,144,114,51,2265,756,234,186,144,72,2952,1521,603,1224,2466,1608,1686,Male
2013,7,20-24,0,42072,2883,2232,1719,618,297,6135,15336,8100,7101,1659,5400,23685,207,111,96,6012,5931,108,All
2013,7,20-24,0,21042,1233,912,930,210,126,2796,7260,3276,3669,588,1986,11436,147,60,90,3012,2937,96,Female
2013,7,20-24,0,21027,1650,1320,789,408,174,3339,8076,4824,3435,1068,3414,12249,60,54,0,3000,2994,0,Male
2013,7,20-24,1,24801,2805,2073,1713,603,297,5847,11385,5703,5700,1134,3504,16572,165,69,96,3975,3894,108,All
2013,7,20-24,1,14415,1215,864,924,204,123,2706,5898,2514,3144,429,1479,8946,129,42,87,2220,2145,99,Female
2013,7,20-24,1,10389,1590,1206,789,399,171,3138,5487,3189,2559,702,2028,7626,39,30,0,1752,1749,0,Male
2014,7,20-24,0,43764,2895,1518,942,672,363,5097,14589,8253,7050,1992,4317,23460,84,0,78,6324,5601,927,All
2014,7,20-24,0,21831,1257,603,543,219,183,2265,6840,3411,3678,675,1638,11460,72,0,69,3438,2793,810,Female
2014,7,20-24,0,21933,1638,915,399,453,183,2829,7749,4842,3372,1317,2679,12003,0,0,0,2886,2805,120,Male
2014,7,20-24,1,24702,2823,1410,942,648,363,4893,10554,5562,5460,1347,2817,16110,75,0,75,4281,3618,849,All
2014,7,20-24,1,14487,1242,579,546,213,180,2220,5466,2547,3099,498,1215,8856,69,0,66,2616,2013,765,Female
2014,7,20-24,1,10215,1581,834,396,432,180,2673,5085,3015,2361,849,1602,7254,0,0,0,1662,1605,84,Male
2015,7,20-24,0,44412,3543,1131,1044,684,345,5487,12915,7194,6534,2382,2811,22701,57,0,54,7560,5733,2463,All
2015,7,20-24,0,22020,1578,426,579,249,159,2487,6018,3000,3468,828,1140,11277,54,0,51,4314,2877,1872,Female
2015,7,20-24,0,22392,1965,702,468,435,186,2997,6900,4194,3066,1554,1674,11424,0,0,0,3249,2856,591,Male
2015,7,20-24,1,24489,3450,1047,1041,660,342,5292,9564,4785,4980,1575,1914,15714,57,0,54,5253,3696,2103,All
2015,7,20-24,1,14190,1551,411,573,240,156,2439,4812,2187,2880,588,840,8667,51,0,51,3372,2085,1692,Female
2015,7,20-24,1,10296,1896,636,465,417,186,2856,4752,2601,2100,987,1077,7047,0,0,0,1881,1611,411,Male
