year,riskgrp,reg,tla,age_desc,ben_1524,count,emp_info_1yr,emp_place_1yr,emp_skill_1yr,emp_ws_1yr,emp_other_1yr,emp_1yr,emp_info_5yr,emp_place_5yr,emp_skill_5yr,emp_ws_5yr,emp_other_5yr,emp_5yr,emp_ys_1yr,emp_ysneetyts_1yr,emp_ysypypp_1yr,emp_ys_5yr,emp_ysneetyts_5yr,emp_ysypypp_5yr,x_gender_desc
2014,6,Taranaki Region,Stratford District,20-24,0,33,0,0,0,0,0,0,24,0,0,0,0,27,0,0,0,0,0,0,Male
2014,6,Taranaki Region,Stratford District,20-24,1,42,0,0,0,0,0,0,18,0,0,0,0,27,0,0,0,0,0,0,All
2014,6,Taranaki Region,Stratford District,20-24,1,21,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,Female
2014,6,Taranaki Region,Stratford District,20-24,1,21,0,0,0,0,0,0,15,0,0,0,0,18,0,0,0,0,0,0,Male
2014,6,Tasman Region,Tasman District,15-19,0,354,0,0,0,0,0,87,0,0,0,0,0,105,78,57,36,99,78,48,All
2014,6,Tasman Region,Tasman District,15-19,0,141,0,0,0,0,0,45,0,0,0,0,0,51,42,24,24,48,30,27,Female
2014,6,Tasman Region,Tasman District,15-19,0,210,0,0,0,0,0,42,0,0,0,0,0,54,39,33,12,51,45,18,Male
2014,6,Tasman Region,Tasman District,15-19,1,87,0,0,0,0,0,48,0,0,0,0,0,60,42,21,30,57,36,39,All
2014,6,Tasman Region,Tasman District,15-19,1,45,0,0,0,0,0,27,0,0,0,0,0,33,27,0,24,30,18,24,Female
2014,6,Tasman Region,Tasman District,15-19,1,39,0,0,0,0,0,21,0,0,0,0,0,27,18,12,0,27,21,15,Male
2014,6,Tasman Region,Tasman District,20-24,0,210,0,0,0,0,0,18,78,51,36,12,36,126,0,0,0,36,39,0,All
