year,reg,tla,age_desc,x_gender_desc,all,all_risk_1,all_risk_2,all_risk_3,all_risk_4,all_risk_5,all_risk_6
2014,Nelson Region,Nelson City,20-24,Female,1251,12,72,21,66,27,162
2014,Nelson Region,Nelson City,20-24,Male,1443,108,108,12,0,36,261
2014,Northland Region,Far North District,00-05,All,5088,3414,1674,576,105,0,0
2014,Northland Region,Far North District,00-05,Female,2448,1629,819,270,48,0,0
2014,Northland Region,Far North District,00-05,Male,2640,1782,855,306,57,0,0
2014,Northland Region,Far North District,06-14,All,8034,5637,2397,837,150,0,0
2014,Northland Region,Far North District,06-14,Female,3867,2730,1137,393,72,0,0
2014,Northland Region,Far North District,06-14,Male,4167,2907,1263,447,78,0,0
2014,Northland Region,Far North District,15-19,All,4107,93,327,159,441,555,1092
2014,Northland Region,Far North District,15-19,Female,1995,30,138,156,0,261,429
2014,Northland Region,Far North District,15-19,Male,2115,63,186,0,438,291,660
2014,Northland Region,Far North District,20-24,All,2925,201,195,48,150,45,570
2014,Northland Region,Far North District,20-24,Female,1428,30,66,24,141,15,234
2014,Northland Region,Far North District,20-24,Male,1497,171,132,21,12,30,336
2014,Northland Region,Kaipara District,00-05,All,1473,1128,345,123,12,0,0
2014,Northland Region,Kaipara District,00-05,Female,693,519,171,69,0,0,0
2014,Northland Region,Kaipara District,00-05,Male,780,609,171,54,9,0,0
2014,Northland Region,Kaipara District,06-14,All,2448,1911,537,189,21,0,0
2014,Northland Region,Kaipara District,06-14,Female,1188,927,264,90,6,0,0
2014,Northland Region,Kaipara District,06-14,Male,1260,984,273,102,15,0,0
2014,Northland Region,Kaipara District,15-19,All,1296,27,78,42,96,126,252
2014,Northland Region,Kaipara District,15-19,Female,636,12,36,42,0,63,108
2014,Northland Region,Kaipara District,15-19,Male,663,15,45,0,93,63,144
2014,Northland Region,Kaipara District,20-24,All,930,51,51,12,30,24,150
2014,Northland Region,Kaipara District,20-24,Female,423,0,15,0,27,6,45
2014,Northland Region,Kaipara District,20-24,Male,507,48,36,6,0,18,105
2014,Northland Region,Whangarei District,00-05,All,7077,5259,1818,750,165,0,0
2014,Northland Region,Whangarei District,00-05,Female,3429,2586,843,339,75,0,0
2014,Northland Region,Whangarei District,00-05,Male,3648,2673,972,411,93,0,0
2014,Northland Region,Whangarei District,06-14,All,10704,8262,2442,912,198,0,0
2014,Northland Region,Whangarei District,06-14,Female,5259,4068,1188,456,102,0,0
2014,Northland Region,Whangarei District,06-14,Male,5442,4191,1254,453,99,0,0
2014,Northland Region,Whangarei District,15-19,All,5508,99,438,168,435,600,1188
2014,Northland Region,Whangarei District,15-19,Female,2670,30,186,168,0,303,486
2014,Northland Region,Whangarei District,15-19,Male,2835,69,255,0,435,297,702
2014,Northland Region,Whangarei District,20-24,All,4740,249,264,54,204,96,774
2014,Northland Region,Whangarei District,20-24,Female,2322,45,99,33,201,42,351
2014,Northland Region,Whangarei District,20-24,Male,2421,204,162,21,6,54,423
2014,Otago Region,Central Otago District,00-05,All,1230,1161,66,24,0,0,0
2014,Otago Region,Central Otago District,00-05,Female,576,534,39,12,0,0,0
2014,Otago Region,Central Otago District,00-05,Male,657,627,27,9,0,0,0
2014,Otago Region,Central Otago District,06-14,All,1977,1842,135,51,6,0,0
2014,Otago Region,Central Otago District,06-14,Female,969,915,57,27,0,0,0
2014,Otago Region,Central Otago District,06-14,Male,1011,930,78,27,0,0,0
2014,Otago Region,Central Otago District,15-19,All,939,6,36,6,45,39,102
2014,Otago Region,Central Otago District,15-19,Female,432,6,15,9,0,15,36
2014,Otago Region,Central Otago District,15-19,Male,510,0,18,0,45,24,66
2014,Otago Region,Central Otago District,20-24,All,726,21,33,0,6,12,75
2014,Otago Region,Central Otago District,20-24,Female,324,6,9,0,6,0,27
2014,Otago Region,Central Otago District,20-24,Male,402,18,24,0,0,6,48
2014,Otago Region,Clutha District,00-05,All,1272,1125,150,57,6,0,0
2014,Otago Region,Clutha District,00-05,Female,633,564,72,27,0,0,0
2014,Otago Region,Clutha District,00-05,Male,639,564,78,33,6,0,0
2014,Otago Region,Clutha District,06-14,All,2097,1857,240,66,12,0,0
2014,Otago Region,Clutha District,06-14,Female,993,891,102,27,0,0,0
2014,Otago Region,Clutha District,06-14,Male,1104,966,138,39,9,0,0
2014,Otago Region,Clutha District,15-19,All,1152,21,63,18,51,66,159
2014,Otago Region,Clutha District,15-19,Female,567,0,24,15,0,36,60
2014,Otago Region,Clutha District,15-19,Male,585,15,39,0,51,33,99
2014,Otago Region,Clutha District,20-24,All,945,33,36,0,18,9,93
2014,Otago Region,Clutha District,20-24,Female,426,0,15,0,15,0,27
2014,Otago Region,Clutha District,20-24,Male,519,33,24,0,0,6,63
2014,Otago Region,Dunedin City,00-05,All,7482,6498,984,336,66,0,0
2014,Otago Region,Dunedin City,00-05,Female,3654,3174,480,159,30,0,0
2014,Otago Region,Dunedin City,00-05,Male,3828,3327,501,180,36,0,0
2014,Otago Region,Dunedin City,06-14,All,11586,10182,1401,510,90,0,0
2014,Otago Region,Dunedin City,06-14,Female,5523,4857,666,228,45,0,0
2014,Otago Region,Dunedin City,06-14,Male,6063,5325,738,285,48,0,0
2014,Otago Region,Dunedin City,15-19,All,8715,174,360,105,312,417,951
2014,Otago Region,Dunedin City,15-19,Female,4314,60,180,105,0,186,396
2014,Otago Region,Dunedin City,15-19,Male,4395,111,183,0,312,231,558
2014,Otago Region,Dunedin City,20-24,All,12327,231,225,90,99,159,738
2014,Otago Region,Dunedin City,20-24,Female,6162,27,78,57,99,51,270
2014,Otago Region,Dunedin City,20-24,Male,6165,207,147,30,0,108,468
2014,Otago Region,Queenstown-Lakes District,00-05,All,2376,2340,36,6,0,0,0
2014,Otago Region,Queenstown-Lakes District,00-05,Female,1155,1131,24,0,0,0,0
2014,Otago Region,Queenstown-Lakes District,00-05,Male,1221,1209,12,0,0,0,0
2014,Otago Region,Queenstown-Lakes District,06-14,All,2916,2847,69,18,0,0,0
2014,Otago Region,Queenstown-Lakes District,06-14,Female,1464,1428,36,9,0,0,0
2014,Otago Region,Queenstown-Lakes District,06-14,Male,1452,1419,33,6,0,0,0
2014,Otago Region,Queenstown-Lakes District,15-19,All,1323,12,33,9,33,21,78
2014,Otago Region,Queenstown-Lakes District,15-19,Female,651,6,12,9,0,9,27
2014,Otago Region,Queenstown-Lakes District,15-19,Male,669,9,18,0,33,12,51
2014,Otago Region,Queenstown-Lakes District,20-24,All,1356,18,27,0,0,0,54
2014,Otago Region,Queenstown-Lakes District,20-24,Female,636,0,6,0,0,0,18
2014,Otago Region,Queenstown-Lakes District,20-24,Male,723,15,21,0,0,0,36
2014,Otago Region,Waitaki District,00-05,All,1425,1236,189,69,12,0,0
2014,Otago Region,Waitaki District,00-05,Female,705,603,102,39,6,0,0
2014,Otago Region,Waitaki District,00-05,Male,720,633,87,33,6,0,0
2014,Otago Region,Waitaki District,06-14,All,2160,1893,264,87,15,0,0
2014,Otago Region,Waitaki District,06-14,Female,1071,954,120,39,9,0,0
2014,Otago Region,Waitaki District,06-14,Male,1089,942,147,48,6,0,0
2014,Otago Region,Waitaki District,15-19,All,1206,15,63,18,54,72,156
2014,Otago Region,Waitaki District,15-19,Female,573,0,30,18,0,36,63
2014,Otago Region,Waitaki District,15-19,Male,633,12,33,0,54,39,90
2014,Otago Region,Waitaki District,20-24,All,912,45,36,0,15,18,114
2014,Otago Region,Waitaki District,20-24,Female,411,9,18,0,18,9,45
2014,Otago Region,Waitaki District,20-24,Male,498,36,24,0,0,12,69
2014,Southland Region,Gore District,00-05,All,915,789,126,42,0,0,0
2014,Southland Region,Gore District,00-05,Female,456,390,66,18,0,0,0
2014,Southland Region,Gore District,00-05,Male,462,399,60,24,0,0,0
2014,Southland Region,Gore District,06-14,All,1443,1209,231,78,12,0,0
2014,Southland Region,Gore District,06-14,Female,684,582,102,45,6,0,0
2014,Southland Region,Gore District,06-14,Male,756,624,132,36,6,0,0
2014,Southland Region,Gore District,15-19,All,834,24,39,33,51,60,147
2014,Southland Region,Gore District,15-19,Female,408,9,18,33,0,33,72
2014,Southland Region,Gore District,15-19,Male,426,15,21,0,54,27,78
2014,Southland Region,Gore District,20-24,All,711,27,48,0,15,9,99
2014,Southland Region,Gore District,20-24,Female,321,0,12,0,15,0,33
2014,Southland Region,Gore District,20-24,Male,390,24,36,0,0,9,66
2014,Southland Region,Invercargill City,00-05,All,4137,3345,792,285,48,0,0
2014,Southland Region,Invercargill City,00-05,Female,1965,1587,381,132,24,0,0
2014,Southland Region,Invercargill City,00-05,Male,2169,1761,411,153,24,0,0
2014,Southland Region,Invercargill City,06-14,All,6135,5031,1104,393,66,0,0
2014,Southland Region,Invercargill City,06-14,Female,2988,2445,546,186,27,0,0
2014,Southland Region,Invercargill City,06-14,Male,3144,2589,558,204,39,0,0
2014,Southland Region,Invercargill City,15-19,All,3405,129,204,96,273,288,684
2014,Southland Region,Invercargill City,15-19,Female,1701,45,93,96,0,153,273
2014,Southland Region,Invercargill City,15-19,Male,1701,81,111,0,273,135,411
2014,Southland Region,Invercargill City,20-24,All,3465,204,213,27,96,72,555
2014,Southland Region,Invercargill City,20-24,Female,1647,36,69,12,96,30,201
2014,Southland Region,Invercargill City,20-24,Male,1818,168,144,12,0,39,354
2014,Southland Region,Southland District,00-05,All,2475,2259,219,48,0,0,0
2014,Southland Region,Southland District,00-05,Female,1194,1092,102,24,0,0,0
2014,Southland Region,Southland District,00-05,Male,1278,1167,114,21,0,0,0
2014,Southland Region,Southland District,06-14,All,3714,3357,357,99,12,0,0
2014,Southland Region,Southland District,06-14,Female,1803,1617,183,48,6,0,0
2014,Southland Region,Southland District,06-14,Male,1911,1740,171,51,9,0,0
2014,Southland Region,Southland District,15-19,All,1947,36,63,21,90,72,219
2014,Southland Region,Southland District,15-19,Female,918,12,24,18,0,36,75
2014,Southland Region,Southland District,15-19,Male,1029,27,39,0,90,33,144
2014,Southland Region,Southland District,20-24,All,1542,48,72,0,21,18,150
2014,Southland Region,Southland District,20-24,Female,693,6,24,0,21,9,57
2014,Southland Region,Southland District,20-24,Male,846,39,45,0,0,6,93
2014,Taranaki Region,New Plymouth District,00-05,All,6237,5466,771,255,48,0,0
2014,Taranaki Region,New Plymouth District,00-05,Female,3042,2664,378,117,24,0,0
2014,Taranaki Region,New Plymouth District,00-05,Male,3198,2802,393,135,24,0,0
2014,Taranaki Region,New Plymouth District,06-14,All,9390,8157,1233,417,66,0,0
2014,Taranaki Region,New Plymouth District,06-14,Female,4563,3957,600,219,33,0,0
2014,Taranaki Region,New Plymouth District,06-14,Male,4827,4197,627,201,33,0,0
2014,Taranaki Region,New Plymouth District,15-19,All,5016,132,231,102,297,360,780
2014,Taranaki Region,New Plymouth District,15-19,Female,2412,54,96,102,0,162,297
2014,Taranaki Region,New Plymouth District,15-19,Male,2607,78,138,0,297,198,483
2014,Taranaki Region,New Plymouth District,20-24,All,4422,162,192,36,99,78,513
2014,Taranaki Region,New Plymouth District,20-24,Female,2037,21,69,15,96,36,198
2014,Taranaki Region,New Plymouth District,20-24,Male,2385,141,123,21,0,45,315
2014,Taranaki Region,South Taranaki District,00-05,All,2547,2103,444,147,27,0,0
2014,Taranaki Region,South Taranaki District,00-05,Female,1209,1008,198,66,12,0,0
2014,Taranaki Region,South Taranaki District,00-05,Male,1338,1095,246,84,15,0,0
2014,Taranaki Region,South Taranaki District,06-14,All,3699,2991,708,228,30,0,0
2014,Taranaki Region,South Taranaki District,06-14,Female,1818,1461,357,111,9,0,0
2014,Taranaki Region,South Taranaki District,06-14,Male,1887,1530,354,120,18,0,0
2014,Taranaki Region,South Taranaki District,15-19,All,1908,51,114,54,153,153,354
2014,Taranaki Region,South Taranaki District,15-19,Female,918,18,42,54,0,72,129
2014,Taranaki Region,South Taranaki District,15-19,Male,993,33,72,0,153,84,225
2014,Taranaki Region,South Taranaki District,20-24,All,1725,72,72,12,51,21,216
2014,Taranaki Region,South Taranaki District,20-24,Female,789,9,18,9,54,9,87
2014,Taranaki Region,South Taranaki District,20-24,Male,936,60,54,0,0,12,129
2014,Taranaki Region,Stratford District,00-05,All,786,648,138,60,15,0,0
2014,Taranaki Region,Stratford District,00-05,Female,390,315,72,30,6,0,0
2014,Taranaki Region,Stratford District,00-05,Male,396,333,66,33,9,0,0
2014,Taranaki Region,Stratford District,06-14,All,1194,1020,171,51,9,0,0
2014,Taranaki Region,Stratford District,06-14,Female,591,507,81,30,0,0,0
2014,Taranaki Region,Stratford District,06-14,Male,606,516,87,21,6,0,0
2014,Taranaki Region,Stratford District,15-19,All,618,24,30,12,42,42,105
2014,Taranaki Region,Stratford District,15-19,Female,306,9,12,12,0,24,39
2014,Taranaki Region,Stratford District,15-19,Male,315,15,18,0,39,18,66
2014,Taranaki Region,Stratford District,20-24,All,576,21,21,0,12,6,60
2014,Taranaki Region,Stratford District,20-24,Female,294,0,9,0,15,0,27
2014,Taranaki Region,Stratford District,20-24,Male,282,18,15,0,0,0,36
2014,Tasman Region,Tasman District,00-05,All,3144,2862,282,105,15,0,0
2014,Tasman Region,Tasman District,00-05,Female,1536,1395,141,51,9,0,0
2014,Tasman Region,Tasman District,00-05,Male,1608,1467,141,51,9,0,0
2014,Tasman Region,Tasman District,06-14,All,6081,5499,582,189,42,0,0
2014,Tasman Region,Tasman District,06-14,Female,2994,2718,273,93,21,0,0
2014,Tasman Region,Tasman District,06-14,Male,3090,2781,309,93,21,0,0
2014,Tasman Region,Tasman District,15-19,All,3072,72,147,39,114,126,351
2014,Tasman Region,Tasman District,15-19,Female,1398,30,69,39,0,60,141
2014,Tasman Region,Tasman District,15-19,Male,1671,42,75,0,114,66,213
2014,Tasman Region,Tasman District,20-24,All,2139,60,75,9,30,45,210
2014,Tasman Region,Tasman District,20-24,Female,975,6,27,0,30,18,75
2014,Tasman Region,Tasman District,20-24,Male,1164,54,51,9,0,24,135
2014,Waikato Region,East Ward,00-05,All,6771,5757,1017,417,93,0,0
2014,Waikato Region,East Ward,00-05,Female,3279,2787,489,213,57,0,0
2014,Waikato Region,East Ward,00-05,Male,3492,2970,525,204,39,0,0
2014,Waikato Region,East Ward,06-14,All,9348,8097,1254,522,99,0,0
2014,Waikato Region,East Ward,06-14,Female,4569,3966,603,255,51,0,0
2014,Waikato Region,East Ward,06-14,Male,4779,4128,648,267,51,0,0
2014,Waikato Region,East Ward,15-19,All,5826,129,192,156,291,477,864
2014,Waikato Region,East Ward,15-19,Female,2835,39,81,156,0,240,372
2014,Waikato Region,East Ward,15-19,Male,2991,93,111,0,291,237,495
2014,Waikato Region,East Ward,20-24,All,7344,144,147,45,129,123,534
2014,Waikato Region,East Ward,20-24,Female,3657,33,48,24,123,48,240
2014,Waikato Region,East Ward,20-24,Male,3687,114,99,21,6,75,297
2014,Waikato Region,Hauraki District,00-05,All,1377,1068,306,108,21,0,0
2014,Waikato Region,Hauraki District,00-05,Female,666,525,141,54,12,0,0
2014,Waikato Region,Hauraki District,00-05,Male,711,546,165,51,9,0,0
2014,Waikato Region,Hauraki District,06-14,All,2193,1746,447,147,42,0,0
2014,Waikato Region,Hauraki District,06-14,Female,1092,873,219,72,18,0,0
2014,Waikato Region,Hauraki District,06-14,Male,1104,873,231,75,21,0,0
2014,Waikato Region,Hauraki District,15-19,All,1239,48,81,39,81,126,255
2014,Waikato Region,Hauraki District,15-19,Female,582,15,30,39,0,66,111
2014,Waikato Region,Hauraki District,15-19,Male,657,36,51,0,81,60,141
2014,Waikato Region,Hauraki District,20-24,All,978,36,66,18,36,27,168
2014,Waikato Region,Hauraki District,20-24,Female,474,0,21,9,36,12,69
2014,Waikato Region,Hauraki District,20-24,Male,504,36,45,9,0,21,99
2014,Waikato Region,Matamata-Piako District,00-05,All,2739,2316,420,153,27,0,0
2014,Waikato Region,Matamata-Piako District,00-05,Female,1368,1146,222,81,12,0,0
2014,Waikato Region,Matamata-Piako District,00-05,Male,1371,1170,201,72,15,0,0
2014,Waikato Region,Matamata-Piako District,06-14,All,4056,3504,552,195,15,0,0
2014,Waikato Region,Matamata-Piako District,06-14,Female,2001,1734,267,96,6,0,0
2014,Waikato Region,Matamata-Piako District,06-14,Male,2055,1770,282,102,6,0,0
2014,Waikato Region,Matamata-Piako District,15-19,All,2259,69,63,54,114,120,318
2014,Waikato Region,Matamata-Piako District,15-19,Female,1077,21,21,54,0,63,120
2014,Waikato Region,Matamata-Piako District,15-19,Male,1182,51,42,0,114,54,198
2014,Waikato Region,Matamata-Piako District,20-24,All,1989,42,93,12,39,36,210
2014,Waikato Region,Matamata-Piako District,20-24,Female,945,0,21,9,36,21,81
2014,Waikato Region,Matamata-Piako District,20-24,Male,1044,39,72,0,0,18,129
2014,Waikato Region,Otorohanga District,00-05,All,870,750,120,39,0,0,0
2014,Waikato Region,Otorohanga District,00-05,Female,426,372,54,15,0,0,0
2014,Waikato Region,Otorohanga District,00-05,Male,444,378,66,24,0,0,0
2014,Waikato Region,Otorohanga District,06-14,All,1305,1101,204,66,6,0,0
2014,Waikato Region,Otorohanga District,06-14,Female,663,555,108,36,0,0,0
2014,Waikato Region,Otorohanga District,06-14,Male,645,543,96,30,0,0,0
2014,Waikato Region,Otorohanga District,15-19,All,642,12,21,12,30,39,87
2014,Waikato Region,Otorohanga District,15-19,Female,318,0,9,12,0,18,36
2014,Waikato Region,Otorohanga District,15-19,Male,321,9,12,0,30,21,51
2014,Waikato Region,Otorohanga District,20-24,All,582,18,27,0,12,9,66
2014,Waikato Region,Otorohanga District,20-24,Female,267,0,9,0,12,0,27
2014,Waikato Region,Otorohanga District,20-24,Male,315,15,18,0,0,0,36
2014,Waikato Region,Rotorua District,00-05,All,357,294,63,9,0,0,0
2014,Waikato Region,Rotorua District,00-05,Female,168,141,27,0,0,0,0
2014,Waikato Region,Rotorua District,00-05,Male,189,153,36,6,0,0,0
2014,Waikato Region,Rotorua District,06-14,All,513,462,51,12,0,0,0
2014,Waikato Region,Rotorua District,06-14,Female,249,228,24,0,0,0,0
2014,Waikato Region,Rotorua District,06-14,Male,261,231,27,9,0,0,0
2014,Waikato Region,Rotorua District,15-19,All,315,6,12,0,9,9,30
2014,Waikato Region,Rotorua District,15-19,Female,123,0,0,0,0,0,9
2014,Waikato Region,Rotorua District,15-19,Male,192,6,9,0,12,0,21
2014,Waikato Region,Rotorua District,20-24,All,210,0,6,0,0,0,18
2014,Waikato Region,Rotorua District,20-24,Female,93,0,0,0,0,0,6
2014,Waikato Region,Rotorua District,20-24,Male,117,0,6,0,0,0,12
2014,Waikato Region,South Waikato District,00-05,All,2196,1572,624,234,48,0,0
2014,Waikato Region,South Waikato District,00-05,Female,1068,750,315,114,33,0,0
2014,Waikato Region,South Waikato District,00-05,Male,1131,819,309,120,18,0,0
2014,Waikato Region,South Waikato District,06-14,All,3054,2322,732,237,45,0,0
2014,Waikato Region,South Waikato District,06-14,Female,1485,1164,321,108,18,0,0
2014,Waikato Region,South Waikato District,06-14,Male,1569,1155,414,129,24,0,0
2014,Waikato Region,South Waikato District,15-19,All,1797,69,144,78,174,177,453
2014,Waikato Region,South Waikato District,15-19,Female,831,15,54,78,0,90,180
2014,Waikato Region,South Waikato District,15-19,Male,966,54,90,0,171,84,273
2014,Waikato Region,South Waikato District,20-24,All,1485,102,90,12,63,24,273
2014,Waikato Region,South Waikato District,20-24,Female,714,15,30,6,60,12,111
2014,Waikato Region,South Waikato District,20-24,Male,771,87,63,0,0,12,159
2014,Waikato Region,Taupo District,00-05,All,2820,2232,585,231,54,0,0
2014,Waikato Region,Taupo District,00-05,Female,1353,1089,264,99,21,0,0
2014,Waikato Region,Taupo District,00-05,Male,1464,1143,324,132,33,0,0
2014,Waikato Region,Taupo District,06-14,All,4311,3510,804,297,51,0,0
2014,Waikato Region,Taupo District,06-14,Female,2121,1740,381,147,27,0,0
2014,Waikato Region,Taupo District,06-14,Male,2190,1770,423,150,27,0,0
2014,Waikato Region,Taupo District,15-19,All,2223,69,138,60,183,183,426
2014,Waikato Region,Taupo District,15-19,Female,1074,21,51,57,0,84,156
2014,Waikato Region,Taupo District,15-19,Male,1149,51,87,0,183,102,273
2014,Waikato Region,Taupo District,20-24,All,1875,93,99,12,57,30,267
2014,Waikato Region,Taupo District,20-24,Female,891,12,33,9,57,15,108
2014,Waikato Region,Taupo District,20-24,Male,984,84,63,0,0,15,162
2014,Waikato Region,Thames-Coromandel District,00-05,All,1512,1263,252,96,15,0,0
2014,Waikato Region,Thames-Coromandel District,00-05,Female,738,624,114,48,6,0,0
2014,Waikato Region,Thames-Coromandel District,00-05,Male,774,639,138,51,9,0,0
2014,Waikato Region,Thames-Coromandel District,06-14,All,2643,2175,471,171,21,0,0
2014,Waikato Region,Thames-Coromandel District,06-14,Female,1341,1116,225,84,12,0,0
2014,Waikato Region,Thames-Coromandel District,06-14,Male,1305,1059,246,90,9,0,0
2014,Waikato Region,Thames-Coromandel District,15-19,All,1359,48,60,36,87,108,240
2014,Waikato Region,Thames-Coromandel District,15-19,Female,651,18,27,39,0,48,99
2014,Waikato Region,Thames-Coromandel District,15-19,Male,708,27,33,0,87,60,141
2014,Waikato Region,Thames-Coromandel District,20-24,All,993,27,36,9,27,24,117
2014,Waikato Region,Thames-Coromandel District,20-24,Female,462,0,12,0,24,9,45
2014,Waikato Region,Thames-Coromandel District,20-24,Male,534,24,24,9,0,15,69
2014,Waikato Region,Waikato District,00-05,All,5856,4815,1041,402,69,0,0
2014,Waikato Region,Waikato District,00-05,Female,2727,2238,489,180,33,0,0
2014,Waikato Region,Waikato District,00-05,Male,3129,2577,555,222,39,0,0
2014,Waikato Region,Waikato District,06-14,All,9825,8250,1578,597,96,0,0
2014,Waikato Region,Waikato District,06-14,Female,4851,4080,774,303,48,0,0
2014,Waikato Region,Waikato District,06-14,Male,4977,4170,807,297,45,0,0
2014,Waikato Region,Waikato District,15-19,All,4809,138,204,123,258,366,750
2014,Waikato Region,Waikato District,15-19,Female,2370,42,105,123,0,183,324
2014,Waikato Region,Waikato District,15-19,Male,2442,99,99,0,258,183,429
2014,Waikato Region,Waikato District,20-24,All,3795,126,135,33,87,69,405
2014,Waikato Region,Waikato District,20-24,Female,1833,18,42,15,84,21,150
2014,Waikato Region,Waikato District,20-24,Male,1962,111,93,15,0,48,255
2014,Waikato Region,Waipa District,00-05,All,3717,3330,387,135,30,0,0
2014,Waikato Region,Waipa District,00-05,Female,1797,1623,177,63,12,0,0
2014,Waikato Region,Waipa District,00-05,Male,1923,1710,213,75,18,0,0
2014,Waikato Region,Waipa District,06-14,All,6087,5496,591,192,24,0,0
2014,Waikato Region,Waipa District,06-14,Female,3006,2709,297,93,9,0,0
2014,Waikato Region,Waipa District,06-14,Male,3084,2790,294,99,12,0,0
2014,Waikato Region,Waipa District,15-19,All,3417,84,99,60,120,162,381
2014,Waikato Region,Waipa District,15-19,Female,1662,33,45,60,0,87,153
2014,Waikato Region,Waipa District,15-19,Male,1755,48,54,0,120,78,228
2014,Waikato Region,Waipa District,20-24,All,2625,57,69,12,36,54,213
2014,Waikato Region,Waipa District,20-24,Female,1212,0,24,6,36,15,75
2014,Waikato Region,Waipa District,20-24,Male,1413,54,45,6,0,39,138
2014,Waikato Region,Waitomo District,00-05,All,825,660,168,54,0,0,0
2014,Waikato Region,Waitomo District,00-05,Female,399,318,84,27,0,0,0
2014,Waikato Region,Waitomo District,00-05,Male,426,342,81,24,0,0,0
2014,Waikato Region,Waitomo District,06-14,All,1278,1026,252,93,12,0,0
2014,Waikato Region,Waitomo District,06-14,Female,597,483,117,36,0,0,0
2014,Waikato Region,Waitomo District,06-14,Male,681,543,138,54,6,0,0
2014,Waikato Region,Waitomo District,15-19,All,723,15,27,18,54,54,126
2014,Waikato Region,Waitomo District,15-19,Female,363,0,9,18,0,30,51
2014,Waikato Region,Waitomo District,15-19,Male,357,9,15,0,54,24,75
2014,Waikato Region,Waitomo District,20-24,All,561,21,27,0,9,9,63
2014,Waikato Region,Waitomo District,20-24,Female,270,0,9,0,12,0,24
2014,Waikato Region,Waitomo District,20-24,Male,291,18,15,0,0,0,42
2014,Waikato Region,West Ward,00-05,All,7017,5718,1299,453,72,0,0
2014,Waikato Region,West Ward,00-05,Female,3378,2775,603,204,33,0,0
2014,Waikato Region,West Ward,00-05,Male,3642,2946,696,249,39,0,0
2014,Waikato Region,West Ward,06-14,All,8520,6699,1821,663,96,0,0
2014,Waikato Region,West Ward,06-14,Female,4194,3312,882,315,45,0,0
2014,Waikato Region,West Ward,06-14,Male,4326,3387,939,348,51,0,0
2014,Waikato Region,West Ward,15-19,All,4671,129,237,168,321,483,927
2014,Waikato Region,West Ward,15-19,Female,2307,54,123,168,0,246,420
2014,Waikato Region,West Ward,15-19,Male,2364,72,114,0,321,237,510
2014,Waikato Region,West Ward,20-24,All,5907,207,201,63,177,129,720
2014,Waikato Region,West Ward,20-24,Female,2982,18,63,30,174,45,297
2014,Waikato Region,West Ward,20-24,Male,2928,186,138,30,0,81,423
2014,Wellington Region,Carterton District,00-05,All,606,528,75,21,0,0,0
2014,Wellington Region,Carterton District,00-05,Female,288,240,45,15,0,0,0
2014,Wellington Region,Carterton District,00-05,Male,318,285,30,9,0,0,0
2014,Wellington Region,Carterton District,06-14,All,1032,918,111,30,0,0,0
2014,Wellington Region,Carterton District,06-14,Female,519,462,57,18,0,0,0
2014,Wellington Region,Carterton District,06-14,Male,513,459,54,12,0,0,0
2014,Wellington Region,Carterton District,15-19,All,543,12,36,15,27,39,99
2014,Wellington Region,Carterton District,15-19,Female,264,0,18,15,0,24,48
2014,Wellington Region,Carterton District,15-19,Male,282,9,18,0,27,12,51
2014,Wellington Region,Carterton District,20-24,All,315,9,12,6,0,0,27
2014,Wellington Region,Carterton District,20-24,Female,156,0,0,0,0,0,9
2014,Wellington Region,Carterton District,20-24,Male,162,6,9,0,0,0,18
2014,Wellington Region,Eastern Ward,00-05,All,2709,2589,123,33,0,0,0
2014,Wellington Region,Eastern Ward,00-05,Female,1281,1227,54,18,0,0,0
2014,Wellington Region,Eastern Ward,00-05,Male,1425,1359,66,15,0,0,0
2014,Wellington Region,Eastern Ward,06-14,All,4044,3825,216,57,9,0,0
2014,Wellington Region,Eastern Ward,06-14,Female,1974,1872,105,24,0,0,0
2014,Wellington Region,Eastern Ward,06-14,Male,2067,1956,111,30,0,0,0
2014,Wellington Region,Eastern Ward,15-19,All,2139,33,60,18,42,75,174
2014,Wellington Region,Eastern Ward,15-19,Female,1020,9,39,21,0,39,81
2014,Wellington Region,Eastern Ward,15-19,Male,1119,24,24,0,45,36,93
2014,Wellington Region,Eastern Ward,20-24,All,2418,27,36,0,18,27,99
2014,Wellington Region,Eastern Ward,20-24,Female,1167,0,9,0,18,9,36
2014,Wellington Region,Eastern Ward,20-24,Male,1251,24,24,0,0,18,63
2014,Wellington Region,Kapiti Coast District,00-05,All,3288,2862,429,150,30,0,0
2014,Wellington Region,Kapiti Coast District,00-05,Female,1605,1386,222,75,21,0,0
2014,Wellington Region,Kapiti Coast District,00-05,Male,1683,1479,207,75,12,0,0
2014,Wellington Region,Kapiti Coast District,06-14,All,5595,4959,633,201,30,0,0
2014,Wellington Region,Kapiti Coast District,06-14,Female,2799,2487,312,93,15,0,0
2014,Wellington Region,Kapiti Coast District,06-14,Male,2793,2475,321,111,15,0,0
2014,Wellington Region,Kapiti Coast District,15-19,All,2976,63,141,39,111,174,387
2014,Wellington Region,Kapiti Coast District,15-19,Female,1446,15,57,39,0,84,150
2014,Wellington Region,Kapiti Coast District,15-19,Male,1530,48,81,0,111,90,237
2014,Wellington Region,Kapiti Coast District,20-24,All,2274,48,102,15,66,48,255
2014,Wellington Region,Kapiti Coast District,20-24,Female,1101,6,24,6,63,18,102
