year,reg,tla,age_desc,x_gender_desc,all,all_risk_1,all_risk_2,all_risk_3,all_risk_4,all_risk_5,all_risk_6
2013,Northland Region,Kaipara District,00-05,All,1476,1131,345,120,18,0,0
2013,Northland Region,Kaipara District,00-05,Female,684,516,168,57,6,0,0
2013,Northland Region,Kaipara District,00-05,Male,795,615,180,63,12,0,0
2013,Northland Region,Kaipara District,06-14,All,2397,1869,531,198,33,0,0
2013,Northland Region,Kaipara District,06-14,Female,1209,939,273,99,12,0,0
2013,Northland Region,Kaipara District,06-14,Male,1185,927,258,99,21,0,0
2013,Northland Region,Kaipara District,15-19,All,1278,27,75,45,102,126,264
2013,Northland Region,Kaipara District,15-19,Female,612,9,30,45,0,57,111
2013,Northland Region,Kaipara District,15-19,Male,669,18,45,0,102,69,153
2013,Northland Region,Kaipara District,20-24,All,894,57,48,15,36,18,162
2013,Northland Region,Kaipara District,20-24,Female,420,6,12,9,36,0,57
2013,Northland Region,Kaipara District,20-24,Male,477,51,36,9,0,15,105
2013,Northland Region,Whangarei District,00-05,All,7074,5154,1923,792,195,0,0
2013,Northland Region,Whangarei District,00-05,Female,3453,2517,933,366,87,0,0
2013,Northland Region,Whangarei District,00-05,Male,3621,2634,990,426,108,0,0
2013,Northland Region,Whangarei District,06-14,All,10413,7998,2415,903,195,0,0
2013,Northland Region,Whangarei District,06-14,Female,5124,3918,1206,468,93,0,0
2013,Northland Region,Whangarei District,06-14,Male,5286,4077,1209,435,102,0,0
2013,Northland Region,Whangarei District,15-19,All,5538,102,411,216,459,579,1191
2013,Northland Region,Whangarei District,15-19,Female,2676,36,177,216,0,297,507
2013,Northland Region,Whangarei District,15-19,Male,2862,63,234,0,459,285,681
2013,Northland Region,Whangarei District,20-24,All,4725,276,279,54,216,99,834
2013,Northland Region,Whangarei District,20-24,Female,2271,45,96,30,207,45,360
2013,Northland Region,Whangarei District,20-24,Male,2451,228,183,24,12,54,474
2013,Otago Region,Central Otago District,00-05,All,1260,1173,87,21,0,0,0
2013,Otago Region,Central Otago District,00-05,Female,591,537,51,12,0,0,0
2013,Otago Region,Central Otago District,00-05,Male,669,636,33,9,0,0,0
2013,Otago Region,Central Otago District,06-14,All,1944,1815,129,45,9,0,0
2013,Otago Region,Central Otago District,06-14,Female,957,900,57,27,0,0,0
2013,Otago Region,Central Otago District,06-14,Male,987,912,72,18,0,0,0
2013,Otago Region,Central Otago District,15-19,All,948,21,33,15,45,51,123
2013,Otago Region,Central Otago District,15-19,Female,426,6,18,15,0,30,54
2013,Otago Region,Central Otago District,15-19,Male,522,15,12,0,45,21,69
2013,Otago Region,Central Otago District,20-24,All,711,24,39,0,6,6,78
2013,Otago Region,Central Otago District,20-24,Female,300,0,12,0,6,0,21
2013,Otago Region,Central Otago District,20-24,Male,411,21,27,0,0,0,54
2013,Otago Region,Clutha District,00-05,All,1293,1149,138,51,9,0,0
2013,Otago Region,Clutha District,00-05,Female,651,576,72,24,0,0,0
2013,Otago Region,Clutha District,00-05,Male,639,573,66,27,6,0,0
2013,Otago Region,Clutha District,06-14,All,2106,1881,222,57,12,0,0
2013,Otago Region,Clutha District,06-14,Female,990,894,96,21,0,0,0
2013,Otago Region,Clutha District,06-14,Male,1116,990,129,33,6,0,0
2013,Otago Region,Clutha District,15-19,All,1155,18,57,21,63,66,159
2013,Otago Region,Clutha District,15-19,Female,573,0,18,21,0,33,54
2013,Otago Region,Clutha District,15-19,Male,582,12,39,0,66,33,105
2013,Otago Region,Clutha District,20-24,All,897,36,42,0,15,0,93
2013,Otago Region,Clutha District,20-24,Female,387,0,12,0,15,0,30
2013,Otago Region,Clutha District,20-24,Male,510,30,30,0,0,0,63
2013,Otago Region,Dunedin City,00-05,All,7578,6558,1020,366,75,0,0
2013,Otago Region,Dunedin City,00-05,Female,3648,3159,489,162,36,0,0
2013,Otago Region,Dunedin City,00-05,Male,3930,3402,531,204,39,0,0
2013,Otago Region,Dunedin City,06-14,All,11565,10149,1416,510,87,0,0
2013,Otago Region,Dunedin City,06-14,Female,5535,4854,681,225,45,0,0
2013,Otago Region,Dunedin City,06-14,Male,6030,5295,735,285,45,0,0
2013,Otago Region,Dunedin City,15-19,All,8760,171,327,117,342,423,963
2013,Otago Region,Dunedin City,15-19,Female,4338,60,159,114,0,189,387
2013,Otago Region,Dunedin City,15-19,Male,4425,114,171,0,342,234,576
2013,Otago Region,Dunedin City,20-24,All,12360,273,216,87,117,153,774
2013,Otago Region,Dunedin City,20-24,Female,6174,36,75,48,114,48,276
2013,Otago Region,Dunedin City,20-24,Male,6186,237,144,42,0,105,498
2013,Otago Region,Queenstown-Lakes District,00-05,All,2361,2316,48,9,0,0,0
2013,Otago Region,Queenstown-Lakes District,00-05,Female,1119,1095,27,0,0,0,0
2013,Otago Region,Queenstown-Lakes District,00-05,Male,1242,1218,21,6,0,0,0
2013,Otago Region,Queenstown-Lakes District,06-14,All,2721,2658,63,15,0,0,0
2013,Otago Region,Queenstown-Lakes District,06-14,Female,1377,1350,27,12,0,0,0
2013,Otago Region,Queenstown-Lakes District,06-14,Male,1344,1308,36,6,0,0,0
2013,Otago Region,Queenstown-Lakes District,15-19,All,1284,15,30,6,36,18,84
2013,Otago Region,Queenstown-Lakes District,15-19,Female,633,6,15,6,0,6,27
2013,Otago Region,Queenstown-Lakes District,15-19,Male,648,9,12,0,36,9,57
2013,Otago Region,Queenstown-Lakes District,20-24,All,1308,21,27,0,0,6,57
2013,Otago Region,Queenstown-Lakes District,20-24,Female,615,0,12,0,0,0,21
2013,Otago Region,Queenstown-Lakes District,20-24,Male,696,18,18,0,0,0,33
2013,Otago Region,Waitaki District,00-05,All,1428,1233,192,75,15,0,0
2013,Otago Region,Waitaki District,00-05,Female,705,600,105,42,9,0,0
2013,Otago Region,Waitaki District,00-05,Male,723,636,87,33,6,0,0
2013,Otago Region,Waitaki District,06-14,All,2151,1884,267,90,18,0,0
2013,Otago Region,Waitaki District,06-14,Female,1095,975,120,36,0,0,0
2013,Otago Region,Waitaki District,06-14,Male,1056,906,150,54,9,0,0
2013,Otago Region,Waitaki District,15-19,All,1197,18,72,24,57,81,168
2013,Otago Region,Waitaki District,15-19,Female,549,6,27,24,0,39,63
2013,Otago Region,Waitaki District,15-19,Male,648,12,48,0,57,45,105
2013,Otago Region,Waitaki District,20-24,All,873,45,48,0,15,18,123
2013,Otago Region,Waitaki District,20-24,Female,408,6,15,0,15,6,42
2013,Otago Region,Waitaki District,20-24,Male,465,39,33,0,0,9,81
2013,Southland Region,Gore District,00-05,All,954,798,159,57,12,0,0
2013,Southland Region,Gore District,00-05,Female,465,390,72,33,0,0,0
2013,Southland Region,Gore District,00-05,Male,492,408,87,24,0,0,0
2013,Southland Region,Gore District,06-14,All,1413,1194,222,78,6,0,0
2013,Southland Region,Gore District,06-14,Female,672,567,105,45,0,0,0
2013,Southland Region,Gore District,06-14,Male,738,621,117,36,0,0,0
2013,Southland Region,Gore District,15-19,All,879,24,30,24,57,51,144
2013,Southland Region,Gore District,15-19,Female,438,6,18,27,0,27,60
2013,Southland Region,Gore District,15-19,Male,444,15,12,0,60,27,84
2013,Southland Region,Gore District,20-24,All,711,33,45,0,12,6,93
2013,Southland Region,Gore District,20-24,Female,318,0,15,0,15,0,27
2013,Southland Region,Gore District,20-24,Male,393,30,27,0,0,6,66
2013,Southland Region,Invercargill City,00-05,All,4212,3375,837,327,66,0,0
2013,Southland Region,Invercargill City,00-05,Female,1989,1590,399,147,33,0,0
2013,Southland Region,Invercargill City,00-05,Male,2220,1782,438,180,33,0,0
2013,Southland Region,Invercargill City,06-14,All,6096,4998,1098,414,66,0,0
2013,Southland Region,Invercargill City,06-14,Female,2979,2412,564,207,30,0,0
2013,Southland Region,Invercargill City,06-14,Male,3117,2583,534,204,39,0,0
2013,Southland Region,Invercargill City,15-19,All,3447,117,195,114,285,276,663
2013,Southland Region,Invercargill City,15-19,Female,1695,42,99,114,0,150,261
2013,Southland Region,Invercargill City,15-19,Male,1752,75,93,0,285,126,399
2013,Southland Region,Invercargill City,20-24,All,3642,234,231,33,105,90,636
2013,Southland Region,Invercargill City,20-24,Female,1767,39,81,21,105,42,240
2013,Southland Region,Invercargill City,20-24,Male,1875,198,150,12,0,45,396
2013,Southland Region,Southland District,00-05,All,2526,2304,222,87,12,0,0
2013,Southland Region,Southland District,00-05,Female,1233,1125,108,42,12,0,0
2013,Southland Region,Southland District,00-05,Male,1293,1179,114,45,0,0,0
2013,Southland Region,Southland District,06-14,All,3744,3378,363,84,12,0,0
2013,Southland Region,Southland District,06-14,Female,1821,1638,183,42,6,0,0
2013,Southland Region,Southland District,06-14,Male,1920,1740,183,42,6,0,0
2013,Southland Region,Southland District,15-19,All,1905,45,54,21,114,66,228
2013,Southland Region,Southland District,15-19,Female,888,15,18,21,0,24,66
2013,Southland Region,Southland District,15-19,Male,1017,27,36,0,114,39,162
2013,Southland Region,Southland District,20-24,All,1563,57,54,0,21,9,141
2013,Southland Region,Southland District,20-24,Female,699,9,18,0,21,0,54
2013,Southland Region,Southland District,20-24,Male,861,45,36,0,0,0,87
2013,Taranaki Region,New Plymouth District,00-05,All,6303,5412,891,291,51,0,0
2013,Taranaki Region,New Plymouth District,00-05,Female,3039,2592,444,138,24,0,0
2013,Taranaki Region,New Plymouth District,00-05,Male,3264,2817,444,156,27,0,0
2013,Taranaki Region,New Plymouth District,06-14,All,9201,7902,1299,453,72,0,0
2013,Taranaki Region,New Plymouth District,06-14,Female,4497,3840,657,234,33,0,0
2013,Taranaki Region,New Plymouth District,06-14,Male,4704,4062,642,219,39,0,0
2013,Taranaki Region,New Plymouth District,15-19,All,5058,129,189,123,315,345,786
2013,Taranaki Region,New Plymouth District,15-19,Female,2427,57,69,123,0,147,297
2013,Taranaki Region,New Plymouth District,15-19,Male,2631,72,120,0,315,198,489
2013,Taranaki Region,New Plymouth District,20-24,All,4398,198,204,48,105,93,582
2013,Taranaki Region,New Plymouth District,20-24,Female,2055,30,72,24,102,39,222
2013,Taranaki Region,New Plymouth District,20-24,Male,2343,168,135,24,0,54,363
2013,Taranaki Region,South Taranaki District,00-05,All,2571,2094,477,156,27,0,0
2013,Taranaki Region,South Taranaki District,00-05,Female,1236,1017,222,69,12,0,0
2013,Taranaki Region,South Taranaki District,00-05,Male,1332,1077,255,87,15,0,0
2013,Taranaki Region,South Taranaki District,06-14,All,3687,2961,726,249,39,0,0
2013,Taranaki Region,South Taranaki District,06-14,Female,1794,1440,354,117,15,0,0
2013,Taranaki Region,South Taranaki District,06-14,Male,1893,1521,375,129,24,0,0
2013,Taranaki Region,South Taranaki District,15-19,All,1866,45,87,60,135,138,321
2013,Taranaki Region,South Taranaki District,15-19,Female,903,21,39,60,0,69,135
2013,Taranaki Region,South Taranaki District,15-19,Male,966,24,48,0,135,66,189
2013,Taranaki Region,South Taranaki District,20-24,All,1692,81,78,15,45,24,225
2013,Taranaki Region,South Taranaki District,20-24,Female,765,12,18,6,48,9,81
2013,Taranaki Region,South Taranaki District,20-24,Male,930,66,60,6,0,15,144
2013,Taranaki Region,Stratford District,00-05,All,798,663,132,45,15,0,0
2013,Taranaki Region,Stratford District,00-05,Female,390,324,63,21,0,0,0
2013,Taranaki Region,Stratford District,00-05,Male,408,339,69,27,9,0,0
2013,Taranaki Region,Stratford District,06-14,All,1158,990,168,45,9,0,0
2013,Taranaki Region,Stratford District,06-14,Female,576,495,81,27,0,0,0
2013,Taranaki Region,Stratford District,06-14,Male,582,495,90,18,0,0,0
2013,Taranaki Region,Stratford District,15-19,All,651,18,18,12,42,48,99
2013,Taranaki Region,Stratford District,15-19,Female,327,6,12,12,0,30,42
2013,Taranaki Region,Stratford District,15-19,Male,321,9,9,0,42,18,57
2013,Taranaki Region,Stratford District,20-24,All,549,21,21,9,15,12,66
2013,Taranaki Region,Stratford District,20-24,Female,279,0,6,0,15,6,30
2013,Taranaki Region,Stratford District,20-24,Male,273,18,12,0,0,0,33
2013,Tasman Region,Tasman District,00-05,All,3249,2952,297,120,27,0,0
2013,Tasman Region,Tasman District,00-05,Female,1551,1410,141,54,12,0,0
2013,Tasman Region,Tasman District,00-05,Male,1695,1542,153,66,15,0,0
2013,Tasman Region,Tasman District,06-14,All,6087,5466,624,204,42,0,0
2013,Tasman Region,Tasman District,06-14,Female,2988,2706,285,102,15,0,0
2013,Tasman Region,Tasman District,06-14,Male,3096,2760,336,105,24,0,0
2013,Tasman Region,Tasman District,15-19,All,3093,84,126,45,120,138,363
2013,Tasman Region,Tasman District,15-19,Female,1401,36,60,45,0,63,141
2013,Tasman Region,Tasman District,15-19,Male,1692,51,66,0,120,72,222
2013,Tasman Region,Tasman District,20-24,All,2088,72,90,12,42,39,234
2013,Tasman Region,Tasman District,20-24,Female,948,9,36,0,39,18,93
2013,Tasman Region,Tasman District,20-24,Male,1140,60,54,6,0,21,141
2013,Waikato Region,East Ward,00-05,All,6798,5742,1056,447,111,0,0
2013,Waikato Region,East Ward,00-05,Female,3309,2787,519,228,54,0,0
2013,Waikato Region,East Ward,00-05,Male,3489,2958,534,219,57,0,0
2013,Waikato Region,East Ward,06-14,All,9030,7743,1284,534,102,0,0
2013,Waikato Region,East Ward,06-14,Female,4425,3813,612,258,54,0,0
2013,Waikato Region,East Ward,06-14,Male,4602,3930,675,279,51,0,0
2013,Waikato Region,East Ward,15-19,All,5859,129,192,174,300,456,858
2013,Waikato Region,East Ward,15-19,Female,2883,54,99,174,0,243,402
2013,Waikato Region,East Ward,15-19,Male,2973,78,96,0,297,210,456
2013,Waikato Region,East Ward,20-24,All,7311,147,183,57,150,111,591
2013,Waikato Region,East Ward,20-24,Female,3672,24,63,33,144,48,270
2013,Waikato Region,East Ward,20-24,Male,3639,123,117,27,0,66,321
2013,Waikato Region,Hauraki District,00-05,All,1380,1047,336,123,27,0,0
2013,Waikato Region,Hauraki District,00-05,Female,675,510,165,66,15,0,0
2013,Waikato Region,Hauraki District,00-05,Male,705,537,171,57,15,0,0
2013,Waikato Region,Hauraki District,06-14,All,2154,1707,450,159,45,0,0
2013,Waikato Region,Hauraki District,06-14,Female,1056,834,222,81,21,0,0
2013,Waikato Region,Hauraki District,06-14,Male,1098,870,228,78,24,0,0
2013,Waikato Region,Hauraki District,15-19,All,1218,51,66,42,75,111,234
2013,Waikato Region,Hauraki District,15-19,Female,597,15,30,42,0,51,105
2013,Waikato Region,Hauraki District,15-19,Male,621,33,36,0,72,57,132
2013,Waikato Region,Hauraki District,20-24,All,942,51,66,18,36,30,186
2013,Waikato Region,Hauraki District,20-24,Female,435,0,21,9,36,15,75
2013,Waikato Region,Hauraki District,20-24,Male,507,45,48,9,0,18,111
2013,Waikato Region,Matamata-Piako District,00-05,All,2715,2280,432,165,24,0,0
2013,Waikato Region,Matamata-Piako District,00-05,Female,1368,1134,234,84,15,0,0
2013,Waikato Region,Matamata-Piako District,00-05,Male,1347,1149,198,81,9,0,0
2013,Waikato Region,Matamata-Piako District,06-14,All,4068,3534,534,180,21,0,0
2013,Waikato Region,Matamata-Piako District,06-14,Female,2028,1764,261,84,9,0,0
2013,Waikato Region,Matamata-Piako District,06-14,Male,2043,1770,273,96,15,0,0
2013,Waikato Region,Matamata-Piako District,15-19,All,2253,60,69,60,123,132,321
2013,Waikato Region,Matamata-Piako District,15-19,Female,1065,12,21,57,0,63,114
2013,Waikato Region,Matamata-Piako District,15-19,Male,1191,48,51,0,123,66,207
2013,Waikato Region,Matamata-Piako District,20-24,All,1917,54,99,15,48,33,225
2013,Waikato Region,Matamata-Piako District,20-24,Female,906,0,24,6,45,12,84
2013,Waikato Region,Matamata-Piako District,20-24,Male,1008,48,72,6,0,18,141
2013,Waikato Region,Otorohanga District,00-05,All,906,762,144,57,9,0,0
2013,Waikato Region,Otorohanga District,00-05,Female,450,381,69,27,6,0,0
2013,Waikato Region,Otorohanga District,00-05,Male,459,384,75,30,0,0,0
2013,Waikato Region,Otorohanga District,06-14,All,1275,1068,204,75,12,0,0
2013,Waikato Region,Otorohanga District,06-14,Female,630,528,105,39,6,0,0
2013,Waikato Region,Otorohanga District,06-14,Male,645,543,102,36,0,0,0
2013,Waikato Region,Otorohanga District,15-19,All,615,12,24,15,33,39,90
2013,Waikato Region,Otorohanga District,15-19,Female,285,0,6,15,0,18,39
2013,Waikato Region,Otorohanga District,15-19,Male,330,9,15,0,33,21,51
2013,Waikato Region,Otorohanga District,20-24,All,549,15,27,0,21,15,69
2013,Waikato Region,Otorohanga District,20-24,Female,267,0,6,0,18,0,24
2013,Waikato Region,Otorohanga District,20-24,Male,282,15,18,0,0,9,42
2013,Waikato Region,Rotorua District,00-05,All,369,309,63,15,0,0,0
2013,Waikato Region,Rotorua District,00-05,Female,174,153,21,0,0,0,0
2013,Waikato Region,Rotorua District,00-05,Male,195,156,39,12,0,0,0
2013,Waikato Region,Rotorua District,06-14,All,522,474,45,9,0,0,0
2013,Waikato Region,Rotorua District,06-14,Female,249,225,21,0,0,0,0
2013,Waikato Region,Rotorua District,06-14,Male,273,252,24,6,0,0,0
2013,Waikato Region,Rotorua District,15-19,All,288,6,9,6,9,6,33
2013,Waikato Region,Rotorua District,15-19,Female,126,0,0,6,0,0,9
2013,Waikato Region,Rotorua District,15-19,Male,165,6,6,0,12,0,21
2013,Waikato Region,Rotorua District,20-24,All,240,6,9,0,0,0,21
2013,Waikato Region,Rotorua District,20-24,Female,105,0,0,0,0,0,6
2013,Waikato Region,Rotorua District,20-24,Male,135,6,6,0,0,0,12
2013,Waikato Region,South Waikato District,00-05,All,2232,1575,654,246,57,0,0
2013,Waikato Region,South Waikato District,00-05,Female,1116,783,330,120,33,0,0
2013,Waikato Region,South Waikato District,00-05,Male,1113,792,321,126,21,0,0
2013,Waikato Region,South Waikato District,06-14,All,3006,2274,732,237,45,0,0
2013,Waikato Region,South Waikato District,06-14,Female,1440,1128,315,105,21,0,0
2013,Waikato Region,South Waikato District,06-14,Male,1563,1143,417,132,24,0,0
2013,Waikato Region,South Waikato District,15-19,All,1791,51,120,90,162,165,429
2013,Waikato Region,South Waikato District,15-19,Female,828,12,48,93,0,90,186
2013,Waikato Region,South Waikato District,15-19,Male,963,36,72,0,162,75,243
2013,Waikato Region,South Waikato District,20-24,All,1449,93,93,9,66,24,267
2013,Waikato Region,South Waikato District,20-24,Female,726,15,27,0,66,12,111
2013,Waikato Region,South Waikato District,20-24,Male,723,78,66,0,0,12,156
2013,Waikato Region,Taupo District,00-05,All,2850,2232,621,237,48,0,0
2013,Waikato Region,Taupo District,00-05,Female,1377,1083,291,108,21,0,0
2013,Waikato Region,Taupo District,00-05,Male,1476,1149,327,126,27,0,0
2013,Waikato Region,Taupo District,06-14,All,4311,3489,822,300,60,0,0
2013,Waikato Region,Taupo District,06-14,Female,2163,1752,411,150,33,0,0
2013,Waikato Region,Taupo District,06-14,Male,2148,1737,411,150,27,0,0
2013,Waikato Region,Taupo District,15-19,All,2220,57,120,81,195,192,459
2013,Waikato Region,Taupo District,15-19,Female,1065,18,42,84,0,102,177
2013,Waikato Region,Taupo District,15-19,Male,1155,39,75,0,195,90,279
2013,Waikato Region,Taupo District,20-24,All,1875,111,111,15,51,24,288
2013,Waikato Region,Taupo District,20-24,Female,894,12,42,12,51,15,105
2013,Waikato Region,Taupo District,20-24,Male,984,99,69,0,0,12,183
2013,Waikato Region,Thames-Coromandel District,00-05,All,1581,1287,291,111,18,0,0
2013,Waikato Region,Thames-Coromandel District,00-05,Female,792,651,144,57,6,0,0
2013,Waikato Region,Thames-Coromandel District,00-05,Male,786,639,150,54,9,0,0
2013,Waikato Region,Thames-Coromandel District,06-14,All,2718,2238,477,189,21,0,0
2013,Waikato Region,Thames-Coromandel District,06-14,Female,1374,1149,225,93,9,0,0
2013,Waikato Region,Thames-Coromandel District,06-14,Male,1347,1092,255,93,9,0,0
2013,Waikato Region,Thames-Coromandel District,15-19,All,1323,45,60,39,93,108,237
2013,Waikato Region,Thames-Coromandel District,15-19,Female,618,15,21,39,0,39,90
2013,Waikato Region,Thames-Coromandel District,15-19,Male,705,27,36,0,93,69,150
2013,Waikato Region,Thames-Coromandel District,20-24,All,999,36,36,12,24,24,129
2013,Waikato Region,Thames-Coromandel District,20-24,Female,450,6,12,0,24,6,48
2013,Waikato Region,Thames-Coromandel District,20-24,Male,552,30,27,9,0,18,81
2013,Waikato Region,Waikato District,00-05,All,5805,4704,1101,432,84,0,0
2013,Waikato Region,Waikato District,00-05,Female,2787,2253,534,201,36,0,0
2013,Waikato Region,Waikato District,00-05,Male,3018,2454,567,234,48,0,0
2013,Waikato Region,Waikato District,06-14,All,9693,8064,1629,645,111,0,0
2013,Waikato Region,Waikato District,06-14,Female,4755,3975,777,306,57,0,0
2013,Waikato Region,Waikato District,06-14,Male,4941,4086,852,339,54,0,0
2013,Waikato Region,Waikato District,15-19,All,4665,111,204,117,258,357,732
2013,Waikato Region,Waikato District,15-19,Female,2241,24,99,117,0,180,294
2013,Waikato Region,Waikato District,15-19,Male,2424,84,105,0,261,174,438
2013,Waikato Region,Waikato District,20-24,All,3642,123,123,39,99,66,405
2013,Waikato Region,Waikato District,20-24,Female,1761,15,36,18,93,21,162
2013,Waikato Region,Waikato District,20-24,Male,1878,108,87,21,6,45,246
2013,Waikato Region,Waipa District,00-05,All,3759,3357,402,138,21,0,0
2013,Waikato Region,Waipa District,00-05,Female,1827,1644,183,66,0,0,0
2013,Waikato Region,Waipa District,00-05,Male,1932,1716,219,72,15,0,0
2013,Waikato Region,Waipa District,06-14,All,6063,5466,597,198,27,0,0
2013,Waikato Region,Waipa District,06-14,Female,2961,2667,297,93,12,0,0
2013,Waikato Region,Waipa District,06-14,Male,3102,2799,303,105,15,0,0
2013,Waikato Region,Waipa District,15-19,All,3435,75,90,69,135,144,381
2013,Waikato Region,Waipa District,15-19,Female,1644,33,39,69,0,78,159
2013,Waikato Region,Waipa District,15-19,Male,1791,42,54,0,135,66,222
2013,Waikato Region,Waipa District,20-24,All,2628,60,63,21,45,51,222
2013,Waikato Region,Waipa District,20-24,Female,1251,0,24,9,45,18,87
2013,Waikato Region,Waipa District,20-24,Male,1377,57,42,12,0,33,132
2013,Waikato Region,Waitomo District,00-05,All,840,669,171,51,0,0,0
2013,Waikato Region,Waitomo District,00-05,Female,390,306,84,24,0,0,0
2013,Waikato Region,Waitomo District,00-05,Male,450,363,90,27,0,0,0
2013,Waikato Region,Waitomo District,06-14,All,1323,1068,255,87,12,0,0
2013,Waikato Region,Waitomo District,06-14,Female,633,516,114,39,6,0,0
2013,Waikato Region,Waitomo District,06-14,Male,693,549,144,48,6,0,0
2013,Waikato Region,Waitomo District,15-19,All,666,15,15,27,45,42,111
2013,Waikato Region,Waitomo District,15-19,Female,321,0,0,27,0,24,48
2013,Waikato Region,Waitomo District,15-19,Male,345,9,9,0,48,21,66
2013,Waikato Region,Waitomo District,20-24,All,549,27,30,0,15,6,81
2013,Waikato Region,Waitomo District,20-24,Female,261,0,12,0,15,0,33
2013,Waikato Region,Waitomo District,20-24,Male,291,24,21,0,0,6,48
2013,Waikato Region,West Ward,00-05,All,7095,5700,1395,546,108,0,0
2013,Waikato Region,West Ward,00-05,Female,3396,2751,645,252,48,0,0
2013,Waikato Region,West Ward,00-05,Male,3696,2946,750,291,60,0,0
2013,Waikato Region,West Ward,06-14,All,8298,6531,1770,666,111,0,0
2013,Waikato Region,West Ward,06-14,Female,4134,3258,873,324,54,0,0
2013,Waikato Region,West Ward,06-14,Male,4167,3270,897,339,57,0,0
2013,Waikato Region,West Ward,15-19,All,4698,120,213,180,339,480,924
2013,Waikato Region,West Ward,15-19,Female,2298,45,105,183,0,249,414
2013,Waikato Region,West Ward,15-19,Male,2400,75,111,0,342,231,513
2013,Waikato Region,West Ward,20-24,All,5901,198,198,81,183,132,714
2013,Waikato Region,West Ward,20-24,Female,3021,21,69,48,177,60,330
2013,Waikato Region,West Ward,20-24,Male,2880,177,129,33,9,75,384
2013,Wellington Region,Carterton District,00-05,All,651,561,90,21,0,0,0
2013,Wellington Region,Carterton District,00-05,Female,303,261,45,9,0,0,0
2013,Wellington Region,Carterton District,00-05,Male,348,300,45,12,0,0,0
2013,Wellington Region,Carterton District,06-14,All,999,894,105,36,0,0,0
2013,Wellington Region,Carterton District,06-14,Female,504,441,60,24,0,0,0
2013,Wellington Region,Carterton District,06-14,Male,498,453,45,12,0,0,0
2013,Wellington Region,Carterton District,15-19,All,516,0,39,15,21,24,78
2013,Wellington Region,Carterton District,15-19,Female,252,0,24,15,0,18,39
2013,Wellington Region,Carterton District,15-19,Male,264,0,12,0,21,12,33
2013,Wellington Region,Carterton District,20-24,All,348,6,12,0,12,0,36
2013,Wellington Region,Carterton District,20-24,Female,165,0,0,0,12,0,15
2013,Wellington Region,Carterton District,20-24,Male,183,6,9,0,0,0,21
2013,Wellington Region,Eastern Ward,00-05,All,2835,2682,156,54,12,0,0
2013,Wellington Region,Eastern Ward,00-05,Female,1362,1296,66,24,6,0,0
2013,Wellington Region,Eastern Ward,00-05,Male,1476,1383,90,30,6,0,0
2013,Wellington Region,Eastern Ward,06-14,All,4038,3810,231,63,9,0,0
2013,Wellington Region,Eastern Ward,06-14,Female,1989,1875,114,27,0,0,0
2013,Wellington Region,Eastern Ward,06-14,Male,2052,1932,117,36,6,0,0
2013,Wellington Region,Eastern Ward,15-19,All,2163,33,51,24,54,63,174
2013,Wellington Region,Eastern Ward,15-19,Female,1005,9,24,24,0,33,72
2013,Wellington Region,Eastern Ward,15-19,Male,1155,21,24,0,54,33,102
2013,Wellington Region,Eastern Ward,20-24,All,2424,27,42,6,18,33,114
2013,Wellington Region,Eastern Ward,20-24,Female,1179,0,9,6,15,12,36
2013,Wellington Region,Eastern Ward,20-24,Male,1245,27,30,0,0,21,78
2013,Wellington Region,Kapiti Coast District,00-05,All,3393,2937,453,156,30,0,0
2013,Wellington Region,Kapiti Coast District,00-05,Female,1680,1458,222,75,15,0,0
2013,Wellington Region,Kapiti Coast District,00-05,Male,1710,1479,231,81,15,0,0
2013,Wellington Region,Kapiti Coast District,06-14,All,5547,4884,663,213,39,0,0
2013,Wellington Region,Kapiti Coast District,06-14,Female,2778,2454,324,96,15,0,0
2013,Wellington Region,Kapiti Coast District,06-14,Male,2769,2430,339,117,24,0,0
2013,Wellington Region,Kapiti Coast District,15-19,All,2985,63,123,51,117,177,396
2013,Wellington Region,Kapiti Coast District,15-19,Female,1479,15,45,51,0,87,153
2013,Wellington Region,Kapiti Coast District,15-19,Male,1506,48,75,0,117,90,243
2013,Wellington Region,Kapiti Coast District,20-24,All,2247,51,114,15,72,57,279
2013,Wellington Region,Kapiti Coast District,20-24,Female,1068,6,30,0,69,21,111
2013,Wellington Region,Kapiti Coast District,20-24,Male,1182,45,84,12,0,39,171
2013,Wellington Region,Lambton Ward,00-05,All,1263,1224,39,15,0,0,0
2013,Wellington Region,Lambton Ward,00-05,Female,600,582,18,0,0,0,0
2013,Wellington Region,Lambton Ward,00-05,Male,666,642,21,9,0,0,0
2013,Wellington Region,Lambton Ward,06-14,All,1779,1725,51,9,0,0,0
2013,Wellington Region,Lambton Ward,06-14,Female,870,843,30,0,0,0,0
2013,Wellington Region,Lambton Ward,06-14,Male,906,882,24,0,0,0,0
2013,Wellington Region,Lambton Ward,15-19,All,2751,21,30,6,33,39,105
2013,Wellington Region,Lambton Ward,15-19,Female,1497,6,12,9,0,21,39
2013,Wellington Region,Lambton Ward,15-19,Male,1254,15,18,0,33,18,66
2013,Wellington Region,Lambton Ward,20-24,All,7953,24,30,12,0,36,99
2013,Wellington Region,Lambton Ward,20-24,Female,4257,0,9,0,0,15,30
2013,Wellington Region,Lambton Ward,20-24,Male,3696,21,24,9,0,18,69
2013,Wellington Region,Lower Hutt City,00-05,All,8730,7422,1311,489,72,0,0
