year,reg,age_desc,x_gender_desc,all,all_risk_1,all_risk_2,all_risk_3,all_risk_4,all_risk_5,all_risk_6
2015,Gisborne Region,00-05,All,4278,3180,1098,408,51,0,0
2015,Gisborne Region,00-05,Female,2094,1551,543,201,27,0,0
2015,Gisborne Region,00-05,Male,2184,1629,555,207,24,0,0
2015,Gisborne Region,06-14,All,6765,5088,1674,546,72,0,0
2015,Gisborne Region,06-14,Female,3219,2433,786,258,36,0,0
2015,Gisborne Region,06-14,Male,3546,2658,891,288,33,0,0
2015,Gisborne Region,15-19,All,3423,96,258,132,267,378,780
2015,Gisborne Region,15-19,Female,1689,39,123,135,0,192,345
2015,Gisborne Region,15-19,Male,1734,57,135,0,267,186,435
2015,Gisborne Region,20-24,All,2940,171,156,30,111,75,501
2015,Gisborne Region,20-24,Female,1413,24,57,15,105,36,213
2015,Gisborne Region,20-24,Male,1527,144,99,12,6,36,288
2015,Hawke's Bay Region,00-05,All,13014,10320,2697,906,141,0,0
2015,Hawke's Bay Region,00-05,Female,6471,5139,1332,438,72,0,0
2015,Hawke's Bay Region,00-05,Male,6543,5178,1365,471,72,0,0
2015,Hawke's Bay Region,06-14,All,20382,16368,4011,1431,258,0,0
2015,Hawke's Bay Region,06-14,Female,10080,8061,2022,699,123,0,0
2015,Hawke's Bay Region,06-14,Male,10299,8310,1989,729,132,0,0
2015,Hawke's Bay Region,15-19,All,11094,249,633,288,738,1011,2022
2015,Hawke's Bay Region,15-19,Female,5451,81,279,288,0,501,846
2015,Hawke's Bay Region,15-19,Male,5640,168,354,0,741,507,1176
2015,Hawke's Bay Region,20-24,All,8868,381,432,84,261,204,1245
2015,Hawke's Bay Region,20-24,Female,4299,51,162,48,258,81,525
2015,Hawke's Bay Region,20-24,Male,4569,327,273,36,0,120,726
2015,Manawatu-Wanganui Region,00-05,All,17997,14802,3192,1113,180,0,0
2015,Manawatu-Wanganui Region,00-05,Female,8787,7236,1548,531,87,0,0
2015,Manawatu-Wanganui Region,00-05,Male,9207,7563,1644,582,93,0,0
2015,Manawatu-Wanganui Region,06-14,All,27924,22755,5166,1788,306,0,0
2015,Manawatu-Wanganui Region,06-14,Female,13623,11109,2514,879,150,0,0
2015,Manawatu-Wanganui Region,06-14,Male,14301,11646,2652,909,156,0,0
2015,Manawatu-Wanganui Region,15-19,All,15489,432,786,366,1005,1377,2769
2015,Manawatu-Wanganui Region,15-19,Female,7542,138,342,366,0,666,1125
2015,Manawatu-Wanganui Region,15-19,Male,7947,294,444,0,1002,711,1647
2015,Manawatu-Wanganui Region,20-24,All,15207,432,486,120,309,333,1542
2015,Manawatu-Wanganui Region,20-24,Female,7443,60,165,57,300,135,642
2015,Manawatu-Wanganui Region,20-24,Male,7764,369,324,60,12,195,903
2015,Marlborough Region,00-05,All,3054,2670,384,132,21,0,0
2015,Marlborough Region,00-05,Female,1527,1344,183,69,9,0,0
2015,Marlborough Region,00-05,Male,1527,1329,198,63,9,0,0
2015,Marlborough Region,06-14,All,4755,4149,606,207,24,0,0
2015,Marlborough Region,06-14,Female,2289,2010,276,90,12,0,0
2015,Marlborough Region,06-14,Male,2469,2136,333,120,12,0,0
2015,Marlborough Region,15-19,All,2466,60,141,27,111,153,345
2015,Marlborough Region,15-19,Female,1164,15,63,27,0,66,135
2015,Marlborough Region,15-19,Male,1299,42,78,0,111,87,213
2015,Marlborough Region,20-24,All,2082,63,117,15,36,45,264
2015,Marlborough Region,20-24,Female,942,9,33,12,36,9,87
2015,Marlborough Region,20-24,Male,1143,54,84,6,0,33,177
2015,Nelson Region,00-05,All,3333,2880,453,192,42,0,0
2015,Nelson Region,00-05,Female,1617,1407,204,96,24,0,0
2015,Nelson Region,00-05,Male,1719,1470,246,93,15,0,0
2015,Nelson Region,06-14,All,5370,4668,702,267,48,0,0
2015,Nelson Region,06-14,Female,2646,2292,354,141,21,0,0
2015,Nelson Region,06-14,Male,2724,2376,351,129,27,0,0
2015,Nelson Region,15-19,All,3117,69,174,54,153,228,474
2015,Nelson Region,15-19,Female,1533,21,87,54,0,111,204
2015,Nelson Region,15-19,Male,1581,48,90,0,153,114,273
2015,Nelson Region,20-24,All,2631,105,135,24,45,51,336
2015,Nelson Region,20-24,Female,1230,15,51,12,42,24,126
2015,Nelson Region,20-24,Male,1401,90,84,12,0,27,210
2015,Northland Region,00-05,All,13509,10008,3498,1254,201,0,0
2015,Northland Region,00-05,Female,6552,4875,1677,585,87,0,0
2015,Northland Region,00-05,Male,6960,5136,1824,669,117,0,0
2015,Northland Region,06-14,All,21372,15969,5400,1899,318,0,0
2015,Northland Region,06-14,Female,10437,7809,2625,912,153,0,0
2015,Northland Region,06-14,Male,10935,8160,2775,987,159,0,0
2015,Northland Region,15-19,All,10827,234,852,306,939,1272,2478
2015,Northland Region,15-19,Female,5268,66,366,306,0,627,990
2015,Northland Region,15-19,Male,5559,165,483,0,942,645,1488
2015,Northland Region,20-24,All,8724,474,480,96,345,159,1422
2015,Northland Region,20-24,Female,4131,69,162,54,336,60,591
2015,Northland Region,20-24,Male,4593,408,318,45,9,96,831
2015,Otago Region,00-05,All,13572,12279,1296,456,63,0,0
2015,Otago Region,00-05,Female,6618,5964,651,231,36,0,0
2015,Otago Region,00-05,Male,6954,6312,642,222,27,0,0
2015,Otago Region,06-14,All,21012,18903,2109,693,123,0,0
2015,Otago Region,06-14,Female,10137,9144,990,321,63,0,0
2015,Otago Region,06-14,Male,10875,9759,1119,372,60,0,0
2015,Otago Region,15-19,All,13176,258,597,144,477,609,1479
2015,Otago Region,15-19,Female,6501,96,297,144,0,291,612
2015,Otago Region,15-19,Male,6672,162,300,0,477,318,867
2015,Otago Region,20-24,All,16362,333,342,84,147,192,1026
2015,Otago Region,20-24,Female,7965,39,111,42,147,72,363
2015,Otago Region,20-24,Male,8394,297,231,45,0,120,663
2015,Southland Region,00-05,All,7368,6324,1041,336,51,0,0
2015,Southland Region,00-05,Female,3552,3051,504,162,24,0,0
2015,Southland Region,00-05,Male,3813,3273,540,171,24,0,0
2015,Southland Region,06-14,All,11445,9765,1680,579,99,0,0
2015,Southland Region,06-14,Female,5568,4758,810,282,39,0,0
2015,Southland Region,06-14,Male,5877,5007,873,300,60,0,0
2015,Southland Region,15-19,All,6141,189,339,129,399,426,1047
2015,Southland Region,15-19,Female,3000,54,144,129,0,222,402
2015,Southland Region,15-19,Male,3144,135,195,0,399,204,645
2015,Southland Region,20-24,All,5718,282,276,30,123,99,756
2015,Southland Region,20-24,Female,2661,48,87,18,123,45,270
2015,Southland Region,20-24,Male,3057,234,189,9,0,54,483
2015,Taranaki Region,00-05,All,9396,8154,1239,393,78,0,0
2015,Taranaki Region,00-05,Female,4575,3978,597,189,42,0,0
2015,Taranaki Region,00-05,Male,4824,4179,645,207,36,0,0
2015,Taranaki Region,06-14,All,14409,12360,2052,657,87,0,0
2015,Taranaki Region,06-14,Female,6966,5976,990,324,45,0,0
2015,Taranaki Region,06-14,Male,7443,6381,1062,330,45,0,0
2015,Taranaki Region,15-19,All,7521,216,381,144,462,534,1209
2015,Taranaki Region,15-19,Female,3618,81,159,144,0,246,450
2015,Taranaki Region,15-19,Male,3900,135,219,0,462,291,759
2015,Taranaki Region,20-24,All,6558,216,249,57,156,129,735
2015,Taranaki Region,20-24,Female,3105,24,78,21,150,60,288
2015,Taranaki Region,20-24,Male,3450,189,171,36,0,69,447
2015,Tasman Region,00-05,All,2994,2742,252,93,12,0,0
2015,Tasman Region,00-05,Female,1461,1338,123,42,6,0,0
2015,Tasman Region,00-05,Male,1533,1404,129,51,6,0,0
2015,Tasman Region,06-14,All,6060,5505,555,171,33,0,0
2015,Tasman Region,06-14,Female,2991,2724,267,81,18,0,0
2015,Tasman Region,06-14,Male,3069,2781,288,87,15,0,0
2015,Tasman Region,15-19,All,3090,84,165,36,108,135,360
2015,Tasman Region,15-19,Female,1422,33,75,36,0,63,144
2015,Tasman Region,15-19,Male,1668,51,93,0,105,66,219
2015,Tasman Region,20-24,All,2160,48,96,12,27,36,207
2015,Tasman Region,20-24,Female,960,6,39,9,27,12,81
2015,Tasman Region,20-24,Male,1200,42,57,6,0,27,129
2015,Waikato Region,00-05,All,36030,30264,5769,1977,324,0,0
2015,Waikato Region,00-05,Female,17400,14697,2706,942,162,0,0
2015,Waikato Region,00-05,Male,18630,15567,3063,1035,165,0,0
2015,Waikato Region,06-14,All,54252,45348,8904,3156,468,0,0
2015,Waikato Region,06-14,Female,26595,22272,4326,1518,222,0,0
2015,Waikato Region,06-14,Male,27654,23076,4578,1641,243,0,0
2015,Waikato Region,15-19,All,29289,795,1317,651,1626,2352,4785
2015,Waikato Region,15-19,Female,14295,243,588,648,0,1206,1977
2015,Waikato Region,15-19,Male,14991,555,726,0,1626,1146,2808
2015,Waikato Region,20-24,All,28563,801,924,213,642,528,2877
2015,Waikato Region,20-24,Female,13839,114,297,108,624,213,1197
2015,Waikato Region,20-24,Male,14721,687,624,105,18,315,1680
2015,Wellington Region,00-05,All,35790,32223,3567,1095,159,0,0
2015,Wellington Region,00-05,Female,17508,15786,1722,543,78,0,0
2015,Wellington Region,00-05,Male,18285,16437,1848,552,84,0,0
2015,Wellington Region,06-14,All,54789,49170,5619,1860,258,0,0
2015,Wellington Region,06-14,Female,26787,24042,2745,891,132,0,0
2015,Wellington Region,06-14,Male,27999,25128,2874,969,129,0,0
2015,Wellington Region,15-19,All,30705,642,1329,405,978,1599,3588
2015,Wellington Region,15-19,Female,15147,210,615,405,0,801,1494
2015,Wellington Region,15-19,Male,15558,429,717,0,978,798,2094
2015,Wellington Region,20-24,All,34785,480,666,168,402,501,2064
2015,Wellington Region,20-24,Female,17451,54,177,81,390,195,813
2015,Wellington Region,20-24,Male,17331,426,489,84,12,303,1248
2015,West Coast Region,00-05,All,2175,1854,321,114,18,0,0
2015,West Coast Region,00-05,Female,1089,924,165,54,0,0,0
2015,West Coast Region,00-05,Male,1086,933,156,60,12,0,0
2015,West Coast Region,06-14,All,3369,2862,507,177,36,0,0
2015,West Coast Region,06-14,Female,1632,1380,252,84,15,0,0
2015,West Coast Region,06-14,Male,1737,1482,255,90,18,0,0
2015,West Coast Region,15-19,All,1683,60,129,33,102,114,297
2015,West Coast Region,15-19,Female,792,12,54,30,0,51,99
2015,West Coast Region,15-19,Male,888,48,78,0,102,66,195
2015,West Coast Region,20-24,All,1656,51,96,12,45,21,213
2015,West Coast Region,20-24,Female,768,6,18,6,48,9,78
2015,West Coast Region,20-24,Male,888,45,78,0,0,12,138
